Grapheme	IPA	Frequency
^w	w	11
e$	e	40
^ɗ	ɗ	13
u$	u	22
^k	k	43
ɨ	ɨ	37
i	i	59
k	k	55
h	h	33
ɨ̃$	ɨ̃	32
^a	a	27
^ʃ	ʃ	9
o	o	65
ɾ	ɾ	82
o$	o	17
^h	h	47
nn	nn/nː	1
ã$	ã	18
^t	t	23
t	t	52
a	a	118
^s	s	6
i$	i	62
ɾw	ɾ w	2
ɛ$	ɛ	18
^m	m	17
j	j	39
ã	ã	35
a$	a	38
^ɾ	ɾ	3
^n	n	4
^o	o	3
u	u	41
ɗ	ɗ	25
e	e	57
^ɓ	ɓ	10
ʔ	ʔ	17
^j	j	11
^e	e	26
n	n	29
ũ	ũ	15
ʃ	ʃ	10
^ts	ts	16
m	m	14
ɛ̃$	ɛ̃	6
^c	c	12
ẽ	ẽ	5
ẽ$	ẽ	2
ɛ	ɛ	3
c	c	10
w	w	19
ũ$	ũ	15
ɨ$	ɨ	31
^l	l	4
ʃw	ʃ w	3
ĩ$	ĩ	6
^ɲ	ɲ	1
s	s	11
ɨ̃	ɨ̃	11
_	+	12
l	l	23
ɓw	ɓ w	3
^ã	ã	3
^sw	s w	1
^ũ$	ũ	1
^p	p	1
õ	õ	5
^ɛ$	ɛ	1
ɲ	ɲ	5
ɛ̃	ɛ̃	3
^ĩ$	ĩ	3
ts	ts	12
^ɨ̃	ɨ̃	3
^cw	c w	1
kw	kw/kʷ	1
ɓ	ɓ	1
^a$	a	1
^u	u	2
õ$	õ	2
ç	ç	14
^ɛ	ɛ	1
^i	i	6
ɲw	ɲ w	1
^ɛ̃	ɛ̃	1
^ɓw	ɓ w	2
ɗw	ɗ w	1
^ɗw	ɗ w	1
^ɨ	ɨ	1
nw	n w	1
ĩ	ĩ	1
