Grapheme	IPA	Frequency
^p	p	28
u	u	53
d̪	d̪	25
e$	e	30
^i	i	15
ŋ$	ŋ	6
^j	j	25
e	e	65
k	k	10
ʎ	ʎ	12
^tʃ	tʃ	19
m	m	29
u$	u	6
^n	n	16
o	o	52
d	d	5
o$	o	14
g	g	22
n$	n	15
b	b	17
ʁ	ʁ	9
ø$	ø	52
^e	e	22
r$	r	3
^o	o	8
j$	j	12
ŋ	ŋ	12
^k	k	19
ee	eː	8
j	j	21
ee$	eː	10
r	r	21
i	i	57
l$	l	23
^aa$	aː	2
^a	a	17
l	l	29
aa$	aː	13
ʒ	ʒ	9
tʃ	tʃ	5
^l	l	11
pp	pp/pː	1
^ʃ	ʃ	8
^o$	o	1
oo	oː	3
n	n	27
χ	χ	2
ʃ	ʃ	3
ii$	iː	8
uu	uː	4
ç	ç	9
ø	ø	7
m$	m	2
dʒ	dʒ	12
q	q	11
oo$	oː	6
^t̪	t̪	16
^oo	oː	2
^u	u	6
g$	g	1
a	a	30
^m	m	15
ii	iː	1
k$	k	8
ɲ	ɲ	7
_	+	3
aa	aː	12
ʎ$	ʎ	4
^ɲ	ɲ	3
^q	q	9
v	v	2
ç$	ç	1
d̪$	d̪	2
tʃ$	tʃ	1
i$	i	6
t̪$	t̪	9
^d̪	d̪	1
øø$	øː	4
lʒ	l ʒ	1
a$	a	3
uu$	uː	3
ʎʎ	ʎʎ/ʎː	1
^ø	ø	2
t̪	t̪	6
^ii	iː	1
ll	ll/lː	2
p	p	7
ŋʒ	ŋ ʒ	1
ɣ	ɣ	1
z	z	1
^ç	ç	1
b$	b	1
rʒ	r ʒ	1
t̪t̪	t̪t̪/t̪ː	1
q$	q	2
ɲ$	ɲ	1
^g	g	1
^t	t	1
