Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		263	NULL	sɨ_sə;saw;həj;sɨ_t̪ɨk_zən̪;ɗoŋ_mət̪
$	NULL		335	NULL	tɕen̪;sɨ_sə;saw;həj;t̪ɔan̪_ɓo
_$	NULL		1	1	it̪_
a	a	A	171	153	saw;t̪ɔan̪_ɓo;t̪aj;t̪aj;saw
v	v	B	7	3	vɔ;vi;vui;vu;zɨəŋ_vət̪
^f	f	B	2	2	foj;faj
tɕ	tɕ	C	24	22	kɔn̪_tɕaj;satɕ;l̪oŋ_tɕim;ɓan̪_tɕən̪;mat̪_tɕaŋ
^tɕ	tɕ	C	53	53	tɕen̪;tɕɔ;tɕɨək;tɕim;tɕaj
e	e	E	11	10	tɕen̪;ɓen̪_kaɲ;ɗen̪;tɕet̪;l̪ən̪_l̪en̪
ə	ə	E	88	68	sɨ_sə;həj;sɨ_t̪ɨk_zən̪;ɗoŋ_mət̪;kiən̪
ɛ	ɛ	E	13	3	ɗɛp;ɗɛn̪;ŋɛ;ɲɛ;kɔ_lɛ
x	x	G	8	1	xɔk;xo;sɨ_xoŋ_kɔ;xoŋ;xak
ɣ	ɣ	G	20	18	kɔn̪_ɣaj;ɗəw_ɣoi;ɣan̪;ɣən̪;ɛm_ɣaj
h	h	H	16	4	həj;hɔ;han̪;hɛp;hat̪
i	i	I	35	19	kiən̪;vi;tɕim;miɲ;iə
ɨ	ɨ	I	33	31	sɨ_sə;sɨ_t̪ɨk_zən̪;sɨ_t̪ɨk_zən̪;l̪ɨŋ;tɕɨək
j	j	J	102	6	həj;t̪aj;t̪aj;zɨəj;t̪hoj
k	k	K	52	5	sɨ_t̪ɨk_zən̪;kiən̪;tɕɨək;ɓen̪_kaɲ;kan̪
l	l	L	1	1	kɔ_lɛ
l̪	l̪	L	14	2	l̪ɨŋ;l̪aɲ;l̪am;l̪oŋ_tɕim;l̪ɨə
m	m	M	62	12	ɗoŋ_mət̪;tɕim;maw;miɲ;moŋ
ŋ	ŋ	N	62	10	ɗoŋ_mət̪;l̪ɨŋ;ɓuŋ;ɗaŋ;sɨəŋ
ɲ	ɲ	N	22	3	ɓen̪_kaɲ;saɲ;miɲ;l̪aɲ;ɲaɲ
n$	n	N	1	1	buən
n̪	n̪	N	57	17	tɕen̪;t̪ɔan̪_ɓo;sɨ_t̪ɨk_zən̪;kiən̪;ɓen̪_kaɲ
ɓ	ɓ	P	31	2	t̪ɔan̪_ɓo;ɓuŋ;ɓen̪_kaɲ;ɓan̪_ŋaj;ɓən̪
^b	b	P	1	1	buən
p$	p	P	5	5	ɗɛp;t̪həp;hɛp;zap;ŋap
s	s	S	31	3	sɨ_sə;sɨ_sə;saw;sɨ_t̪ɨk_zən̪;səw
z	z	S	26	4	sɨ_t̪ɨk_zən̪;zɨəj;zɨə;zəj;zam
d	d	T	1	1	tiɲ_ditɕ
ɗ	ɗ	T	26	1	ɗoŋ_mət̪;ɗɛp;ɗaŋ;ɗɛn̪;ɗen̪
^t	t	T	2	2	tiɲ_ditɕ;tiəw
t̪	t̪	T	28	12	sɨ_t̪ɨk_zən̪;ɗoŋ_mət̪;tɕet̪;ɗət̪;mɨəj_mot̪
^t̪	t̪	T	14	14	t̪ɔan̪_ɓo;t̪aj;t̪aj;t̪ɔ;t̪aj
^t̪h	t̪ʰ	T	7	7	t̪hoj;t̪hə;t̪hit̪;t̪həp;t̪hoi
o	o	U	48	33	t̪ɔan̪_ɓo;ɗoŋ_mət̪;t̪hoj;moŋ;uoŋ
ɔ	ɔ	U	45	27	t̪ɔan̪_ɓo;tɕɔ;vɔ;t̪ɔ;kɔn̪_tɕaj
w	w	W	51	27	saw;səw;saw;maw;səw
u	u	Y	21	17	ɓuŋ;kun̪;ɗuŋ;uoŋ;ɓui
_	+	_	79	79	sɨ_sə;t̪ɔan̪_ɓo;sɨ_t̪ɨk_zən̪;sɨ_t̪ɨk_zən̪;ɗoŋ_mət̪
kw	kw/k w	K W	2	1	kwəj;hom_kwə
