Grapheme	IPA	Frequency
^t	t	28
a	a	133
kʼ$	kʼ	8
^n	n	5
i	i	52
w$	w	3
^h	h	25
u$	u	6
^a	a	9
l	l	40
t	t	25
ii	iː	10
l$	l	20
^ts	ts	7
ʔh	ʔh/ʔʰ	12
n	n	13
ts	ts	5
x$	x	16
^p	p	17
u	u	20
p	p	14
n$	n	23
^kʼ	kʼ	8
o	o	22
^x	x	19
a$	a	32
^i	i	2
k	k	31
ʍ$	ʍ	2
^kh	kʰ	12
ɛ	ɛ	42
ii$	iː	6
uu$	uː	2
^tʼ	tʼ	19
tʼ	tʼ	12
x	x	10
w	w	26
aa$	aː	11
^m	m	6
h	h	7
i$	i	51
^ʃ	ʃ	7
uu	uː	10
^j	j	10
kw	kw/kʷ	7
kw$	kw/kʷ	3
m$	m	17
oo	oː	5
^pʼ	pʼ	2
pʼ	pʼ	4
pʼ$	pʼ	3
^w	w	8
aa	aː	11
t$	t	7
^k	k	23
^l	l	10
p$	p	6
k$	k	4
m	m	20
th	th/tʰ	2
ɛɛ$	ɛː	2
nʃ$	n ʃ	1
h$	h	1
^u	u	1
j	j	11
^s	s	18
ps	p s	1
^ph	pʰ	3
ɛɛ	ɛː	2
s$	s	17
^o	o	1
^khw	kʷʰ	2
ʃ	ʃ	2
tʼ$	tʼ	3
^ii$	iː	2
^x$	x	1
ɨ	ɨ	4
xw	xw/xʷ	1
ɛ$	ɛ	5
khw	khw/kʷʰ	1
j$	j	2
^uu	uː	1
ʃ$	ʃ	2
s	s	5
^kw	kw/kʷ	6
ls$	l s	1
^th	th/tʰ	3
ph	ph/pʰ	1
kʼ	kʼ	1
o$	o	1
oo$	oː	1
ɨɨ	ɨː	1
^ɛ	ɛ	2
kʃ	k ʃ	1
ʍ	ʍ	1
kh	kh/kʰ	2
aaa	aaa/aː	1
^th$	th/tʰ	1
^oo	oː	2
