Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		319	NULL	da;hiβi;ietaha;tahae;βaβa_kiriki
$	NULL		319	NULL	da;hiβi;ietaha;tahae;βaβa_kiriki
a	a	A	351	175	da;ietaha;ietaha;tahae;tahae
aa	aː	A	1	1	egeraaβime_oti
β	β	B	87	47	hiβi;βaβa_kiriki;βaβa_kiriki;utuβa;gadiβa
e	e	E	131	56	ietaha;tahae;βate;eβaβa_naβate;eβaβa_naβate
h	h	H	88	75	hiβi;ietaha;tahae;umukaβahe;bokitahaβa
hh	hː	H	1	1	mahhurei
i	i	I	189	123	hiβi;hiβi;ietaha;βaβa_kiriki;βaβa_kiriki
j	j	J	17	7	kaje;jaguru;tobokaβoijaβehite;jaga;ja
g	g	K	31	25	gadiβa;ugu;jaguru;gorogoro;gorogoro
k	k	K	103	85	βaβa_kiriki;βaβa_kiriki;kadi;komara;umukaβahe
^l	l	L	1	1	laβani
m	m	M	76	45	mi;komara;umukaβahe;memehe;memehe
n	n	N	80	53	eβaβa_naβate;behubehuna;niumuka;banutaka;kina
b	b	P	67	43	subuta;bokitahaβa;behubehuna;behubehuna;dubu
p$	p	P	1	1	hap
r	r	R	51	44	βaβa_kiriki;komara;ruru;ruru;mahhurei
s	s	S	6	3	subuta;sorekataha;isasa;isasa;akise
d	d	T	58	25	da;kadi;ada;ada;gadiβa
t	t	T	71	61	ietaha;tahae;utuβa;βate;eβaβa_naβate
o	o	U	97	62	komara;bokitahaβa;taβo;oroβo;oroβo
u	u	Y	130	69	utuβa;utuβa;umukaβahe;umukaβahe;subuta
_	+	_	34	34	βaβa_kiriki;eβaβa_naβate;eno_toto;ada_abuti_igau;ada_abuti_igau
