Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		299	NULL	ɭant̪irŋinda;ʈiirŋawi;wurugu;warawindi;ɻijalt̪a
$	NULL		302	NULL	ɭant̪irŋinda;ʈiirŋawi;wurugu;warawindi;ɻijalt̪a
a	a	A	414	292	ɭant̪irŋinda;ɭant̪irŋinda;ʈiirŋawi;warawindi;warawindi
aa	aː	A	40	36	alaadi;mawuɻaada;jaalibu;maɻaŋaɳjaabugij_wulaɲbaj;maɻaŋaɳjaabugij_maɻaŋaɳjaabugij_wulawa_aɳjaabugij
i	i	I	165	112	ɭant̪irŋinda;ɭant̪irŋinda;ʈiirŋawi;warawindi;warawindi
ii	iː	I	5	5	ʈiirŋawi;miimi;miij;miimi;ɻiig
j	j	J	123	64	ɻijalt̪a;jamba;wajag;ŋuluji;biɭaj
g	g	K	133	79	wurugu;wuɳdirig;l̪agabuɳulg;l̪agabuɳulg;waraga
l	l	L	61	53	ɻijalt̪a;l̪agabuɳulg;alaadi;milagaga;t̪ulmuŋ
ɭ	ɭ	L	29	24	ɭant̪irŋinda;aɭwur;biɭaj;gabaɭa;ɭant̪urg
l̪	l̪	L	22	4	l̪aman;l̪agabuɳulg;l̪iribala;l̪agabuɳulg;l̪abag
m	m	M	105	41	l̪aman;milagaga;jamba;t̪ulmuŋ;duma
n	n	N	40	19	ɭant̪irŋinda;ɭant̪irŋinda;warawindi;l̪aman;nagi
ŋ	ŋ	N	97	36	ɭant̪irŋinda;ʈiirŋawi;t̪ulmuŋ;ɻuŋgal;ŋuluji
ɲ	ɲ	N	29	25	ŋaɲga;maɻaŋaɳjaabugij_wulaɲbaj;malaŋaɲanaj;aɲjaabugij;maɻaŋaɲjaabugij
ɳ	ɳ	N	28	26	wuɳdirig;l̪agabuɳulg;t̪uluguɳuŋ;waɳbi;l̪agabuɳulg
b	b	P	85	68	l̪agabuɳulg;jamba;l̪iribala;barga;wubulu
r	r	R	83	74	ɭant̪irŋinda;ʈiirŋawi;wurugu;warawindi;wuɳdirig
ɻ	ɻ	R	63	46	ɻijalt̪a;ɻadaɻadag;ɻadaɻadag;ɻuŋgal;ŋagaɻa
d	d	T	22	18	ɭant̪irŋinda;warawindi;wuɳdirig;alaadi;ɻadaɻadag
ʈ	ʈ	T	25	16	ʈiirŋawi;gaʈ;buʈuʈuga;buʈuʈuga;agaʈuj
t̪	t̪	T	24	16	ɭant̪irŋinda;ɻijalt̪a;t̪ulmuŋ;t̪uluguɳuŋ;t̪urma
w	w	W	74	28	ʈiirŋawi;wurugu;warawindi;warawindi;wuɳdirig
u	u	Y	189	163	wurugu;wurugu;wurugu;wuɳdirig;l̪agabuɳulg
uu	uː	Y	11	11	muuŋ;l̪uuʈ;wurijbuɻuuj;amuunba;guugu
_	+	_	10	10	maɻaŋaɳjaabugij_wulaɲbaj;maɻaŋaɳjaabugij_maɻaŋaɳjaabugij_wulawa_aɳjaabugij;maɻaŋaɳjaabugij_maɻaŋaɳjaabugij_wulawa_aɳjaabugij;maɻaŋaɳjaabugij_maɻaŋaɳjaabugij_wulawa_aɳjaabugij;maɻaŋaɲjaabugij_wulalwulal
^Ih	I/i h	I H	3	3	Ihigiʈi;Iha;Ihaɻaŋ
