Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		266	NULL	gaaŋgi;gumiiɾi;gaɾmaaɳa;geegiɾ;moobiju
$	NULL		266	NULL	gaaŋgi;gumiiɾi;gaɾmaaɳa;geegiɾ;moobiju
a	a	A	264	162	gaɾmaaɳa;gaɾmaaɳa;najiiɾiɾi;gamalaaɖaj;gamalaaɖaj
aa	aː	A	119	117	gaaŋgi;gaɾmaaɳa;gamalaaɖaj;waala;baɾaaŋgiɾ
f	f	B	1	1	afiila
ɟ	ɟ	C	52	27	ɟiinba;aɖaaɟi;buɟi;ɟibiiɻi;gooɟgu
e	e	E	5	4	gaɖega;baɖbenawaɾ;gaɻaaba_she;ŋameneega;ŋameneega
ee	eː	E	21	16	geegiɾ;gee;gaɖambaɻŋeeŋi;maneeŋul;baɾeeguɭ
i	i	I	114	52	gaaŋgi;gumiiɾi;geegiɾ;moobiju;najiiɾiɾi
ii	iː	I	26	24	gumiiɾi;najiiɾiɾi;ɟiinba;ɟibiiɻi;guniliniili
j	j	J	32	20	moobiju;najiiɾiɾi;gamalaaɖaj;moobijumoobiju;moobijumoobiju
g	g	K	123	54	gaaŋgi;gaaŋgi;gumiiɾi;gaɾmaaɳa;geegiɾ
k	k	K	1	1	gaankiɾ
l	l	L	57	49	gamalaaɖaj;waala;maneeŋul;ŋolwaajuwa;laawala
ɭ	ɭ	L	15	13	mabooɭo;maɭam;baɾeeguɭ;ɟaaɭi;maaɭaɭ
m	m	M	101	50	gumiiɾi;gaɾmaaɳa;moobiju;gamalaaɖaj;moonda
n	n	N	47	33	najiiɾiɾi;moonda;ɟiinba;maneeŋul;binaagaɻa
ŋ	ŋ	N	70	48	gaaŋgi;ŋoɾooŋgadi;ŋoɾooŋgadi;baɾaaŋgiɾ;baaŋaɖa
ɲ	ɲ	N	23	11	gaɖaɲbimi;ɲoonbu;ɲaamdada;nooɲbu;gabaɲma
ɳ	ɳ	N	14	13	gaɾmaaɳa;booɳaj;maaɖaɳ;ŋaaɳɟil;baɳagaɾa
ŋw	ŋw/ŋʷ	N	2	2	ɲiŋwoombaɖi;ɲiŋwoombaɖi
b	b	P	124	81	moobiju;ɟiinba;baɾaaŋgiɾ;baaɾi;mabooɭo
ɻ	ɻ	R	16	13	gaɖambaɻŋeeŋi;ɟibiiɻi;binaagaɻa;ɟoɻee;ŋalaaɻaɾ
ɾ	ɾ	R	64	46	gumiiɾi;gaɾmaaɳa;geegiɾ;najiiɾiɾi;najiiɾiɾi
sh	sh/sʰ	S	1	1	gaɻaaba_she
d	d	T	30	26	ŋoɾooŋgadi;moonda;badoɾooɟbu;maadawa;daa
ɖ	ɖ	T	51	51	gooɖo;gooɖo;gamalaaɖaj;aɖaaɟi;baaŋaɖa
o	o	U	54	33	gooɖo;gooɖo;ŋoɾooŋgadi;mabooɭo;ŋolwaajuwa
oo	oː	U	61	60	moobiju;gooɖo;gooɖo;ŋoɾooŋgadi;moonda
w	w	W	36	19	waala;maɾawaaɾa;ŋolwaajuwa;ŋolwaajuwa;laawala
u	u	Y	72	34	gumiiɾi;moobiju;moobijumoobiju;moobijumoobiju;maneeŋul
uu	uː	Y	4	3	wuuɟa;buuluɾ;buu;buuɾi
_	+	_	2	2	bu_ŋalaambiɾ;gaɻaaba_she
