Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		254	NULL	xuntuɲ;is̪qs̪;wiɾi;keɾa;s̪uɾi
$	NULL		293	NULL	xuntuɲ;is̪qs̪;wiɾi;keɾa;qhutu
a	a	A	236	128	keɾa;qχaɾ_witʼʃʼu;qχaɾ_witʼʃʼu;tax;ana_ʃuma
aa	aː	A	9	8	laawʃ;qaaʃʃa;paaʃ;laatʃi;thaa
^ts	ts	C	3	3	tsoq;tsxiɾi;tseeku
ts$	ts	C	2	2	tʃhixts;tʃhixts
^tsh	tsh/tsʰ	C	4	4	tshii_latu;tshix;tshii;tshii_qhaʂ
e	e	E	33	26	keɾa;khen;weʂla;ʃqheχpla;xex
ee	eː	E	2	2	tseeku;xeeku
x	x	G	74	47	xuntuɲ;tax;xaɾu;lxok;phuxʃ
χ	χ	G	19	13	qχaɾ_witʼʃʼu;qχaɾ_witʼʃʼu;tʃhaχpi;ʃqheχpla;χalʃ
χw	χw/χʷ	G	1	1	s̪eχwa
i	i	I	130	60	is̪qs̪;wiɾi;wiɾi;s̪uɾi;kʼiʃimiɾi
ii	iː	I	5	3	tshii_latu;tii;xiiʃ;tshii;tshii_qhaʂ
j	j	J	6	1	joqa;jatʃaʎa;lajʃ;qhuja;juxkkiʃ
k	k	K	52	26	keɾa;tuki;lxok;lukmaxtʃ;tikʃ
q	q	K	48	24	is̪qs̪;qχaɾ_witʼʃʼu;qχaɾ_witʼʃʼu;qoʃtan;tsoq
kh	kh/kʰ	K	3	3	nakhu;tikhu;ʂkhuxku
kk	kk/kː	K	1	1	juxkkiʃ
kʼ	kʼ	K	4	2	kʼiʃimiɾi;lokʼana;lokʼana;kʼiʎu
qh	qh/qʰ	K	3	3	paqhi;ʃqheχpla;tshii_qhaʂ
qʼ	qʼ	K	3	1	qʼoʃtu;qʼaɾa;maʃqʼa
^kh	kʰ	K	6	6	khen;khuɲi;khewa;kheʃi;khi
^qh	qʰ	K	7	7	qhutu;qhup;qhoɲi;qhaqi;qhuja
l	l	L	61	32	tshii_latu;weʂla;lxok;laɾama;lukmaxtʃ
ʎ	ʎ	L	21	15	ʎumpaqa;jatʃaʎa;ʎanu;phaxqaʎa;ʎatunka
m	m	M	38	14	kʼiʃimiɾi;ana_ʃuma;antʃa_ʃuma;laɾama;lukmaxtʃ
n	n	N	39	23	xuntuɲ;ana_ʃuma;antʃa_ʃuma;khen;qoʃtan
ɲ	ɲ	N	19	17	xuntuɲ;qhoɲi;khuɲi;ʃiɲi;is̪ɲi
p	p	P	42	20	qhup;tʃhaχpi;paqhi;thup;ana_puntutʃiʃ
pʼ	pʼ	P	2	2	ʃepʼa;lapʼiʂiʃ
^ph	pʰ	P	9	9	phutʃ;phuxʃ;phaʃi;phixs̪qa;phaxqaʎa
ɾ	ɾ	R	41	39	wiɾi;keɾa;s̪uɾi;kʼiʃimiɾi;qχaɾ_witʼʃʼu
ʂ	ʂ	S	11	3	weʂla;ʂqonʃ;ʂqeti;ʂetʃ;ʂkhuxku
ʃ	ʃ	S	79	16	kʼiʃimiɾi;ana_ʃuma;antʃa_ʃuma;qoʃtan;phuxʃ
s̪	s̪	S	17	2	is̪qs̪;is̪qs̪;s̪uɾi;kins̪aqalku;is̪ɲi
ʃʃ	ʃʃ/ʃː	S	1	1	qaaʃʃa
t	t	T	58	33	xuntuɲ;qhutu;tax;tuki;qoʃtan
th	th/tʰ	T	12	1	thup;thapʃ;thonʃ;thapi;thaa
tʃ	tʃ	T	40	14	antʃa_ʃuma;phutʃ;ana_puntutʃiʃ;xantʃi;lukmaxtʃ
tʃh	tʃh/tʃʰ	T	1	1	antʃhuk
^tʃh	tʃʰ	T	13	13	tʃhaχpi;tʃhixts;tʃhixts;tʃhiʃwi;tʃhixpi
tʼʃʼ	tʃʼ	T	6	3	qχaɾ_witʼʃʼu;qχaɾ_witʼʃʼu;tʼʃʼiʃ;tʼʃʼoxɲa;tʼʃʼuxu
o	o	U	45	41	qoʃtan;tsoq;lxok;thonʃ;qoʃi
oo	oː	U	2	2	noox;qootʃi
w	w	W	32	16	wiɾi;qχaɾ_witʼʃʼu;qχaɾ_witʼʃʼu;wiɾi;weʂla
u	u	Y	101	60	xuntuɲ;xuntuɲ;qhutu;qhutu;s̪uɾi
uu$	uː	Y	1	1	thuu
_	+	_	9	9	qχaɾ_witʼʃʼu;qχaɾ_witʼʃʼu;ana_ʃuma;antʃa_ʃuma;tshii_latu
kw	kw/k w	K W	3	3	tʃawkwa;tʃawkwa;tʃawkwa
