Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		152	NULL	kuo;ɣor;ekam;tɣus;esik
$	NULL		165	NULL	kuo;ɣor;ekam;tɣus;esik
a	a	A	67	40	ekam;laut;elat;katβu;kolkha
β	β	B	19	6	βɣum;βrik;katβu;βuut;βo
^βh	βʰ	B	2	2	βha;βha
e	e	E	52	36	ekam;esik;rkieŋ;ŋoeniŋ;elat
ɣ	ɣ	G	16	12	ɣor;tɣus;βɣum;loktiek_hori_orom_atɣiaŋ;pɣa
h	h	H	14	7	a_ktiek_hori_orom_a_korlotge;loktiek_hori_orom_atɣiaŋ;halla;hor;hok
i	i	I	59	48	esik;kim;βrik;rkieŋ;ŋoeniŋ
ɨ	ɨ	I	8	5	ɨndɨɨl;pɨs;rɨk;sβɨl;jɨ
ɨɨ	ɨː	I	1	1	ɨndɨɨl
^j	j	J	5	5	jor;ja;jɨ;joŋ;jɨn
g	g	K	1	1	a_ktiek_hori_orom_a_korlotge
k	k	K	68	20	kuo;ekam;esik;koŋsop;kim
kh	kh/kʰ	K	3	3	kolkha;βolkha;kolkha
^kh	kʰ	K	1	1	kha
l	l	L	38	19	laut;elat;ɨndɨɨl;lol;lol
ll	ll/lː	L	1	1	halla
m	m	M	40	13	ekam;βɣum;kim;pum;mem
^mh	mh/m̥	M	4	4	mhel;mhe;mhel;mhelom
^mm	mː	M	1	1	mmie
n	n	N	35	14	ŋoeniŋ;ɨndɨɨl;an;pendɔl;kmeneŋ
ŋ	ŋ	N	24	3	koŋsop;rkieŋ;ŋoeniŋ;ŋoeniŋ;ŋmir
nh	nh/n̥	N	4	1	nhar;nhar;kenho;nho
p	p	P	19	6	koŋsop;pum;poi;pɨs;pruo
pp	pp/pː	P	1	1	koppet
r	r	R	49	25	ɣor;βrik;rkieŋ;sir;pruo
rr	rr/rː	R	1	1	βorrek
s	s	S	20	2	tɣus;esik;koŋsop;pɨs;sir
d	d	T	3	2	ɨndɨɨl;pendɔl;dok
t	t	T	42	22	tɣus;laut;elat;katβu;eti
o	o	U	90	71	kuo;ɣor;koŋsop;koŋsop;ŋoeniŋ
ɔ	ɔ	U	1	1	pendɔl
u	u	Y	22	16	kuo;tɣus;βɣum;pum;laut
uu	uː	Y	1	1	βuut
_	+	_	29	29	a_ktiek_hori_orom_a_korlotge;a_ktiek_hori_orom_a_korlotge;a_ktiek_hori_orom_a_korlotge;a_ktiek_hori_orom_a_korlotge;a_ktiek_hori_orom_a_korlotge
