Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		224	NULL	nim;ni_ɾi;u;ʃaɾ;ip
$	NULL		245	NULL	nim;ni_ɾi;u;ʃaɾ;ip
a	a	A	110	42	ʃaɾ;axi;axi;ʃa;khitha
aa	aː	A	1	1	anaam
ts	ts	C	7	1	tsu_khut;nuts;itsi;tsu;tsit
e	e	E	36	15	te;eŋiɾ;eŋiɾ;muʃen;ʃeʃ
ee	eː	E	1	1	khiɾi_theen
x	x	G	14	7	axi;axi;xul;lux;thilxaɾ
i	i	I	91	52	nim;ni_ɾi;ni_ɾi;ip;khiʃip
ii	iː	I	1	1	ʃu_siik
^j	j	J	1	1	ja
k	k	K	43	10	tuk;iki;kal;kik;kik
kh	kh/kʰ	K	8	8	tsu_khut;akha;sikhi;thakha;tumukha
^kh	kʰ	K	15	15	khiʃip;khitha;khi;khaʃ;khu
l	l	L	34	8	xul;talpana;kal;ila;lux
m	m	M	35	14	nim;mu;muʃen;mu;mut
mm	mm/mː	M	2	2	limmu;ilimmu
n	n	N	39	9	nim;ni_ɾi;talpana;muʃen;nisik
ŋ	ŋ	N	17	5	eŋiɾ;eŋiɾ;naŋa;naŋ;ŋeʃthuk
p	p	P	24	9	ip;khiʃip;talpana;upuɾ;pit
^ph	pʰ	P	5	5	pheʃ;pha;pha;phax;pha
ɾ	ɾ	R	30	7	ni_ɾi;ʃaɾ;eŋiɾ;eŋiɾ;upuɾ
ɾɾ	ɾɾ/ɾː	R	1	1	numsaxaɾɾa
s	s	S	31	6	us;nisik;us;saxaɾ;suk
ʃ	ʃ	S	52	13	ʃaɾ;khiʃip;ʃa;muʃen;ʃeʃ
ss	ss/sː	S	2	2	ussu;ŋissu
t	t	T	42	10	te;tuk;talpana;tsu_khut;tuɾuna
th	th/tʰ	T	13	5	khitha;thilxaɾ;then;ŋeʃthuk;ŋeʃthuk
u	u	Y	111	57	u;xul;tuk;mu;us
_	+	_	11	11	ni_ɾi;tsu_khut;ʃe_tuɾ;ŋiʃ_tu;saŋ_ua_ʃup
