Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		247	NULL	kʼito;kʼonatuɾ;tʼosti;kʼelinaɾ;sokʼe
$	NULL		250	NULL	kʼito;kʼonatuɾ;tʼosti;kʼelinaɾ;sokʼe
a	a	A	225	178	kʼonatuɾ;kʼelinaɾ;hualtʃeɾ;tʼʃʼakʼtʼʃʼastuɾ;tʼʃʼakʼtʼʃʼastuɾ
aa	aː	A	6	6	laaɾi;haabu;kʼaaɾi;kʼaapiɾ;haalaɾ
^v	v	B	1	1	vaquit
e	e	E	46	35	kʼelinaɾ;sokʼe;sokʼe;hualtʃeɾ;bekʼnatuɾ
ee	eː	E	1	1	kʼees
h	h	H	28	6	hualtʃeɾ;haabu;honatuɾ;hautuɾ;hokʼoltuɾ
i	i	I	175	100	kʼito;tʼosti;kʼelinaɾ;tʼʃʼili;tʼʃʼili
j	j	J	20	14	ʃojo;hojɾi;kʼeleja;jeteʃalʃta;sulajie
k	k	K	4	1	ke;gkatʃi;kuna;kuna
q	q	K	1	1	vaquit
^g	g	K	1	1	gkatʃi
kʼ	kʼ	K	119	53	kʼito;kʼonatuɾ;kʼelinaɾ;sokʼe;sokʼe
^kh	kʰ	K	1	1	khin
kʼkʼ	k’ː	K	2	2	akʼkʼa;bakʼkʼa
l	l	L	60	42	kʼelinaɾ;tʼʃʼili;tʃokʼlo;hualtʃeɾ;latʼʃʼiɾ
m	m	M	31	20	muluɾ;molti;mokʼoɾ;lokʼma;holmtuɾ
mm	mm/mː	M	2	2	semma;hammatuɾ
n	n	N	77	62	kʼonatuɾ;kʼelinaɾ;nintʼʃʼikʼs;nintʼʃʼikʼs;kʼani
nn	nn/nː	N	4	4	kʼonni;kʼannai;kʼannau;kʼonniɾ
b	b	P	15	8	bekʼnatuɾ;haabu;besti;jebituɾ;kʼabatuɾ
p	p	P	68	37	kʼapuɾ;pʼuputuɾ;pauna;laptuɾ;paluntuɾ
pʼ	pʼ	P	7	3	pʼuputuɾ;ʃapʼin;sepʼi;pʼalama;sutʃta_pʼoja
ɾ	ɾ	R	102	21	kʼonatuɾ;kʼelinaɾ;hualtʃeɾ;tʼʃʼakʼtʼʃʼastuɾ;kʼapuɾ
s	s	S	47	9	tʼosti;sokʼe;sokʼe;tʼʃʼakʼtʼʃʼastuɾ;nintʼʃʼikʼs
ʃ	ʃ	S	9	3	ʃojo;ʃapʼin;jeteʃalʃta;jeteʃalʃta;ʃojajne
ss	ss/sː	S	3	3	mussuɾ;mossi;lassi
ʃʃ	ʃʃ/ʃː	S	1	1	iʃʃu
t	t	T	87	74	kʼito;kʼonatuɾ;tʼosti;tʼʃʼakʼtʼʃʼastuɾ;vaquit
th	th/tʰ	T	1	1	balthituɾ
tt	tt/tː	T	1	1	ittʃa
tʃ	tʃ	T	9	6	tʃokʼlo;hualtʃeɾ;kʼeintʃa;sutʃta_sema;tʃalpa
tʼ	tʼ	T	12	4	tʼosti;tʼanatuɾ;tʼanutakʼe;tʼaɾaɾ;tʼuɾi
tʃʃ	tʃʃ/tʃː	T	1	1	pintʃʃo
tʼʃʼ	tʃʼ	T	45	30	tʼʃʼili;tʼʃʼakʼtʼʃʼastuɾ;tʼʃʼakʼtʼʃʼastuɾ;nintʼʃʼikʼs;latʼʃʼiɾ
o	o	U	54	48	kʼito;kʼonatuɾ;tʼosti;sokʼe;sokʼe
oo	oː	U	3	2	kʼooli;hoopiɾ;tʼʃʼoo
u	u	Y	126	104	kʼonatuɾ;hualtʃeɾ;tʼʃʼakʼtʼʃʼastuɾ;kʼokʼu;vaquit
_	+	_	5	5	sutʃta_sema;likʼau_pauna;sutʃta_pʼoja;pahni_likʼau;pahni_likʼau
