Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		187	NULL	mɔ̃;t̪ei;sãʔããd̪ei;mããʔd̪a;mããʔd̪a
$	NULL		264	NULL	mɔ̃;kiɔt̪ɔ̃ʔ;khiɔgjɔ;t̪ei;sãʔããd̪ei
a	a	A	74	38	mããʔd̪a;mããʔd̪a;t̪houpʼga;kuat̪ou;sae
ã	ã	A	24	18	sãʔããd̪ei;pʼn̪ʔãʔmeii;mãn̪t̪s;ãn̪t̪haʔ;kʼãʔn̪d̪sapʼon̪jiɔ
aa	aː	A	19	15	saaʔpʼɔ̃n̪;saaʔba;t̪ʼaaʔd̪ei;t̪ʼaaʔga;aaʔpiɔ
ãã	ãː	A	15	12	sãʔããd̪ei;mããʔd̪a;mããʔd̪a;khããʔd̪ei;kããzõũn̪
e	e	E	63	46	t̪ei;sãʔããd̪ei;khããʔd̪ei;eid̪l̪;pʼoud̪l̪ei
ẽ	ẽ	E	21	14	t̪ʼẽĩʔm;zõũẽ;hẽĩʔm;t̪sẽĩhĩɔ̃;pʼɔ̃ẽ
h	h	H	18	7	hẽĩʔm;t̪sẽĩhĩɔ̃;ẽĩhaʔ;kjɔ̃ʔẽhɔɔʔd̪ei;hɔɔʔt̪sou
ʔ	ʔ	H	111	81	kiɔt̪ɔ̃ʔ;sãʔããd̪ei;mããʔd̪a;mããʔd̪a;saaʔpʼɔ̃n̪
i	i	I	89	62	kiɔt̪ɔ̃ʔ;khiɔgjɔ;t̪ei;sãʔããd̪ei;khããʔd̪ei
ĩ	ĩ	I	26	21	t̪ʼẽĩʔm;hẽĩʔm;t̪sẽĩhĩɔ̃;t̪sẽĩhĩɔ̃;jɔ̃t̪ʼsẽĩ
ii$	iː	I	1	1	pʼn̪ʔãʔmeii
j	j	J	51	46	khiɔgjɔ;khiɔjɔ;kʼougjɔp;khjɔɔʔgoup;jɔ̃t̪ʼsẽĩ
g	g	K	47	38	khiɔgjɔ;goum;t̪houpʼga;gõũmbɔ;kʼougjɔp
^k	k	K	14	14	kiɔt̪ɔ̃ʔ;kuat̪ou;kããzõũn̪;kiɔ;kout̪
kh	kh/kʰ	K	2	2	mããkhãʔn̪;guat̪ʼkhou
kʼ	kʼ	K	9	9	ɔɔʔkʼĩɔ̃ga;aaʔkʼã;beid̪l̪kʼae;eid̪l̪kʼiɔ;kapʼkʼougjɔ
^kh	kʰ	K	14	14	khiɔgjɔ;khããʔd̪ei;khiɔjɔ;khjɔɔʔgoup;khããn̪ãt̪ʼsapʼoujiɔ
^kʼ	kʼ	K	18	18	kʼõũ;kʼougjɔp;kʼiɔn̪hɔɔʔbɔ;kʼõũ;kʼiɔ
l̪	l̪	L	35	12	eid̪l̪;zõũn̪t̪hɔd̪l̪;pʼoud̪l̪ei;t̪ʼɔɔd̪l̪iɔ;t̪ʼeid̪l̪
m	m	M	28	10	mɔ̃;mããʔd̪a;mããʔd̪a;goum;gõũmbɔ
mh	mh/m̥	M	1	1	ãmhjũʔmd̪ei
n̪	n̪	N	36	17	saaʔpʼɔ̃n̪;zõũn̪t̪hɔd̪l̪;kããzõũn̪;mn̪ʔd̪ouʔ;pʼɔ̃n̪
n̪h	n̪h/n̪̥	N	2	2	kʼiɔn̪hɔɔʔbɔ;pẽĩn̪hɔɔʔd̪a
b	b	P	22	11	bout̪;gõũmbɔ;bout̪;t̪hɔt̪ʼbɔ;kʼiɔn̪hɔɔʔbɔ
p	p	P	24	2	kʼougjɔp;khjɔɔʔgoup;zeip;t̪ʼɔp;paʔ
ph	ph/pʰ	P	1	1	khʔouphãʔ
pʼ	pʼ	P	25	10	saaʔpʼɔ̃n̪;t̪houpʼga;pʼoud̪l̪ei;pʼɔ̃n̪;pʼn̪ʔãʔmeii
^ph	pʰ	P	8	8	pheit̪ʼɔ̃ʔ;phae;phaʔ;phaaʔsout̪;phiɔ
s	s	S	29	3	sãʔããd̪ei;saaʔpʼɔ̃n̪;sae;saaʔba;jɔ̃t̪ʼsẽĩ
z	z	S	9	1	zõũn̪t̪hɔd̪l̪;zeip;kããzõũn̪;zõũẽ;zeip
d̪	d̪	T	78	69	sãʔããd̪ei;mããʔd̪a;mããʔd̪a;khããʔd̪ei;d̪õũʔm
t̪	t̪	T	28	3	kiɔt̪ɔ̃ʔ;t̪ei;bout̪;bout̪;kuat̪ou
t̪h	t̪h/t̪ʰ	T	7	7	zõũn̪t̪hɔd̪l̪;ãn̪t̪haʔ;pʼeipʼt̪hɔ̃ẽ;it̪heid̪l̪bõũʔ;sat̪hd̪ei
t̪s	t̪s/ts̪	T	5	4	mãn̪t̪s;hɔɔʔt̪sou;zeipʼmãʔt̪sut̪;guet̪sou;sɔɔʔt̪soue
t̪ʼ	t̪ʼ	T	41	20	t̪hɔt̪ʼbɔ;t̪ʼẽĩʔm;t̪ʼɔɔd̪l̪iɔ;t̪ʼõũ;t̪ʼeid̪l̪
^t̪h	t̪ʰ	T	10	10	t̪houpʼga;t̪hɔt̪ʼbɔ;t̪hɔɔʔgjɔ;t̪hããʔd̪eisagjei;t̪haʔ
^t̪s	ts̪	T	14	14	t̪sẽĩhĩɔ̃;t̪sou;t̪sei;t̪sout̪ʼd̪a;t̪sa
t̪hs	t̪hs/ts̪ʰ	T	1	1	kat̪hsẽĩ
o	o	U	43	42	goum;bout̪;t̪houpʼga;bout̪;kuat̪ou
õ	õ	U	34	32	gõũmbɔ;d̪õũʔm;zõũn̪t̪hɔd̪l̪;kʼõũ;õũʔm
ɔ	ɔ	U	95	31	kiɔt̪ɔ̃ʔ;khiɔgjɔ;khiɔgjɔ;gõũmbɔ;khiɔjɔ
ɔɔ	ɔː	U	33	28	t̪ʼɔɔd̪l̪iɔ;khjɔɔʔgoup;kʼiɔn̪hɔɔʔbɔ;pɔɔʔt̪ʼɔ̃;ɔɔʔgaʔt̪
ɔ̃	ɔ̃	U	32	18	mɔ̃;kiɔt̪ɔ̃ʔ;saaʔpʼɔ̃n̪;pʼɔ̃n̪;ɔ̃
ɔ̃ɔ̃	ɔ̃	U	6	6	khjɔ̃ɔ̃_hĩʔɔ̃;pʼɔ̃ɔ̃ʔou;t̪ʼɔ̃ɔ̃ʔd̪ɔɔʔ;mɔ̃ɔ̃jĩɔ̃;t̪ʼɔ̃ɔ̃ʔgiɔ
u	u	Y	50	40	goum;bout̪;t̪houpʼga;bout̪;kuat̪ou
