Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		283	NULL	plaj;wos;naanokh;sʔawiik;qʼim̥aatʃh
$	NULL		300	NULL	plaj;wos;naanokh;sʔawiik;qʼim̥aatʃh
^kw$	kw/kʷ	K	1	1	kw
a	a	A	128	101	plaj;sʔawiik;alamn;alamn;nkha
aa	aː	A	46	38	naanokh;qʼim̥aatʃh;janaa;tʼʃʼhaaki;ʔaatii
e	e	E	55	51	weqh;weqh;qhnewtʼʃʼhi;tʃekle;tʃekle
ee	eː	E	27	23	qheemth;aqhjeethn;tʼʃʼholeekh;qʼaqhneek;keela
h	h	H	12	1	hoqhn;pah;hon;hee;hoqhn
ʔ	ʔ	H	67	35	sʔawiik;mʔetʼʃʼh;tʼʃʼhojiʔ;ʔoqhsoʔ;ʔoqhsoʔ
i	i	I	54	39	qʼim̥aatʃh;qʼojtʼʃʼhi;qhnewtʼʃʼhi;tʼʃʼhikʼ;tʼʃʼhojiʔ
ii	iː	I	8	3	sʔawiik;tʼaphsniiqh;ʔaatii;ʔaatii;woniip
j	j	J	44	24	plaj;qʼojtʼʃʼhi;lopj;janaa;aqhjeethn
j̊$	j̊	J	1	1	kʼoj̊
k	k	K	82	30	sʔawiik;atʼamsk;tʃekle;tʼʃʼhaaki;kepka
kh	kh/kʰ	K	25	8	naanokh;wkh;nkha;swokh;tʼʃʼholeekh
kʼ	kʼ	K	24	9	lkʼom;tʼʃʼhikʼ;tʃhkʼa;watʃh_aakʼ;nkhililkʼs
qh	qh/qʰ	K	22	11	weqh;weqh;aqhjeethn;mpʼoqhamn;tʼaphsniiqh
qʼ	qʼ	K	32	5	qʼim̥aatʃh;qʼojtʼʃʼhi;qhoqʼoo;tʼʃʼhiqʼ;sqʼen
^kh	kʰ	K	3	3	khjem;khal;kha
^qh	qʰ	K	11	11	qheemth;qhnewtʼʃʼhi;qhoqʼoo;qhaʍ;qhaph
l	l	L	75	37	plaj;lkʼom;lopj;alamn;tʃekle
ll	ll/lː	L	3	3	killiʔankh;palla;killiʔ
l̥	l̥	L	13	4	sthel̥pk;l̥an;l̥epʼ;sthel̥pk;l̥ooqʼ
m	m	M	33	12	lkʼom;qheemth;alamn;atʼamsk;moo
ʍ	ʍ	M	2	1	qhaʍ;sanaaʍawli
m̥	m̥	M	2	2	qʼim̥aatʃh;ʔam̥kʼa
n	n	N	79	41	naanokh;naanokh;qhnewtʼʃʼhi;alamn;nkha
n̥	n̥	N	5	1	thewnʔipʼ_anth_n̥aas;n̥atʃhqʼeeks;n̥aas;n̥aas;n̥atʃhkhsephth
p	p	P	34	14	plaj;lopj;pos;kepka;sthel̥pk
ph	ph/pʰ	P	15	7	tʼaphsniiqh;naphl;ntankhsephth;thonʔiph;nʔeph
pʼ	pʼ	P	10	2	mpʼoqhamn;pʼajss;pʼan;thewnʔipʼ_anth_n̥aas;l̥epʼ
^ph	pʰ	P	4	2	phetʃh;phsin;phsi;phtʼʃʼhooqʼ
^rr	rː	R	1	1	rrewkawʔs
s	s	S	92	5	wos;sʔawiik;atʼamsk;pos;swokh
ss$	ss/sː	S	2	1	pʼajss;seess
ʔs$	ʔs/ˀs	S	2	2	rrewkawʔs;l̥anʔs
t	t	T	40	19	ʔaatii;ntankhsephth;ʔaatii;stek;staa
th	th/tʰ	T	43	12	qheemth;aqhjeethn;sthel̥pk;wajth;ntankhsephth
tʼ	tʼ	T	11	2	atʼamsk;tʼaphsniiqh;wʔetʼ;tʼosooqh;tʼok
^tʃ	tʃ	T	1	1	tʃekle
tʃ$	tʃ	T	4	4	kotʃ;kotʃ;kotʃ;kotʃ
tʃh	tʃh/tʃʰ	T	22	11	qʼim̥aatʃh;swaqhtʃh;watʃh_aakʼ;momʔoowtʃh;phetʃh
^tʃh	tʃʰ	T	7	6	tʃhkʼa;tʃhoqʼ;tʃhikʼa;tʃh;tʃhloqʼ
tʼʃʼh	tʃ’ʰ	T	28	7	qʼojtʼʃʼhi;qhnewtʼʃʼhi;tʼʃʼhikʼ;mʔetʼʃʼh;tʼʃʼhojiʔ
tʃhtʃh	tʃhtʃh/tʃʰː	T	1	1	ʔetʃhtʃhoʔ
o	o	U	83	78	wos;naanokh;lkʼom;qʼojtʼʃʼhi;lopj
oo	oː	U	29	23	moo;qhoqʼoo;momʔoowtʃh;ʔewʔnoola;tʼʃʼhook
w	w	W	60	24	wos;sʔawiik;weqh;weqh;qhnewtʼʃʼhi
_	+	_	8	8	watʃh_aakʼ;thewnʔipʼ_anth_n̥aas;thewnʔipʼ_anth_n̥aas;thewnʔiph_ʔanth_laap;thewnʔiph_ʔanth_laap
j̊s$	j̊ s	J S	1	1	mʔaj̊s
