Grapheme	IPA	Frequency
^ɯ̃	ɯ̃	2
r	r	127
ɯ̃$	ɯ̃	5
^o	o	13
a	a	104
j	j	4
a$	a	133
^t	t	8
ẽ	ẽ	28
ã$	ã	49
^h	h	36
u	u	38
m	m	31
^k	k	36
ĩ	ĩ	15
ũ$	ũ	4
^a	a	14
n	n	11
i	i	49
ã	ã	68
ɯ	ɯ	29
^i	i	6
t	t	13
ɓ	ɓ	11
^e	e	6
k	k	26
ɟ	ɟ	8
^b	b	22
e$	e	26
^m	m	13
e	e	49
^n	n	11
ɗ	ɗ	14
^ã	ã	10
b	b	28
d	d	14
tʃ	tʃ	8
i$	i	21
^u	u	9
^ĩ	ĩ	3
s	s	15
^p	p	21
p	p	31
õ	õ	30
ɯ$	ɯ	12
o	o	38
o$	o	17
u$	u	17
^ɯ	ɯ	4
ɯ̃	ɯ̃	6
ũ	ũ	10
^z	z	20
^ɓ	ɓ	4
g	g	13
^o$	o	2
^d	d	10
^tʃ	tʃ	8
ĩ$	ĩ	8
^i$	i	2
^s	s	10
ẽ$	ẽ	4
w	w	10
^ɟ	ɟ	10
h	h	2
^õ	õ	11
^ẽ	ẽ	2
^ũ	ũ	3
_	+	13
^zh	zʰ	1
^nn$	nː	1
aa	aː	1
^e$	e	1
z	z	19
ʉ̃$	ʉ̃	1
^w	w	4
