Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		327	NULL	japaja;jɨnkasɨ;pəkən;aipe_nasɨn;atawən
$	NULL		327	NULL	japaja;jɨnkasɨ;pəkən;aipe_nasɨn;atawən
a	a	A	322	224	japaja;japaja;japaja;jɨnkasɨ;aipe_nasɨn
aa	aː	A	4	4	pun_jaaɾɨ;ataaɾɨʔka;sɨpaawə;waaɾu
e	e	E	165	89	aipe_nasɨn;wɨsɨpe;mpae;aɾjɨpɨpe;ije_pihpə
ə	ə	E	98	62	pəkən;pəkən;atawən;nəʔna;anətə
əə	əː	E	2	1	tukəənə;əəwa
h	h	H	50	46	ije_pihpə;tɨjɨke_ehke;jəhpə;tɨpuɾuke_ehke;tahse_ehke
ʔ	ʔ	H	56	47	nəʔna;jeʔɲe;tuʔɲe;meitʃuʔ;ɨpapeiʔma
i	i	I	87	68	aipe_nasɨn;ije_pihpə;ije_pihpə;meitʃuʔ;ɨpapeiʔma
ɨ	ɨ	I	95	78	jɨnkasɨ;jɨnkasɨ;aipe_nasɨn;wɨsɨpe;wɨsɨpe
ɨɨ	ɨː	I	5	5	pɨɨtʃa;ɨsɨɨwahta;sɨɨɾɨpe;asɨɨpe;sɨɨɾɨpe_ehke
j	j	J	126	63	japaja;japaja;jɨnkasɨ;japə;japə
k	k	K	207	156	jɨnkasɨ;pəkən;tukəənə;koɾjape;npək
m	m	M	54	40	mpae;meitʃuʔ;ɨpapeiʔma;mak;toʔmeik
n	n	N	205	100	jɨnkasɨ;pəkən;aipe_nasɨn;aipe_nasɨn;atawən
ɲ	ɲ	N	42	34	jeʔɲe;tuʔɲe;keʔɲato;asaʔnan_kiʔɲe;uwiɲa
p	p	P	127	99	japaja;pəkən;aipe_nasɨn;wɨsɨpe;japə
ɾ	ɾ	R	35	35	aɾjɨpɨpe;koɾjape;tɨpuɾuke;aɾje;pun_jaaɾɨ
s	s	S	50	38	jɨnkasɨ;aipe_nasɨn;wɨsɨpe;tosenpe;tahse_ehke
t	t	T	107	53	atawən;anətə;tukəənə;tosenpe;tunko
tʃ	tʃ	T	39	35	patʃe;meitʃuʔ;jatʃi;tʃɨtʃɨsɨkɨ;tʃɨtʃɨsɨkɨ
o	o	U	94	60	koɾjape;tosenpe;tunko;apok_ken;keʔɲato
oo	oː	U	2	2	nɨkoɾooman;eɲakatoome
w	w	W	47	26	atawən;wɨsɨpe;unwan;uwəpɨn;wataweikasa
u	u	Y	98	81	tukəənə;tunko;tuʔɲe;tɨpuɾuke;tɨpuɾuke
uu	uː	Y	1	1	tjuuna
_	+	_	81	81	aipe_nasɨn;ije_pihpə;tɨjɨke_ehke;apok_ken;pun_jaaɾɨ
kw	kw/k w	K W	2	2	jukwaipe;jukwaipe_ehke
