Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		305	NULL	tʃeʔeʋe;noijedjeʔ;nohno;tkiʔma;eɾehtum
$	NULL		322	NULL	tʃeʔeʋe;noijedjeʔ;nohno;tkiʔma;eɾehtum
a	a	A	177	121	tkiʔma;fʋakoi;hebakdje;kastkitki;əɲja
ã	ã	A	7	3	ãa;tdãɾã;tdãɾã;jã;mãjedjeʔ
aa	aː	A	4	4	saasa;haame;taaʃin;haatʃihki
f	f	B	12	4	fʋakoi;eefe;fen;feɾehkjei;fin
ts	ts	C	28	10	tatstʃe;tsinkatts;atsih;kətsis;tsih
e	e	E	139	91	tʃeʔeʋe;tʃeʔeʋe;tʃeʔeʋe;noijedjeʔ;noijedjeʔ
ə	ə	E	38	35	əɲja;əɲja;məɾehɾika;həkiʋe;bikəkis
ẽ	ẽ	E	3	2	majẽdjeʔ;joẽ;tsedjẽdjeʔ
ee	eː	E	2	1	eefe;neemaki
h	h	H	118	55	nohno;eɾehtum;hebakdje;məɾehɾika;ham_hemdsi
ʔ	ʔ	H	68	33	tʃeʔeʋe;noijedjeʔ;tkiʔma;ʃoʔpaʔ;ʃoʔpaʔ
ʔh	ʔh/ʔʰ	H	3	3	maʔhodje;khiʔho;maʔhe
i	i	I	233	149	noijedjeʔ;tkiʔma;fʋakoi;kastkitki;kastkitki
ĩ	ĩ	I	3	2	ĩhtsi;tĩdjeʔ;hatahjĩka
ɨ	ɨ	I	17	15	ʋɨsɨki;ʋɨsɨki;jɨka;ttʃijɨ;mɨdje_tomʔsi
^ii	iː	I	3	3	iits;iits;iits
j	j	J	100	83	noijedjeʔ;noijedjeʔ;hebakdje;əɲja;əɲja
j̃	j̃	J	1	1	ttʃeij̃aʔ
g	g	K	1	1	dgijaʔ
k	k	K	117	80	tkiʔma;fʋakoi;hebakdje;kastkitki;kastkitki
kh	kh/kʰ	K	3	3	kheɲkhaɲ;okhaɲ;jəkhiɲi
^kh	kʰ	K	6	6	kheɲkhaɲ;khanam;khiph;khin;khəɾi
m	m	M	68	23	tkiʔma;eɾehtum;tʃim;məɾehɾika;ham_hemdsi
n	n	N	47	24	noijedjeʔ;nohno;nohno;tsinkatts;njuʃnjos
ɲ	ɲ	N	36	17	əɲja;əɲja;kakaiɲ;hihoʔɲe;mətʃ_kaiɲ
nh	nh/n̥	N	1	1	həinhoi
b	b	P	23	15	hebakdje;teɾebutʃ;be;bikəkis;eɾubuje
p	p	P	18	6	ʃoʔpaʔ;puhje;pədai;paiɲ;patki
ph	ph/pʰ	P	4	3	khiph;iʃu_pheɲ;taphe;sapheʔ
^ph	pʰ	P	1	1	pheɲ
ɾ	ɾ	R	38	37	eɾehtum;məɾehɾika;məɾehɾika;teɾebutʃ;deɾsi
ɾh	ɾh/ɾ̥	R	2	2	feɾhki;hamfeɾhki
s	s	S	49	12	kastkitki;ham_hemdsi;deɾsi;bikəkis;tsinkatts
ʃ	ʃ	S	34	19	ʃoʔpaʔ;tʃeʃ;njuʃnjos;təekəeʃ;aʔttʃi
d	d	T	37	29	noijedjeʔ;hebakdje;ham_hemdsi;deɾsi;dgijaʔ
t	t	T	71	40	tkiʔma;eɾehtum;kastkitki;kastkitki;hemtki
th	th/tʰ	T	1	1	mointhã
tt	tt/tː	T	9	9	tsinkatts;aʔttʃi;muttʃ;mottʃatk;ttʃuttʃui
tʃ	tʃ	T	31	9	tʃeʔeʋe;tʃim;tatstʃe;teɾebutʃ;tʃeʃ
^tt	tː	T	6	6	ttʃikaksi;ttʃijɨ;ttʃeij̃aʔ;ttʃuttʃui;ttʃoi
o	o	U	67	56	noijedjeʔ;nohno;nohno;fʋakoi;ʃoʔpaʔ
õ	õ	U	7	4	hõtʃai;sõʔmeje;tʃõ;tʃõ;oɾoikohkõi
ʋ	ʋ	W	33	12	tʃeʔeʋe;fʋakoi;həkiʋe;ʋiti;ʋek
^w	w	W	1	1	watjeke
u	u	Y	53	44	eɾehtum;teɾebutʃ;muihja;kaɾauheʔ;puhje
_	+	_	15	15	ham_hemdsi;mətʃ_kaiɲ;jiɾitak_jiɾi_hiji;jiɾitak_jiɾi_hiji;mɨdje_tomʔsi
