Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		264	NULL	dɑmbɑ;ʃɜʔttii;bullo;kɑɑrɑje;tʃʔootʔo
$	NULL		263	NULL	dɑmbɑ;ʃɜʔttii;bullo;kɑɑrɑje;tʃʔootʔo
ɑ	ɑ	A	104	61	dɑmbɑ;dɑmbɑ;kɑɑrɑje;ɑkkɑɑtʃtʃo;mɑrikɑtʃtʃo
ɑɑ	ɑː	A	55	42	kɑɑrɑje;ɑkkɑɑtʃtʃo;mɑɑtʃʔo;ʃɑɑtʃʔtʃʔi;tʃʔɑɑmmi
e	e	E	38	11	kɑɑrɑje;nɑʔe;tɑɑne;ɑgɑne;kʔɜtte_mitʔo
ɘ	ɘ	E	3	3	tʃʔungɘtʔo;ʃɘgo;tʃʔɘkk_ɜtti
ɜ	ɜ	E	37	36	ʃɜʔttii;dɜggos;tʔɜno;tʔɜllo;kʔɜwɑ
ee	eː	E	9	8	eengo;tʃʔeenno;geenɑ;geenɑ;geeno
ɜɜ	ɜː	E	1	1	kɜɜdʒdʒo
h	h	H	32	20	hiro;hiro;dihi;hɑɑʃo;sɜho
ʔ	ʔ	H	119	113	ʃɜʔttii;tʃʔootʔo;tʃʔootʔo;okʔkʔo;okʔkʔo
i	i	I	147	75	hiro;hiro;itullo;mɑrikɑtʃtʃo;ʃɑɑtʃʔtʃʔi
ii	iː	I	19	16	ʃɜʔttii;ʃiimo;kiinɑ;giiʃi;biitti
j	j	J	24	13	kɑɑrɑje;mijɑ;jɑbɑro;jɜʔwudʒdʒo;jɜtʔtʔi
g	g	K	34	8	gubbo;gondo;oogo;eengo;guuppo
k	k	K	54	17	kɑɑrɑje;okʔkʔo;okʔkʔo;mɑrikɑtʃtʃo;kɑpʔo
gg	gː	K	4	4	dɜggos;puggi;bɑggi;mɑggi
kk	kk/kː	K	11	11	ɑkkɑɑtʃtʃo;ʃokkɑɑtʃtʃo;wokki;ikko;tʃʔɘkk_ɜtti
l	l	L	1	1	ɑʃilɑɑ_guttɑɑ
ll	ll/lː	L	6	6	bullo;itullo;tʔɜllo;tʔɜllɑmɑ;kʔɜllo
m	m	M	51	35	dɑmbɑ;mɑrikɑtʃtʃo;mɑɑtʃʔo;dɑmo;mitʃʔtʃʔi
mm	mm/mː	M	5	5	tʃʔɑɑmmi;immi;tʃʔɑmmo;tʔɑmmi;goommi
n	n	N	97	63	gondo;nɑʔo;eengo;tʔɜno;kiinɑ
nn	nn/nː	N	4	4	tʃʔeenno;kʔɑnno;kʔɜbinni;gɑbinni
b	b	P	25	16	dɑmbɑ;bullo;bɑggi;ɑɑbo;gɑbɑtʔo
p	p	P	7	6	kɑpʔo;puggi;ɑɑpʔo;ɑpʔɑɑpʔinɑ;ɑpʔɑɑpʔinɑ
bb	bː	P	9	9	gubbo;kʔɜbbi;nibbo;ʃɑɑbbi;tʔɜbbɑ
pp	pp/pː	P	4	4	guuppo;ɜppi;gɜppo;tippi
r	r	R	24	24	kɑɑrɑje;hiro;hiro;mɑrikɑtʃtʃo;ɑɑʃirɑ
ʃ	ʃ	S	40	18	ʃɜʔttii;ʃɑɑtʃʔtʃʔi;ʃɑɑwuʃo;ʃɑɑwuʃo;ʃiimo
^s	s	S	1	1	sɜho
s$	s	S	2	2	dɜggos;ɑkkis
ss	ss/sː	S	7	7	otissi;ussi;ɑbissiinɑ;hɜtʔtʔissi;tʔeessi
d	d	T	30	20	dɑmbɑ;gondo;dɜggos;dɑmo;dutʃʔtʃʔi
t	t	T	36	24	tʃʔootʔo;itullo;tʔɜno;tʔɜllo;otissi
dd	dː	T	4	4	ɑwuddo;dɑmbɑ_giddɑ;tʃʔuddi;bɜddi
dʒ	dʒ	T	1	1	gɜndʒɑ
tt	tt/tː	T	15	15	ʃɜʔttii;kʔutto;ʃimitto;biitti;kɜtti
tʃ	tʃ	T	39	26	tʃʔootʔo;mɑɑtʃʔo;ʃɑɑtʃʔtʃʔi;ʃɑɑtʃʔtʃʔi;tʃʔɑɑmmi
dʒdʒ	dʒː	T	6	6	jɜʔwudʒdʒo;kʔɑdʒdʒi;jiidʒdʒi;tʔodʒdʒo;tʃʔɑɑdʒdʒɑ
tʃtʃ	tʃtʃ/tʃː	T	14	14	ɑkkɑɑtʃtʃo;mɑrikɑtʃtʃo;ɑtʃtʃo;kɑtʃtʃi;ʃokkɑɑtʃtʃo
o	o	U	164	19	bullo;tʃʔootʔo;ɑkkɑɑtʃtʃo;hiro;hiro
oo	oː	U	12	10	tʃʔootʔo;oogo;doo;jootʃtʃo;noono
w	w	W	18	7	ʃɑɑwuʃo;kʔɜwɑ;wɑɑ;wɑɑmo;ʃɑwo
u	u	Y	25	24	bullo;itullo;gubbo;puggi;dutʃʔtʃʔi
uu	uː	Y	6	5	guuppo;ʃuukʔkʔi;uutʃtʃo;guudo;guutʃtʃo
_	+	_	20	20	dɑmbɑ_giddɑ;kʔɜtte_mitʔo;tʃʔɘkk_ɜtti;ɑʃilɑɑ_guttɑɑ;indi_ʔinde
