Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		254	NULL	narien;rau;mitier;kukku;kilan
$	NULL		248	NULL	narien;rau;mitier;kukku;kilan
a	a	A	260	171	narien;rau;kilan;kilan;ləta
f	f	B	5	2	fu;afərət;fok;ifif;ifif
e	e	E	30	22	narien;mitier;me;kobeŋ;menəburuan_ga_namurit
ə	ə	E	68	60	utərə;utərə;ibunəm;kirə;pəppək
i	i	I	131	77	narien;mitier;mitier;kilan;kilan
^y	y/j	J	1	1	yam
g	g	K	12	5	səgər;menəburuan_ga_namurit;guruma;giginanim;giginanim
k	k	K	73	20	kukku;kilan;kilan;kirə;pəppək
kk	kk/kː	K	12	12	kukku;kakkaliat;lekke;bakkarep;kəkkoŋ
l	l	L	43	29	kilan;kilan;ləta;məlonim;puppul
m	m	M	101	40	mitier;ibunəm;me;məlonim;məlonim
n	n	N	86	44	narien;narien;kilan;kilan;ibunəm
ŋ$	ŋ	N	7	7	todəŋ;kobeŋ;diŋ;uləŋ;kəkkoŋ
b	b	P	47	37	ibunəm;arabura;kobeŋ;oləbuan;alibə
p	p	P	56	13	pəppək;puppul;upau;para;kapuna
pp	pp/pː	P	14	13	pəppək;puppul;puppunes;pəppamn;pəppot
r	r	R	56	40	narien;rau;mitier;utərə;kirə
s	s	S	17	6	sisima;sisima;suam;səgər;puppunes
d	d	T	12	6	todəŋ;kuada;madin;diŋ;dak
t	t	T	44	10	mitier;utərə;ləta;todəŋ;karət
o	o	U	52	38	məlonim;todəŋ;kobeŋ;oləbuan;kulot
u	u	Y	92	71	rau;kukku;kukku;utərə;ibunəm
_	+	_	6	6	menəburuan_ga_namurit;menəburuan_ga_namurit;are_mani;menəburuan_ga_narain;menəburuan_ga_narain
