Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		321	NULL	bobo;miitsu;bobo;heŋak;kanna
$	NULL		340	NULL	bobo;miitsu;bobo;heŋak;kanna
a	a	A	312	264	heŋak;kanna;kanna;mseaŋ;tsamats
aa	aː	A	4	4	saadux;jaani;naqah_qtaan;maanu
ts	ts	C	28	6	miitsu;tsamats;tsamats;qbulits;tseŋa
^tsh	tsh/tsʰ	C	1	1	tshedin
e	e	E	101	91	heŋak;mseaŋ;rehaq;berah;tseŋa
ee	eː	E	3	3	beebu;keeman;seediq
x	x	G	19	4	mbtunux;qalux;maxal_kiŋan;qtsurux;snuunux
h	h	H	52	21	heŋak;qtahi;naqah;rehaq;berah
i	i	I	172	105	qtahi;qbulits;sijo;qbheni;qmijuts
ii	iː	I	3	2	miitsu;tsiida;nii
j	j	J	57	48	bukuj;bukuj;nbujas;sijo;qmijuts
g	g	K	24	20	baga;baga;mgkarats;wawa_baga;bege
k	k	K	53	29	heŋak;kanna;bukuj;bukuj;mijuk
q	q	K	111	70	qtahi;qbulits;naqah;rehaq;qbheni
kh	kh/kʰ	K	1	1	ini_khuŋul
kk	kk/kː	K	1	1	skkuuŋ
^qh	qʰ	K	1	1	qhuni
l	l	L	82	37	qbulits;qalux;ini_khuŋul;laqi_rseno;luqi
m	m	M	94	48	miitsu;mseaŋ;tsamats;mbtunux;toma
mm	mm/mː	M	4	4	smmalu;smmuhiŋ;qmmequn;tmmeriŋ
^mh	mh/m̥	M	8	8	mheŋak;mhuqil;mhulis;mhuŋul;mhuŋun
^mm	mː	M	2	2	mmsepats;mmteru
n	n	N	128	68	naqah;mbtunux;nbujas;qbheni;ini_khuŋul
ŋ	ŋ	N	52	25	heŋak;mseaŋ;tseŋa;mŋihur;ini_khuŋul
nn	nn/nː	N	1	1	kanna
^nh	nh/n̥	N	1	1	nhari
b	b	P	84	29	bobo;bobo;bobo;bobo;baga
p	p	P	42	19	paru;pujaq;mapa;mmsepats;puniq
bb	bː	P	2	2	mbbhege;kbberih
bh	bʰ	P	2	1	qbheni;bhege
^ph	pʰ	P	2	2	phepah;phuqil
r	r	R	88	65	rehaq;berah;paru;mŋihur;dara
s	s	S	82	10	mseaŋ;nbujas;sijo;laqi_rseno;sqama
d	d	T	39	32	ado;dara;mdeŋu;doriq;lŋedi
t	t	T	46	21	qtahi;mbtunux;toma;tmekan;truma
dh	dh/dʰ	T	2	2	mdheriq;sdheriq
tt	tt/tː	T	1	1	sttimu
^dh	dʰ	T	2	2	dheral;dheja
^th	th/tʰ	T	2	2	theja;thuwe
o	o	U	26	7	bobo;bobo;bobo;bobo;ado
w	w	W	26	9	wawa_baga;wawa_baga;hmuwa;waso;quwaq
u	u	Y	182	146	miitsu;qbulits;bukuj;bukuj;mbtunux
uu	uː	Y	7	7	buuts;skkuuŋ;snuunux;suupu;muudis
_	+	_	80	80	ini_khuŋul;laqi_rseno;maxal_kiŋan;wawa_baga;laqi_mqedil
