Grapheme	IPA	Frequency
^b	b	11
u	u	41
j	j	32
c	c	9
o	o	49
ʔ$	ʔ	42
^ʔ	ʔ	35
ɔ	ɔ	42
m$	m	10
^h	h	40
ũ	ũ	9
ʔ	ʔ	94
a	a	67
h$	h	58
^n	n	24
i	i	38
h	h	28
^t	t	54
ə	ə	25
ww	ww/wː	1
j$	j	25
ũ$	ũ	1
^j	j	14
^m	m	12
m	m	13
e	e	19
g	g	9
_	+	24
w$	w	10
p	p	18
^p	p	30
k$	k	15
p$	p	18
^k	k	12
t	t	21
ɨ	ɨ	47
k	k	7
g$	g	25
æ̃	æ̃	21
^g	g	13
ç$	ç	16
^ɟ	ɟ	14
a$	a	4
w	w	15
ɔ̃	ɔ̃	15
^c	c	21
æ	æ	34
d	d	16
d$	d	9
ŋ	ŋ	2
ɔ̃$	ɔ̃	3
t$	t	23
u$	u	11
n$	n	11
^d	d	23
^w	w	19
mh	mh/m̥	2
b$	b	12
ɟ	ɟ	3
ã	ã	28
ɨ$	ɨ	3
b	b	9
n	n	11
ɔ$	ɔ	7
i$	i	6
ŋ$	ŋ	2
jh	jh/j̊	1
o$	o	5
ɨ̃	ɨ̃	4
æ$	æ	3
^tʃ	tʃ	2
__	+	1
ɟ$	ɟ	3
dh	dh/dʰ	3
ĩ	ĩ	6
c$	c	1
hw	hw/hʷ	1
pw	p w	1
e$	e	1
nh	nh/n̥	4
