Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		289	NULL	teraw;emesa;esha;eɸena;romreg
$	NULL		289	NULL	teraw;emesa;esha;eɸena;romreg
a	a	A	195	52	teraw;emesa;esha;eɸena;marsa
ɸ	ɸ	B	62	48	eɸena;moɸur;oɸ;oɸuga;oɸ
e	e	E	221	126	teraw;emesa;emesa;esha;eɸena
ee	eː	E	1	1	neeki
h	h	H	29	23	rohog;ahta;oh_eɸena;oha;ahtuka
i	i	I	60	49	tesi;oskiki;oskiki;enira;detʃir
j	j	J	36	16	mow_oɸuj;osuj;mem_oɸuj;tʃijdʒa_ergom_okun;etejdʒa
g	g	K	57	44	romreg;edʒmeg;merga_owos;roga;rohog
k	k	K	73	59	oskur;kuk;kuk;oroketʃ;oskiki
m	m	M	107	26	emesa;romreg;marsa;etma;etma
mh	mh/m̥	M	1	1	omha
n	n	N	73	50	eɸena;enira;oɸorna;oh_eɸena;en
b	b	P	17	15	ebisa;ebi;ahabnina;ebir;eɸembedʒ
r	r	R	89	68	teraw;romreg;romreg;marsa;moɸur
s	s	S	85	49	emesa;marsa;oskur;merga_owos;tesi
sh	sh/sʰ	S	1	1	esha
d	d	T	37	33	odogeg;detʃir;mudag;oduj_ojɸ;edem
t	t	T	41	30	teraw;etma;etma;tesi;ahta
dʒ	dʒ	T	38	23	edʒmeg;oɸodʒ;motʃkedʒ;odʒgun;tʃijdʒa_ergom_okun
tʃ	tʃ	T	16	7	oroketʃ;motʃkedʒ;detʃir;tʃijdʒa_ergom_okun;etʃirɸa
tʃh	tʃh/tʃʰ	T	1	1	etʃha
o	o	U	196	118	romreg;moɸur;oskur;merga_owos;merga_owos
w	w	W	18	11	teraw;merga_owos;engaw;mow_oɸuj;mow
u	u	Y	73	68	moɸur;oskur;kuk;oɸuga;oku
_	+	_	43	43	merga_owos;oh_eɸena;mow_oɸuj;mem_oɸuj;tʃijdʒa_ergom_okun
