Grapheme	IPA	Frequency
^tʃ	tʃ	6
i	i	69
tʃ	tʃ	5
e	e	317
ɬ$	ɬ	15
^s	s	92
ii	iː	33
s	s	25
i$	i	9
^th	th/tʰ	17
xw$	xw/xʷ	12
^m	m	13
kʼw$	kʼ w	4
^tʼ	tʼ	6
æ	æ	48
tʼ	tʼ	5
j	j	59
qʼ$	qʼ	3
m	m	55
θ$	θ	12
^x	x	6
ææ	æː	38
js	j s	1
m$	m	43
l	l	83
w$	w	4
^ʃ	ʃ	7
xw	xw/xʷ	26
ɬ	ɬ	21
th	th/tʰ	48
l$	l	57
^o	o	3
qw	qw/qʷ	17
ç$	ç	3
^æ	æ	5
x$	x	9
^pʼ	pʼ	5
ɛ	ɛ	18
ws$	w s	7
^e	e	19
ɛ$	ɛ	13
^t	t	13
ɬʼ	ɬʼ	24
a	a	7
kʼw	kʼ w	9
s$	s	36
^j	j	8
w	w	26
ls$	l s	3
^ɬ	ɬ	9
oo	oː	45
th$	th/tʰ	29
^kʼw	kʼ w	8
ll	ll/lː	6
ph$	ph/pʰ	6
^ɛ	ɛ	3
ç	ç	7
^h	h	5
kw$	kw/kʷ	2
^l	l	12
çʼ	ç’	10
^qʼ	qʼ	7
x	x	16
^ç	ç	6
qʼ	qʼ	11
^ph	pʰ	4
t	t	31
θʼ$	θ’	3
^qh	qʰ	12
o	o	24
θʼ	θ’	11
^sw	s w	4
qh	qh/qʰ	18
ʔ	ʔ	19
qw$	qw/qʷ	7
oo$	oː	5
^kw	kw/kʷ	21
j$	j	9
θ	θ	8
^χ	χ	7
ɬʼ$	ɬʼ	4
ii$	iː	1
qʼw	qʼ w	6
ph	ph/pʰ	5
χ	χ	5
ʔ$	ʔ	1
^çʼ	ç’	6
mm	mm/mː	2
h	h	3
^ʔ	ʔ	2
p	p	2
_	+	7
q	q	2
qh$	qh/qʰ	1
^xw	xw/xʷ	7
^qʼw	qʼ w	2
pʼ	pʼ	8
^a	a	1
^χw	χʷ	2
e$	e	27
^qw	qw/qʷ	3
^ææ	æː	2
χw	χw/χʷ	2
qʼw$	qʼ w	1
χw$	χw/χʷ	2
uu	uː	2
o$	o	4
æ$	æ	4
kw	kw/kʷ	5
sw	s w	1
^tʼw	tʼ w	1
^θ	θ	3
qhs	qh/qʰ s	1
^w	w	2
kws$	kw/kʷ s	1
^ii	iː	1
^i	i	3
ʃ	ʃ	1
u	u	2
^oo	oː	2
^kws	kw/kʷ s	2
u$	u	1
xx	xx/xː	1
^ɬw	ɬ w	1
