Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		318	NULL	kəsma;tʃəknaʔtsu;xəsaʔka;sawa;mumu
$	NULL		318	NULL	kəsma;tʃəknaʔtsu;xəsaʔka;sawa;mumu
a	a	A	167	123	kəsma;tʃəknaʔtsu;xəsaʔka;xəsaʔka;sawa
ts	ts	C	65	23	tʃəknaʔtsu;jatsi;tsek;tseʔŋna;tsuxtsu
e	e	E	104	40	tsek;tseʔŋna;xeʔepəxkuj;xeʔepəxkuj;nemu
ə	ə	E	143	104	kəsma;tʃəknaʔtsu;xəsaʔka;kopən;ukaŋgəʔmək
x	x	G	88	35	xəsaʔka;xaxtʃuku;xaxtʃuku;kujxam;məxa
ʔ	ʔ	H	131	115	tʃəknaʔtsu;xəsaʔka;tuʔttskuj;kuʔjunaka;saʔsa
i	i	I	78	56	jatsi;wina;kiəʔsu;nəʔpin;wim
j	j	J	79	35	kujxam;tuʔttskuj;jatsi;kuʔjunaka;takaj
g	g	K	3	3	ukaŋgəʔmək;tungupjoʔk;əŋguexku
k	k	K	126	57	kəsma;tʃəknaʔtsu;xəsaʔka;kopən;xaxtʃuku
l	l	L	1	1	paloma
m	m	M	79	53	kəsma;mumu;mumu;kujxam;ukaŋgəʔmək
n	n	N	100	81	tʃəknaʔtsu;kopən;kuʔjunaka;wina;tseʔŋna
ŋ	ŋ	N	29	21	ukaŋgəʔmək;tseʔŋna;ɲəmaŋu;ɲimaʔŋəju;pəŋupə
ɲ	ɲ	N	11	6	ɲəmaŋu;ɲimaʔŋəju;ɲeʔkə;aŋɲapə;tujuɲajupə
b	b	P	4	4	neʔŋbak;sebo;wainbaktsaʔ;təmbux
p	p	P	68	35	kopən;paloma;nəʔpin;pak;kukpak
s	s	S	48	17	kəsma;xəsaʔka;sawa;tuʔttskuj;saʔsa
ʃ	ʃ	S	8	3	ʃuxu;uʃaʔŋ;makʃuʔj;xaʃosapə;ʃuʔkisu
d	d	T	2	2	tiŋdiŋ;xoŋdokoju
t	t	T	64	25	tuʔttskuj;takaj;təʔpsupə;tənu;tuwi
tt	tt/tː	T	1	1	tuʔttskuj
tʃ	tʃ	T	16	10	tʃəknaʔtsu;xaxtʃuku;tʃiks;tʃəxku;kəʔtʃus
o	o	U	84	64	kopən;paloma;kowaxupə;oʔna;tjoʔŋu
w	w	W	27	10	sawa;wina;wim;kowaxupə;tuwi
u	u	Y	167	98	tʃəknaʔtsu;mumu;mumu;xaxtʃuku;xaxtʃuku
kw	kw/k w	K W	2	2	kukwene;makwəstəxkaʔj
