Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		278	NULL	soŋo;laʈbo;tarasulu;ra;ercek
$	NULL		297	NULL	soŋo;laʈbo;tarasulu;ra;ercek
a	a	A	170	112	laʈbo;tarasulu;tarasulu;ra;ʈiiccɔwla
aa	aː	A	8	8	ɛrʈaaŋo;kaan;etcaame;xottaajmunijo;ɛraakaamu
f	f	B	5	3	forɔɔc;ɛlɛɛwfe;ɛlɛɛwfe;ifile;fooccow
c	c	C	48	28	ercek;cae;laca;cɛrel;buco
ç	ç	C	10	7	leiçar;etɛçe;çitane;çirotɛrkera;taiçom
ɟ	ɟ	C	18	4	ɟulu;iɟi;ɟillɔrɔ;ɟubu;ɟubu
cc	cː	C	4	4	ʈiiccɔwla;mixuccol;uccire;fooccow
e	e	E	159	62	ercek;ercek;cae;teɽtija;ʈhɛrphet
ɛ	ɛ	E	41	21	ɛrbala;ɛrbala;ʈhɛrphet;ɛtei;ɛborake
ee	eː	E	2	2	ʈowterbeec;totbeec
ɛɛ	ɛː	E	2	2	ɛlɛɛwfe;ɛlɛɛwfe
x	x	G	6	5	mixuccol;xottaajmunijo;muxuje;muxuje;muxuje
^h	h	H	1	1	hamɛ
i	i	I	145	96	biʈh;teɽtija;mixuccol;ebio;ieleŋ
ii	iː	I	2	2	ʈiiccɔwla;biip
j	j	J	15	14	teɽtija;ecaj;thikjoŋ;xottaajmunijo;xottaajmunijo
k	k	K	72	41	ercek;kotra;phɔrɔk;ɛborake;ekokhela
kh	kh/kʰ	K	16	16	utkhum;ekokhela;ebiʈkhe;thambikhir;tɛrlɔkho
kk	kk/kː	K	3	3	ekkaaka;elɛcokke;ekkaaɖum
^kh	kʰ	K	6	6	khidi;khir;khole;kheb;khirme
l	l	L	79	56	laʈbo;tarasulu;ʈiiccɔwla;ɖowlu;ɛrbala
ll	ll/lː	L	2	2	ɟillɔrɔ;uʈboiʈɖello
m	m	M	106	78	utkhum;tumbol;mixuccol;iɖirim;ermetɛi
n	n	N	25	19	nɔl;ino;elonetercek;ninoi;ninoi
ŋ	ŋ	N	27	12	soŋo;ieleŋ;ɛrʈaaŋo;ŋeʈ;ŋol
ɲ	ɲ	N	5	2	ɛtkaɲ;ɲɔrtɔ;çuɲebe;ɛkʈɛɲe;kaɲ
nn	nn/nː	N	2	2	conne;oʈɔnno
b	b	P	57	39	laʈbo;ɛrbala;ɛrbala;biʈh;tumbol
p	p	P	7	2	ercop;biip;ontoplo;iɖop;puŋcare
ph	ph/pʰ	P	14	14	ʈhɛrphet;emphil;epherɔpho;epherɔpho;karacpho
^ph	pʰ	P	4	4	phɔrɔk;phuŋ;phinil;phile
r	r	R	95	81	tarasulu;ra;ercek;ɛrbala;ɛrbala
ɽ	ɽ	R	1	1	teɽtija
s	s	S	13	9	soŋo;tarasulu;tarasulu;suke;soŋo
d	d	T	4	3	dem;khidi;irkhudoe;cajkhudi
t	t	T	80	49	tarasulu;utkhum;teɽtija;teɽtija;ʈhɛrphet
ɖ	ɖ	T	19	11	ɖowlu;iɖirim;iɖirim;uʈboiʈɖello;iʈhuɖe
ʈ	ʈ	T	40	30	laʈbo;ʈiiccɔwla;ecoʈɔe;ʈoʈa;ʈoʈa
th	th/tʰ	T	12	10	arathomo;thambikhir;ethomo;thikjoŋ;erthiu
tt	tt/tː	T	3	3	kottaral;xottaajmunijo;ettɛŋ
ʈh	ʈh/ʈʰ	T	13	12	biʈh;caeʈhile;iʈhuɖe;erkɔʈho;buʈho
ʈʈ	ʈʈ/ʈː	T	1	1	oʈʈɔek
^ʈh	ʈʰ	T	6	6	ʈhɛrphet;ʈhitɔbec;ʈhoekterphol;ʈhu;ʈhirbɛt
o	o	U	152	84	soŋo;soŋo;laʈbo;ɖowlu;kotra
ɔ	ɔ	U	62	52	ʈiiccɔwla;nɔl;phɔrɔk;phɔrɔk;ecoʈɔe
oo	oː	U	2	2	kootbe;fooccow
ɔɔ	ɔː	U	1	1	forɔɔc
w	w	W	8	7	ʈiiccɔwla;ɖowlu;ʈowterbeec;uwu;ɛlɛɛwfe
u	u	Y	117	87	tarasulu;tarasulu;ɖowlu;utkhum;utkhum
uu	uː	Y	1	1	ɖuukhe
^_	+	_	2	2	_ɔʈhotoaʈhuekaʈa;_ɔʈhotoaʈhuekaʈa
