Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		204	NULL	kolheɔb;umeõi;gikau;nho;kaao
$	NULL		212	NULL	umeõi;gikau;phaai;nho;kaao
a	a	A	47	46	gikau;kaiho;kaidde;kaʔiug;komeniaŋ
ã	ã	A	1	1	hẽãŋ
aa	aː	A	128	118	phaai;kaao;nɛphoaai;okaad;kaaʔeem
ãã	ãː	A	13	8	okhoãão;kohããt;hein_hããi;pĩ_ããi;xeaaidãão
ɸ	ɸ	B	7	4	heɸuoi;ɸiɟou;aakaaiɸɛ̃i;ɸuoiɟ;ɸeaau_gɦaau
c	c	C	18	9	ocuog;hecaag;cuou;ceog;calhoaag
ɟ	ɟ	C	18	11	khiɟaaj;kuiɟaag;lokuɟaai;ɟob;ɸiɟou
e	e	E	67	60	kolheɔb;umeõi;kaidde;heɸuoi;komeniaŋ
ɛ	ɛ	E	11	8	nɛphoaai;bɛtiaau;hecɛŋ;njɛŋ;gouduekhɛg
ẽ	ẽ	E	3	2	hẽãŋ;pẽaab;baatoẽ
ee	eː	E	3	1	kaaʔeem;eem;eem
ɛ̃	ɛ̃	E	3	3	tɛ̃j;aakaaiɸɛ̃i;tĩɛ̃u
^x	x	G	2	2	xeaaidãão;xiug
^ɣ	ɣ	G	1	1	ɣiɸiu
h	h	H	30	9	kaiho;heɸuoi;hũigimau;hẽãŋ;hecaag
ɦ	ɦ	H	3	3	heiagɦe;gɦiaau;ɸeaau_gɦaau
ʔ	ʔ	H	6	6	kaʔiug;kaaʔeem;aauʔe;kaaʔoõi;heʔugaao
i	i	I	120	62	umeõi;gikau;phaai;kaiho;kaidde
ĩ	ĩ	I	3	2	pĩ_ããi;tĩɛ̃u;ĩãão
j	j	J	12	3	kalhoj;kaajaab;kaajtaai;khiɟaaj;thugaaj
g	g	K	59	22	gikau;ocuog;kaʔiug;hũigimau;kaiug_kao
k	k	K	80	18	kolheɔb;gikau;kaao;kaiho;kaidde
kh	kh/kʰ	K	4	4	okhoãão;gouduekhɛg;gekhaaŋ;okheaag
kk	kk/kː	K	1	1	hekkao
^kh	kʰ	K	4	4	khiɟaaj;kheaai;khougaau;kheu
l	l	L	7	3	lokuɟaai;lahaai;heleun;lɔi;lau
lh	lh/l̥	L	3	3	kolheɔb;kalhoj;calhoaag
m	m	M	29	10	umeõi;komeniaŋ;kaaʔeem;hũigimau;badgam
^mh	mh/m̥	M	2	2	mhou;mheaaŋ
n	n	N	24	6	nɛphoaai;komeniaŋ;ŋuinaau;naaŋ;nuaam
ŋ	ŋ	N	23	7	komeniaŋ;hẽãŋ;ŋuinaau;naaŋ;nuŋaai
ɲ	ɲ	N	1	1	hiɲaao
nh	nh/n̥	N	7	6	nho;inhõ;ginhaau;tanhaai;tanhaai
p	p	P	7	3	pẽaab;kupeaauŋ;pĩ_ããi;kaapuaau;pein
^b	b	P	5	5	badgam;bɛtiaau;baataaiaag;bɛtuaau;baatoẽ
b$	b	P	10	10	kolheɔb;tiub;kaajaab;kaab;giob
ph	ph/pʰ	P	1	1	nɛphoaai
^ph	pʰ	P	5	5	phaai;phugaai;phoŋaau;phoaai;phiŋuaain
r	r	R	1	1	urio
d	d	T	16	10	okaad;badgam;uduaai;kaaduoi;cuoid
t	t	T	39	12	tiub;touoi;kaajtaai;tagai_to_hõ;tagai_to_hõ
dd	dː	T	1	1	kaidde
th	th/tʰ	T	2	1	thugaaj;mɛthou
o	o	U	105	81	kolheɔb;nho;kaao;ocuog;ocuog
õ	õ	U	8	4	umeõi;tagai_to_hõ;kaaʔoõi;eihõ;inhõ
ɔ	ɔ	U	11	3	kolheɔb;lɔi;okɔj;kokeɔ;kokeɔ
oo	oː	U	1	1	kaahooi
ɔ̃$	ɔ̃	U	1	1	iɔ̃
u	u	Y	125	77	umeõi;gikau;ocuog;heɸuoi;kaʔiug
ũ	ũ	Y	2	2	hũigimau;cũoi
_	+	_	9	9	kaiug_kao;tagai_to_hõ;tagai_to_hõ;meaaŋ_no_hoj;meaaŋ_no_hoj
