Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		327	NULL	iipɒβirɒ;uriri;re̞kuβirɒ;βiɒuɒro̞;βɒrɒ_rutu
$	NULL		327	NULL	iipɒβirɒ;uriri;re̞kuβirɒ;βiɒuɒro̞;βɒrɒ_rutu
β	β	B	183	134	iipɒβirɒ;re̞kuβirɒ;βiɒuɒro̞;βɒrɒ_rutu;kɒrɒβisi
e̞	e̞	E	101	62	re̞kuβirɒ;ɒɒkɒu_kɒre̞;βe̞ɒro̞_ke̞ke̞;βe̞ɒro̞_ke̞ke̞;βe̞ɒro̞_ke̞ke̞
e̞e̞	e̞ː	E	2	1	ge̞e̞si;re̞e̞
i	i	I	170	119	iipɒβirɒ;uriri;uriri;re̞kuβirɒ;βiɒuɒro̞
ii	iː	I	12	7	iipɒβirɒ;piiro̞o̞;iipɒβirɒ;ko̞pii_pie̞;iirui
g	g	K	33	18	gɒβutɒ;go̞ro̞βe̞uko̞;sisigɒrue̞;ugo̞ro̞;βɒgo̞to̞
k	k	K	122	78	re̞kuβirɒ;kɒrɒβisi;ɒɒkɒu_kɒre̞;ɒɒkɒu_kɒre̞;ko̞ɒ
ɒ	ɒ	O	367	208	iipɒβirɒ;iipɒβirɒ;re̞kuβirɒ;βiɒuɒro̞;βiɒuɒro̞
ɒɒ	ɒː	O	62	34	ɒɒkɒu_kɒre̞;kɒɒkɒu;kɒɒkɒsi;βɒɒo̞;ɒɒβiiko̞
p	p	P	107	62	iipɒβirɒ;tuupuu;pupiupi;pupiupi;pupiupi
r	r	R	177	148	iipɒβirɒ;uriri;uriri;re̞kuβirɒ;re̞kuβirɒ
s	s	S	39	32	kɒrɒβisi;siro̞βɒ;sɒre̞;re̞βɒsiβɒ;kɒsi
t	t	T	138	104	βɒrɒ_rutu;tɒβirɒuto̞;tɒβirɒuto̞;tɒβirɒuto̞;tɒβirɒuto̞
o̞	o̞	U	208	103	βiɒuɒro̞;tɒβirɒuto̞;tɒβirɒuto̞;ko̞ɒ;βe̞ɒro̞_ke̞ke̞
o̞o̞	o̞ː	U	9	4	ro̞ro̞o̞uɒ;piiro̞o̞;to̞o̞to̞o̞;to̞o̞to̞o̞;kuro̞o̞
u	u	Y	163	128	uriri;re̞kuβirɒ;βiɒuɒro̞;βɒrɒ_rutu;βɒrɒ_rutu
uu	uː	Y	9	6	tuupuu;tuupuu;uure̞o̞;kuuβɒ;puuβɒ
_	+	_	26	26	βɒrɒ_rutu;ɒɒkɒu_kɒre̞;βe̞ɒro̞_ke̞ke̞;ro̞ko̞βirɒ_rutu;βo̞βo̞u_βe̞rɒ
