Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		334	NULL	kohal;kartus;pærast;ɤhk;igayks
$	NULL		339	NULL	kohal;kartus;pærast;ɤhk;igayks
a	a	A	272	177	kohal;kartus;pærast;igayks;ʋiha
aa	aː	A	2	1	maapind;aasta
ts	ts	C	9	7	taguots;kitsas;seitse;suits;maitsma
e	e	E	172	118	sipelgas;selg;sest_et;sest_et;enne
æ	æ	E	22	22	pærast;kæsiʋars;kæsiʋars;pæeʋ;ʋæhe
ɤ	ɤ	E	29	27	ɤhk;kɤrʋal;pɤletama;ɤige;kɤʋer
ee	eː	E	14	11	peeretama;sees;mees;ʋanamees;teerada
ɤɤ	ɤː	E	1	1	rɤɤmus
h	h	H	37	26	kohal;ɤhk;ʋiha;tuhk;halb
i	i	I	112	78	igayks;ʋiha;sipelgas;kæsiʋars;kæsiʋars
ii	iː	I	6	6	kiire;ʋiis;siin;piim;liiʋ
j	j	J	22	14	aju;jahʋatama;roojama;jooma;jalg
^y	y/j	J	6	6	yksteist;yheksa;yks;ymmargune;ykskɤik
g	g	K	46	26	igayks;sipelgas;selg;taga;magu
k	k	K	85	11	kohal;kartus;ɤhk;igayks;kæsiʋars
kk	kk/kː	K	2	1	kukkuma;pikk
l	l	L	67	35	kohal;loom;sipelgas;selg;halb
ll	ll/lː	L	10	3	all;lill;hall;ʋɤibolla;millal
m	m	M	117	79	loom;magu;hammustama;must;puhuma
mm	mm/mː	M	5	5	hammustama;ymmargune;kymme;hammas;kakskymmend
n	n	N	88	65	lind;sinine;sinine;nyri;kont
nn	nn/nː	N	17	17	enne;ʋennatytar;ʋennatytar;ʋennatytar;ʋennatytar
b	b	P	8	6	halb;kibe;kærbes;ʋɤibolla;naba
p	p	P	53	16	pærast;sipelgas;puukoor;puhuma;poiss
pp$	pp/pː	P	1	1	tupp
r	r	R	70	38	kartus;pærast;kæsiʋars;kæsiʋars;puukoor
s	s	S	115	29	kartus;pærast;igayks;sipelgas;sipelgas
ss	ss/sː	S	2	1	poiss;nussima
d	d	T	37	24	lind;rind;kandma;maapind;lendama
t	t	T	88	47	kartus;pærast;tuhk;sest_et;sest_et
tt	tt/tː	T	1	1	mitte_midagi
o	o	U	41	35	kohal;kont;poiss;taguots;koer
ø	ø	U	1	1	køhima
oo	oː	U	13	13	loom;puukoor;roojama;jooma;pool
øø	øː	U	4	3	søøma;løøma;øø;nøør
ʋ	ʋ	W	78	16	ʋiha;kæsiʋars;kæsiʋars;kɤrʋal;ʋahele
u	u	Y	55	43	kartus;tuhk;ilus;magu;hammustama
y	y	Y	27	27	igayks;nyri;kylm;sygaʋ;tyhi
uu	uː	Y	14	10	puukoor;suur;juuksed;kuulma;kuum
yy	yː	Y	2	2	kyys;nyyd
_	+	_	12	12	sest_et;hingama_hingamine;mitte_midagi;ʋana_naine;ʋanem_ɤde
