Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		187	NULL	ken̪ai;mat̪eb;men̪o;kud̪ipro;s̪uampriŋ
$	NULL		195	NULL	ken̪ai;mat̪eb;men̪o;kud̪ipro;s̪uampriŋ
a	a	A	118	107	ken̪ai;mat̪eb;s̪uampriŋ;krapo;ŋgua
e	e	E	136	108	ken̪ai;mat̪eb;men̪o;min̪ie;t̪eŋgueiŋ
^h	h	H	8	8	hrao;hamboŋ;hn̪um;hn̪aŋ;hru
i	i	I	114	66	ken̪ai;kud̪ipro;s̪uampriŋ;min̪ie;min̪ie
ɨ	ɨ	I	32	6	iɨ;iakɨ;meɨ;t̪ɨm;s̪eɨ
ii	iː	I	4	2	ii;d̪rii;biiab;in̪iim
g	g	K	14	14	t̪eŋgueiŋ;ŋgua;ŋgɨŋ;iŋgiambu;d̪aŋgu
k	k	K	62	28	ken̪ai;kud̪ipro;krapo;ket̪i;d̪ekie
m	m	M	66	37	mat̪eb;men̪o;s̪uampriŋ;min̪ie;t̪emt̪en̪
ŋ	ŋ	N	45	12	s̪uampriŋ;t̪eŋgueiŋ;t̪eŋgueiŋ;ŋgua;kiŋ
n̪	n̪	N	82	55	ken̪ai;men̪o;min̪ie;t̪emt̪en̪;t̪en̪aŋ
n̪n̪	n̪n̪/n̪ː	N	2	2	kien̪en̪t̪akuap_kien̪en̪d̪i_n̪amuan̪n̪amuan̪;kien̪en̪t̪akuap_kien̪en̪d̪i_n̪amuan̪n̪amuan̪
b	b	P	42	12	mat̪eb;d̪arib;reb;mab;ba
p	p	P	21	10	kud̪ipro;s̪uampriŋ;krapo;pou;s̪ip
r	r	R	28	23	kud̪ipro;s̪uampriŋ;krapo;hrao;d̪arib
s̪	s̪	S	28	14	s̪uampriŋ;s̪ip;s̪eɨ;s̪kie;s̪uŋ
t	t	T	2	2	kien̪en̪en̪d̪i_mes̪i_n̪e_ten̪d̪u;kien̪en̪t̪akuap_kien̪en̪d̪i_ten̪d̪u
d̪	d̪	T	56	33	kud̪ipro;d̪ekie;d̪arib;d̪rii;d̪am
t̪	t̪	T	28	14	mat̪eb;t̪eŋgueiŋ;ket̪i;t̪emt̪en̪;t̪emt̪en̪
o	o	U	48	17	men̪o;kud̪ipro;krapo;pou;hrao
u	u	Y	54	32	kud̪ipro;s̪uampriŋ;t̪eŋgueiŋ;ŋgua;pou
uu	uː	Y	1	1	kauuo
_	+	_	19	19	kien̪en̪t̪akuap_kien̪en̪d̪i_n̪amuan̪n̪amuan̪;kien̪en̪t̪akuap_kien̪en̪d̪i_n̪amuan̪n̪amuan̪;kien̪en̪en̪d̪i_mes̪i_n̪e_ten̪d̪u;kien̪en̪en̪d̪i_mes̪i_n̪e_ten̪d̪u;kien̪en̪en̪d̪i_mes̪i_n̪e_ten̪d̪u
