Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		335	NULL	mæn;næχʔpɪdzuu;tχɒlææn;hæ;gæwdɪ
$	NULL		333	NULL	mæn;næχʔpɪdzuu;tχɒlææn;hæ;gæwdɪ
a$	a	A	1	1	dɛɛja
aa	aː	A	1	1	ɢɒtsɢaatsk
ts	ts	C	8	6	ɢætsqʼoldzæχ;tʼsʼuuʔts;kʼæwtsɪ;klæʔætsk;tʼsʼuuʔts
e	e	E	2	2	kʼjepdikʼjææk;æleskw
æ	æ	E	207	165	mæn;næχʔpɪdzuu;hæ;gæwdɪ;dzækʼwɯsk
ɛ	ɛ	E	23	22	wɛlɪ;ɬɛʔɪgn;lukʼæhgjɛt;ɬgumɛt;hædzɛjχ
ææ	æː	E	67	55	tχɒlææn;mææs;gææχ;bææsk;gwɪsgwææsk
ɛɛ	ɛː	E	10	5	ʔwɪɪlɛɛks;ɪɬɛɛ;wɛɛl;gɛɛ;ɛɛpn
χ	χ	G	46	14	næχʔpɪdzuu;tχɒlææn;ɢætsqʼoldzæχ;hætʼɒχk;ɢɔɔχ
x$	x	G	1	1	mɒsx
xh	xh/xʰ	G	1	1	ɢɒxhɔɔ
h	h	H	38	11	hæ;hætʼɒχk;hɔjæχ;wɪhææwtk;sæh
ʔ	ʔ	H	77	71	næχʔpɪdzuu;gælʔɔɔs;nʔæstʼɔɔks;tʼsʼuuʔts;ɬɛʔɪgn
^ʔw	ʔʷ	H	2	2	ʔwɪɪlɛɛks;ʔwææn
i	i	I	5	4	kʼjepdikʼjææk;æʔædzik;kʼjɛpdi;gupʼlwilkʼjɛp;æwil_gɔɔ
ɪ	ɪ	I	69	56	næχʔpɪdzuu;gæwdɪ;ɬuuntɪ;æwɪl;tkjɪ
ɯ	ɯ	I	7	6	dzækʼwɯsk;wɯngæws;pʼææsɯ;mɯdzægælɛ;ɬgwɯsgɯɯ
ɪɪ	ɪː	I	24	20	ædæbɪɪs;ʔwɪɪlɛɛks;dzɪɪblk;lɪɪ;gjɪɪk
ɯɯ	ɯː	I	9	6	gɯɯnæks;ɬgwɯsgɯɯ;jɯɯ;nʔɯɯju;lɪsgɯɯ
j	j	J	69	58	tʼmgæj;tʼmgæj;tkjɪ;kʼæj;sæjp
g	g	K	103	63	gæwdɪ;tʼmgæj;tʼmgæj;gɔɔm;gælʔɔɔs
k	k	K	87	14	dzækʼwɯsk;hætʼɒχk;tkjɪ;nʔæstʼɔɔks;ʔwɪɪlɛɛks
ɢ	ɢ	K	15	1	ɢætsqʼoldzæχ;ɢɔɔχ;ɢɒsχ;ɢæjæk;ɢɒntʼɔʔɔsk
kʼ	kʼ	K	25	7	dzækʼwɯsk;ækʼɔɔ;ækʼɔm;kʼæj;kʼɬɪkʼægun
q$	q	K	1	1	bɒq
qʼ	qʼ	K	4	1	ɢætsqʼoldzæχ;qʼɔɔlɒχ;qʼɒmtʼsʼn;qʼɔɔl
kw$	kw/kʷ	K	2	2	tʼsʼæskw;æleskw
l	l	L	67	35	tχɒlææn;ɢætsqʼoldzæχ;æwɪl;gælʔɔɔs;lɒχbæ
ɬ	ɬ	L	79	17	ɬuuntɪ;ɪɬɛɛ;ksɪnææɬ;ɬɛʔɪgn;kʼɬɪkʼægun
lh	lh/l̥	L	1	1	hægwɪlhuu
m	m	M	63	33	mæn;tʼmgæj;tʼmgæj;gɔɔm;mææs
mh	mh/m̥	M	3	3	ɬguɬgmhænæʔæ;ɬguɬgmhænæʔæ;ɬguɬgmhænæʔæ
^mm	mː	M	1	1	mmɔ
n	n	N	104	49	mæn;næχʔpɪdzuu;tχɒlææn;ɬuuntɪ;nʔæstʼɔɔks
ɒ	ɒ	O	42	40	tχɒlææn;hætʼɒχk;lɒχbæ;ɢɒsχ;qʼɔɔlɒχ
b	b	P	23	15	ædæbɪɪs;lɒχbæ;bææsk;dzɪɪblk;bæχjææ
p	p	P	36	13	næχʔpɪdzuu;sæjp;ɬæp;juup;læχjuup
pʼ	pʼ	P	7	4	spʼɒm;pʼææsɯ;pʼæs;pʼɪjææn;lɔɔpʼɪs
s	s	S	108	23	dzækʼwɯsk;mææs;ædæbɪɪs;gælʔɔɔs;nʔæstʼɔɔks
z	z	S	17	16	næχʔpɪdzuu;dzækʼwɯsk;ɢætsqʼoldzæχ;dzɪɪblk;nægædzæw
d	d	T	59	32	næχʔpɪdzuu;gæwdɪ;dzækʼwɯsk;ɢætsqʼoldzæχ;ædæbɪɪs
t	t	T	43	20	tχɒlææn;ɬuuntɪ;tkjɪ;gwætk;wɪhææwtk
