Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		269	NULL	mona;mona;kanoositʃ;itʃiŋkoɾo;tʃiʃi
$	NULL		267	NULL	mona;mona;kanoositʃ;itʃiŋkoɾo;tʃiʃi
a	a	A	313	219	mona;mona;kanoositʃ;poʂatʃi;jootaɾiita
aa	aː	A	89	89	kapoʈʂomaama;koɾaasi;tapoossamaama;kanoosamaama;koɾamaama
f	f	B	1	1	kamopʃfmaama
c	c	C	1	1	kaciʂa
ts	ts	C	27	18	tsapooʃo;kantsiaɾpi;notsitʃ;tsipaamaama;tsaɾona
ʈʂ	ʈʂ	C	5	4	kapoʈʂomaama;koʈʂinamaama;moʈʂaʈʂa;moʈʂaʈʂa;ʈʂaŋkitama
i	i	I	274	131	kanoositʃ;itʃiŋkoɾo;itʃiŋkoɾo;tʃiʃi;tʃiʃi
ii	iː	I	15	14	jootaɾiita;koʃiiʃimono;wiiɾi;iisi;watsiɾiita
j	j	J	27	20	jootaɾiita;jamamaama;pojimpo;wajaŋktʃi;tootʃip_matajaɾo
k	k	K	92	36	kanoositʃ;itʃiŋkoɾo;kooʃitʃ;koɾotanaʂi;koʃiiʃimono
l$	l	L	2	2	apaaɾl;apaaɾl
m	m	M	155	122	mona;mona;koʃiiʃimono;kapoʈʂomaama;kapoʈʂomaama
n	n	N	99	88	mona;mona;kanoositʃ;koɾotanaʂi;koʃiiʃimono
ŋ	ŋ	N	23	23	itʃiŋkoɾo;noŋki;kapoŋko;nantaɾaŋkitʃ;katoŋkomaama
p	p	P	90	67	poʂatʃi;tsapooʃo;kapoŋko;kapoʈʂomaama;kapʂi
ɾ	ɾ	R	102	101	itʃiŋkoɾo;jootaɾiita;koɾotanaʂi;siɾoota;tintiɾantʃitʃ
s	s	S	30	18	kanoositʃ;siɾoota;koɾaasi;kanoosamaama;kotsas_minam_matajaɾo
ʂ	ʂ	S	62	39	poʂatʃi;koɾotanaʂi;kapʂi;mʂia;kaciʂa
ʃ	ʃ	S	19	11	tʃiʃi;kooʃitʃ;koʃiiʃimono;koʃiiʃimono;tsapooʃo
ss	ss/sː	S	2	2	tapoossamaama;nassitʃ
t	t	T	64	42	jootaɾiita;jootaɾiita;koɾotanaʂi;siɾoota;tintiɾantʃitʃ
tʃ	tʃ	T	108	69	kanoositʃ;itʃiŋkoɾo;tʃiʃi;poʂatʃi;kooʃitʃ
o	o	U	139	96	mona;mona;itʃiŋkoɾo;itʃiŋkoɾo;poʂatʃi
oo	oː	U	21	21	kanoositʃ;kooʃitʃ;jootaɾiita;siɾoota;tsapooʃo
w	w	W	51	24	kawampana;wajaŋktʃi;kowitʃ;kowiʂ_ptʃiaɾo;kawampana
_	+	_	13	13	tootʃip_matajaɾo;kotsas_minam_matajaɾo;kotsas_minam_matajaɾo;kowiʂ_ptʃiaɾo;maŋkitʃ_kama
