Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		333	NULL	ɑt̪i;iiχim;ʔɑi;iix_kɑp_t̪ɑʃo;ɑχpχ
$	NULL		330	NULL	ɑt̪i;iiχim;ʔɑi;iix_kɑp_t̪ɑʃo;ɑχpχ
^ɛɛ$	ɛː	E	1	1	ɛɛ
ɑ	ɑ	A	240	138	ɑt̪i;ʔɑi;iix_kɑp_t̪ɑʃo;iix_kɑp_t̪ɑʃo;ɑχpχ
ɑɑ	ɑː	A	63	26	ɑɑ_kiʔ;ɑɑkp;ɑɑkox;ɑɑʃi;pɑɑisχ
ɸ	ɸ	B	5	1	ɑɑɸʃχ;ɑɸɬk;ɑɸʃχ;ɑɑɸ;ɸit̪
C	C/c	C	2	1	Cii;ɑCɑ
æ	æ	E	19	8	ʔæʔæ_inɑiɬ;ʔæʔæ_inɑiɬ;xoænæ;xoænæ;ækæ
ææ	æː	E	11	6	konææ;ɑmt̪_it̪ææn;ææxim;ææxim;ʔææɬ
ɛ$	ɛ	E	4	4	hɛ;hɛ;koomɛ;koomɛ
x	x	G	66	16	iix_kɑp_t̪ɑʃo;koot̪ɑx;pokx;ɑɑkox;kɑχxox
χ	χ	G	57	30	iiχim;ɑχpχ;ɑχpχ;ʃiiχ_kkɑm;kɑχxox
xw	xw/xʷ	G	2	1	oɑt̪xw;ʃimxwk
χw	χw/χʷ	G	5	2	ɑχw;jɑpχwt̪;ʃooχwk;isχw;omt̪χw
ʔ	ʔ	H	83	39	ʔɑi;ʔɑnt̪_imɑk;ʔæʔæ_inɑiɬ;ʔæʔæ_inɑiɬ;ɑɑ_kiʔ
^h	h	H	5	5	hɑʃ_jɑʃp_oo_kwokih;hɑɑ;hɑɑ;hɛ;hɛ
h$	h	H	1	1	hɑʃ_jɑʃp_oo_kwokih
i	i	I	114	76	ɑt̪i;iiχim;ʔɑi;ʔɑnt̪_imɑk;ʔæʔæ_inɑiɬ
ii	iː	I	56	32	iiχim;iix_kɑp_t̪ɑʃo;ʃiiχ_kkɑm;miipɬɑ;ɑʃiim
j	j	J	13	3	jɑniikp;ɑno_jɑʔit̪;jɑiɬ;jɑpχwt̪;hɑʃ_jɑʃp_oo_kwokih
k	k	K	133	54	iix_kɑp_t̪ɑʃo;koot̪ɑx;ʔɑnt̪_imɑk;pokx;ɑɑ_kiʔ
kk	kk/kː	K	1	1	ʃiiχ_kkɑm
kw$	kw/kʷ	K	3	3	nokw;ɑkw;ipkw
ɬ	ɬ	L	40	13	ɑnoɬ;ɑnoɬ;miipɬɑ;ʔæʔæ_inɑiɬ;oopoɬ
m	m	M	90	50	iiχim;ʃiiχ_kkɑm;ʔɑnt̪_imɑk;miipɬɑ;ɑʃiim
n	n	N	43	34	ɑnoɬ;ɑnoɬ;ʔɑnt̪_imɑk;ʔæʔæ_inɑiɬ;jɑniikp
p	p	P	69	45	iix_kɑp_t̪ɑʃo;ɑχpχ;pokx;miipɬɑ;jɑniikp
s	s	S	39	32	ɑsox;ʃiiχ_kisiiɬ;iisɑχ;pɑɑisχ;ɑsi
ʃ	ʃ	S	72	23	iix_kɑp_t̪ɑʃo;ʃiiχ_kkɑm;ɑʃiim;ʃiik;ʃiiχ_kisiiɬ
t	t	T	2	1	mɑtiʃ;tikɑx
tʃ	tʃ	T	1	1	komtʃo
t̪	t̪	T	101	48	ɑt̪i;iix_kɑp_t̪ɑʃo;koot̪ɑx;ʔɑnt̪_imɑk;ɑno_jɑʔit̪
o	o	U	78	60	iix_kɑp_t̪ɑʃo;ɑnoɬ;ɑnoɬ;pokx;ɑno_jɑʔit̪
oo	oː	U	26	15	koot̪ɑx;oopoɬ;ɬit̪nooʃ;ooʔɑ;oopoɬ
_	+	_	45	45	iix_kɑp_t̪ɑʃo;iix_kɑp_t̪ɑʃo;ʃiiχ_kkɑm;ʔɑnt̪_imɑk;ʔæʔæ_inɑiɬ
kws	kw/kʷ s	K S	1	1	ɑkwsχɑx
kw	kw/k w	K W	1	1	hɑʃ_jɑʃp_oo_kwokih
