Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
dʒ	dʒ	T	8	3	dʒeʃe;koʃ_dʒwa_mo;aphphor_dʒee;dʒithi;dʒantan
d̪	d̪	T	18	5	d̪isd̪is;d̪isd̪is;d̪urumiɗ;d̪orot̪ad̪orot̪ʼ;d̪orot̪ad̪orot̪ʼ
th	th/tʰ	T	9	6	kuth;dʒithi;thapurathapur;thapurathapur;thukʼ
tʃ	tʃ	T	8	5	tʃaatʃa;tʃaatʃa;tʃet̪hi_pʼen;tʃam;d̪an_tʃom
t̪	t̪	T	8	3	t̪us;t̪i;t̪uphat̪ʼuph;d̪orot̪ad̪orot̪ʼ;wat̪i
tʃh	tʃh/tʃʰ	T	11	10	tʃhawtʃhaw;seretʃh;kutʃhur;utʃhi;utʃhi
tʃʼ	tʃʼ	T	6	4	wotʃʼ;atʃʼiŋgwat̪h;ki_tʃʼekʼ;atʃʼinɓomi;kowa_tʃʼisaŋ
t̪h	t̪h/t̪ʰ	T	2	1	atʃʼiŋgwat̪h;tʃet̪hi_pʼen
t̪ʼ	t̪ʼ	T	8	3	t̪uphat̪ʼuph;d̪orot̪ad̪orot̪ʼ;khut̪ʼ;di_bwa_t̪ʼ;phet̪ʼ
^tʃh	tʃʰ	T	5	5	tʃhawtʃhaw;tʃhe;tʃhiththaan;tʃhiththaan;tʃhaɓki_goɗgoɗ
thth	tʰː	T	2	2	tʃhiththaan;tʃhiththaan
o	o	U	73	56	kho;tombwaaʃo;tombwaaʃo;apho;ajiʔo
oo	oː	U	1	1	kulum_gwoo_bwa
w	w	W	37	4	war;tombwaaʃo;wotʃʼ;ʃwa;tʃhawtʃhaw
u	u	Y	76	58	t̪us;ka_guʃ;ki_guph;buʃ;ijanguɓ
uu	uː	Y	1	1	ouuwa
_	+	_	67	67	ka_guʃ;ki_guph;tʃet̪hi_pʼen;mumeɗ_pe_su;mumeɗ_pe_su
gw	gw/g w	K W	6	4	atʃʼiŋgwat̪h;agwaphi;gwaɗagwaɗ;gwaɗagwaɗ;kulum_gwoo_bwa
^kw	kw/k w	K W	2	2	kwara;kwaskam
^khw	khw/kʰ w	K W	2	2	khwalaɲ;khwasiɲoama
tʼw	tʼ w	T W	1	1	tetʼwa
