Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		232	NULL	mis;war;tombwaaʃo;piɲ;apho
$	NULL		254	NULL	mis;kho;war;tombwaaʃo;piɲ
a	a	A	223	136	war;apho;ajiʔo;ka_guʃ;ijanguɓ
aa	aː	A	7	6	tombwaaʃo;tʃaatʃa;kaaka;haɓaahaɓu;tʃhiththaan
e	e	E	64	51	tetʼwa;pen;tʃet̪hi_pʼen;tʃet̪hi_pʼen;khure
ee	eː	E	3	1	gus_mo_ee_mis;appee;aphphor_dʒee
h	h	H	11	9	kah;mahan;aha;kupha_duhal;haɓaahaɓu
ʔ	ʔ	H	13	6	ajiʔo;kʼumeɗ_i_pe_ɗeʔ;ɗeʔ;meʔ_da_bim_poros;muteɗ_pe_suʔ
i	i	I	102	67	mis;piɲ;ajiʔo;ki_guph;ijanguɓ
ii	iː	I	11	5	ʃiin;mii;nnii;aiijam_pem;aiijam_pem
j	j	J	19	13	ajiʔo;ijanguɓ;ajoro;jer;bwaj
g	g	K	11	8	ka_guʃ;ki_guph;ijanguɓ;gus_mo_ee_mis;guɓ
k	k	K	52	31	ka_guʃ;ki_guph;kah;kuth;kol
kh	kh/kʰ	K	11	5	arakh;tukh;tikh;wakhki;ka_khut̪ʼ_is
kʼ	kʼ	K	10	1	kʼumeɗ_i_pe_ɗeʔ;ʃokʼ;ki_tʃʼekʼ;kʼumeɗ;aʃokʼ_doroɗ
^kh	kʰ	K	5	5	kho;khure;khut̪ʼ;khas;khal
l	l	L	21	13	ŋal;kol;tekelatekel;tekelatekel;adulaŋ
m	m	M	80	28	mis;tombwaaʃo;asima;mu;d̪urumiɗ
mm	mm/mː	M	1	1	jiɗeŋ_kumma
n	n	N	38	17	ijanguɓ;ʃiin;pen;tʃet̪hi_pʼen;ʃuman
ŋ	ŋ	N	17	7	atʃʼiŋgwat̪h;ŋal;adulaŋ;doŋon;ŋalkum
ɲ	ɲ	N	9	4	piɲ;piɲa_e;khwalaɲ;khwasiɲoama;ɲut̪aɲut̪ʼ
^nn	nː	N	1	1	nnii
b	b	P	26	9	tombwaaʃo;buʃ;abas;di_bwa_t̪ʼ;boraɓor
p	p	P	22	14	piɲ;pen;mumeɗ_pe_su;kʼumeɗ_i_pe_ɗeʔ;piɲa_e
ɓ	ɓ	P	12	7	ijanguɓ;atʃʼinɓomi;boraɓor;biriʃaɓiriʃ;guɓ
ph	ph/pʰ	P	10	8	apho;ki_guph;t̪uphat̪ʼuph;t̪uphat̪ʼuph;agwaphi
pp	pp/pː	P	1	1	appee
pʼ	pʼ	P	2	2	tʃet̪hi_pʼen;ko_pʼen
^ph	pʰ	P	7	7	phi;phi;phara_pho;phe;phet̪ʼ
phph	phph/pʰː	P	1	1	aphphor_dʒee
r	r	R	37	26	war;arakh;khure;d̪urumiɗ;d̪orot̪ad̪orot̪ʼ
s	s	S	37	17	mis;t̪us;d̪isd̪is;d̪isd̪is;abas
ʃ	ʃ	S	38	18	tombwaaʃo;ka_guʃ;buʃ;ʃiin;ʃwa
d	d	T	17	9	di_bwa_t̪ʼ;adulaŋ;doŋon;kupha_duhal;diki_e
t	t	T	24	13	tombwaaʃo;tetʼwa;tukh;tekelatekel;tekelatekel
ɗ	ɗ	T	30	15	d̪urumiɗ;mumeɗ_pe_su;kʼumeɗ_i_pe_ɗeʔ;kʼumeɗ_i_pe_ɗeʔ;meɗ
