Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		308	NULL	munja;ləka;jəwəta;juja;maaŋa
$	NULL		308	NULL	munja;ləka;jəwəta;juja;maaŋa
a	a	A	365	191	munja;ləka;jəwəta;juja;maaŋa
aa	aː	A	161	121	maaŋa;jaaŋwia;maaʔnjaanna;maaʔnjaanna;kwaaŋgəta
v	v	B	1	1	sɨvɨlɨraai_ati_pwɨrɨdaaʔnjɨ_dawaai
β	β	B	22	22	ləβəkuʔnja;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da;jəβaɽula;səβəla;mundəkeʔ_wənjaaβəmo
e	e	E	29	18	mbule;kwaakemba;kwaimale;tawe;kaimalei
ə	ə	E	216	208	ləka;jəwəta;jəwəta;kwaaŋgəta;jəkəlaaka
ʔ	ʔ	H	77	38	maaʔnjaanna;kajaaʔnanja;nawəʔnja;pwaʔmu;mbiwaaʔnja
i	i	I	82	44	jaaŋwia;kwaimale;mbiwaaʔnja;minjəminja;minjəminja
ɨ	ɨ	I	24	24	atina_ata_pwɨrɨdaanyɨ_dawai_da;atina_ata_pwɨrɨdaanyɨ_dawai_da;atina_ata_pwɨrɨdaanyɨ_dawai_da;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da
j	j	J	145	120	munja;jəwəta;juja;juja;jaaŋwia
g	g	K	38	38	kwaaŋgəta;jaŋgənja;ləʔmuŋgunja;pandaʔŋgaləmo;njəgənja
k	k	K	67	45	ləka;kajaaʔnanja;jəkəlaaka;jəkəlaaka;kwaakemba
l	l	L	79	71	ləka;mbule;jəkəlaaka;kwaimale;kəlaaka
m	m	M	145	83	munja;maaŋa;maaʔnjaanna;mbule;munja
n	n	N	152	98	munja;maaʔnjaanna;kajaaʔnanja;kajaaʔnanja;nawəʔnja
ŋ	ŋ	N	45	30	maaŋa;kwaaŋgəta;jaŋgənja;ləʔmuŋgunja;pandaʔŋgaləmo
nn	nn/nː	N	10	10	maaʔnjaanna;ŋgwaamwannja;kənna;tənna;ŋgwalaanna
ŋw	ŋw/ŋʷ	N	3	3	jaaŋwia;məŋwaɽaka;laŋwe
b	b	P	42	21	mbule;kwaakemba;mbiwaaʔnja;mbəmo;mbaigəɽəmo
p	p	P	22	5	pwaʔmu;pandaʔŋgaləmo;atina_ata_pwɨrɨdaanyɨ_dawai_da;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da;paɽəmbwaaka
r	r	R	9	9	atina_ata_pwɨrɨdaanyɨ_dawai_da;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da;atina_ata_pwɨrɨdaaʔnjɨ_dadawaai_dawaai;atina_ata_pwɨrɨdaaʔnjɨ_dawaai
ɽ	ɽ	R	46	46	kajaakuɽja;muɽənja;məŋwaɽaka;jəɽaaja;jəɽəka
s	s	S	31	7	ndusə;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da;saamənjamba;asai;səβəla
ʑ	ʑ	S	1	1	jənjuʑa
d	d	T	41	37	ndusə;pandaʔŋgaləmo;kandəka;atina_ata_pwɨrɨdaanyɨ_dawai_da;atina_ata_pwɨrɨdaanyɨ_dawai_da
t	t	T	65	53	jəwəta;ata;ata;kwaaŋgəta;juta
o	o	U	55	7	nano;jemakuləmo;mbəmo;pandaʔŋgaləmo;jəkəmo
w	w	W	108	44	jəwəta;nawəʔnja;tawe;pwaʔmu;mbiwaaʔnja
u	u	Y	36	35	munja;juja;mbule;ndusə;munja
y	y	Y	2	2	atina_ata_pwɨrɨdaanyɨ_dawai_da;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da
_	+	_	27	27	atina_ata_pwɨrɨdaanyɨ_dawai_da;atina_ata_pwɨrɨdaanyɨ_dawai_da;atina_ata_pwɨrɨdaanyɨ_dawai_da;atina_ata_pwɨrɨdaanyɨ_dawai_da;sɨβɨlɨraai_ati_pwɨrɨdaaʔnyɨ_da
gw	gw/g w	K W	6	6	ŋgwaamwannja;ŋgwalaanna;ŋgwaaigwai;ŋgwaaigwai;ŋgwaaigwai
kw	kw/k w	K W	16	4	kwaaŋgəta;kwaakemba;kwaimale;kwaawəla;kwaaka
