Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		283	NULL	qauʔx;tʔimuu;jaiʔxtəx;aʔmta;xaʔlxaɕ
$	NULL		277	NULL	qauʔx;tʔimuu;jaiʔxtəx;aʔmta;xaʔlxaɕ
a	a	A	170	135	qauʔx;jaiʔxtəx;aʔmta;aʔmta;xaʔlxaɕ
aa	aː	A	57	51	ɕaanq;maaiiʔtɕit;laaʔɬta;kakaaʔja;paaʔqɕt
aã	aã/ãː	A	1	1	aqaãt
ãã$	ãː	A	1	1	ɬkwãã
ç	ç	C	1	1	pçiʔnt
tɕ	tɕ	C	57	26	maaiiʔtɕit;haxuuʔtɕ;tɕkwiiʔɕiɕt;maʔhatɕ;kwiʔtakutɕ
e	e	E	13	13	tekwaiiʔɕaljuɕtʔ;lewiiʔ;ɕauuʔtiɕt_temaxa_xam;qaʔteə;kueiʔntei
ə	ə	E	36	35	jaiʔxtəx;puʔɕtəx;tkəlɬtɕʔ;mətɕaʔntɕinɕt;qõõʔtʔəmxt
ẽ	ẽ	E	1	1	xweẽɕiijuu
ee	eː	E	12	11	qeeʔxan;qeeʔkuɕ;ɬqweeʔɕloo;tɕweetɬ;haaleeʔtxauu
ẽẽ	ẽː	E	1	1	qẽẽʔhiɕt
x	x	G	47	35	qauʔx;jaiʔxtəx;jaiʔxtəx;xaʔlxaɕ;xaʔlxaɕ
xw	xw/xʷ	G	3	1	kjiʔxwalauɕ;xweẽɕiijuu;xwaɕ
h	h	H	26	4	haxuuʔtɕ;hiit;haɕkj;hiilku;hajaʔniijuɕtʔ
ʔ	ʔ	H	190	160	qauʔx;tʔimuu;jaiʔxtəx;aʔmta;xaʔlxaɕ
ʔh	ʔh/ʔʰ	H	7	7	maʔhatɕ;qẽẽʔhiɕt;jaaʔhal;mũʔhuu;paʔhalt
ʔʔ$	ʔʔ/ʔː	H	1	1	tʔəliʔʔ
i	i	I	93	89	tʔimuu;jaiʔxtəx;ɬaʔquɕiu;maaiiʔtɕit;tɕkwiiʔɕiɕt
ĩ	ĩ	I	2	2	tɕkjiĩʔtɕii;tɕiɕiĩʔt
ii	iː	I	67	56	piija;maaiiʔtɕit;qɕiiʔqɕoout;tɕkwiiʔɕiɕt;hiit
ĩĩ	ĩː	I	2	1	hĩĩɕkj;hĩĩ
iiii	iiii/iː	I	1	1	ɬkwiiiiʔntɕinɕt
j	j	J	70	43	jaiʔxtəx;piija;kakaaʔja;pilaʔtkwajuu;haɕkj
k	k	K	75	51	kakaaʔja;kakaaʔja;qeeʔkuɕ;kwiʔtakutɕ;tkəlɬtɕʔ
q	q	K	49	18	qauʔx;ɕaanq;ɬaʔquɕiu;qalooʔna;qeeʔxan
qw	qw/qʷ	K	4	1	ɬqweeʔɕloo;qwaʔnɬiijuu;qwaan;qwaan
l	l	L	64	47	xaʔlxaɕ;laaʔɬta;qalooʔna;tkəlɬtɕʔ;pilaʔtkwajuu
ɬ	ɬ	L	56	29	ɬaʔquɕiu;laaʔɬta;aʔɬtuxt;ɬkwãã;tkəlɬtɕʔ
lh	lh/l̥	L	3	3	palhu;ɕuuʔlhakj;wuʔlhaiɕ
m	m	M	68	40	tʔimuu;aʔmta;maaiiʔtɕit;maʔhatɕ;piiʔtɕkum
n	n	N	53	24	ɕaanq;qalooʔna;qeeʔxan;tʔiɬn;ain
nh	nh/n̥	N	2	2	qaʔnhaʔɬ;qaʔnhaʔɬ
p	p	P	50	12	piija;palhu;puʔɕtəx;puu;paaʔqɕt
ɕ	ɕ	S	111	33	xaʔlxaɕ;ɕaanq;ɬaʔquɕiu;qɕiiʔqɕoout;qɕiiʔqɕoout
ʔɕ$	ʔɕ/ˀɕ	S	4	4	tɕuudaiiʔɕ;aitɕaiʔɕ;qamɬiiʔɕ;kjeliiʔɕ
d	d	T	2	2	tɕuudaiiʔɕ;ɕuudaaʔɕt
t	t	T	168	47	tʔimuu;jaiʔxtəx;aʔmta;maaiiʔtɕit;laaʔɬta
o	o	U	11	11	ɬowaʔqat;qaʔloɕiɕ;ɬowa;tomiʔɬa;tomiʔɬa
oo	oː	U	16	13	qalooʔna;qɕiiʔqɕoout;ɬqweeʔɕloo;hakjaiiʔkjɕloo;ooʔxun
õõ	õ	U	1	1	qõõʔtʔəmxt
ooo	ooo/oː	U	1	1	ɬoooʔkuɕt
w	w	W	12	6	wiil;tɕweetɬ;ɬowaʔqat;lewiiʔ;wiil
u	u	Y	53	37	qauʔx;ɬaʔquɕiu;ɬaʔquɕiu;aʔɬtuxt;palhu
ũ	ũ	Y	2	2	mũʔhuu;mũʔhuu
uu	uː	Y	44	26	tʔimuu;haxuuʔtɕ;puu;pilaʔtkwajuu;txuutxuu
uuu	uuu/uː	Y	2	2	puuuʔt;qɕuuuʔt
_	+	_	7	7	pɕinɬx_laqaiʔɕt;ɕauuʔtiɕt_temaxa_xam;ɕauuʔtiɕt_temaxa_xam;ɕauuʔtiɕt_temaxa_xeʔɬkj;ɕauuʔtiɕt_temaxa_xeʔɬkj
kw	kw/k w	K W	11	8	tɕkwiiʔɕiɕt;kwiʔtakutɕ;ɬkwãã;pilaʔtkwajuu;tekwaiiʔɕaljuɕtʔ
