Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		317	NULL	gaɲe̞n̪;l̪o̞ʈʂa;ge̞ɾ̪o̞;aɪd̪e̞;o̞ɾ̪o̞
$	NULL		340	NULL	gaɲe̞n̪;l̪o̞ʈʂa;ge̞ɾ̪o̞;aɪd̪e̞;o̞ɾ̪o̞
a	a	A	282	150	gaɲe̞n̪;l̪o̞ʈʂa;aɪd̪e̞;ko̞l̪e̞ɾ̪a;kabal̪e̞
^f	f	B	1	1	fl̪aky
ʈʂ	ʈʂ	C	8	5	l̪o̞ʈʂa;hauʈʂ;khaʈʂ;e̞ɾ̪hawʈʂ;hyʈʂɪk
ʈʂh	ʈʂʰ	C	1	1	haʈʂhar̪
e	e	E	2	1	be̞s̪t̪e;ʂer̪
ẽ	ẽ	E	2	1	mẽhẽ;mẽhẽ
e̞	e̞	E	155	101	gaɲe̞n̪;ge̞ɾ̪o̞;aɪd̪e̞;ko̞l̪e̞ɾ̪a;kabal̪e̞
h	h	H	65	25	hauʈʂ;l̪e̞he̞n̪;buha;hyn̪;haʈʂhar̪
i	i	I	2	1	agian̪;haʂi
ɪ	ɪ	I	157	76	aɪd̪e̞;yɲhyɾ̪ɪ;bɪʂkar̪;gaɪʃt̪o̞;gɪbe̞l̪
j	j	J	2	2	t̪jɪpɪ;maɾ̪d̪jo̞
^y	y/j	J	11	11	yɲhyɾ̪ɪ;yʂky_mat̪he̞l̪a;yl̪hyn̪;yʂke̞r̪_e̞gɪn̪;yʎy
g	g	K	45	26	gaɲe̞n̪;ge̞ɾ̪o̞;gaɪʃt̪o̞;gɪbe̞l̪;e̞ʂt̪yl̪_e̞gɪn̪
k	k	K	41	28	ko̞l̪e̞ɾ̪a;kabal̪e̞;bɪʂkar̪;uʂuk;po̞t̪ɪko̞
kh	kh/kʰ	K	7	7	ʂɪkhɪn̪;ʂakho̞;pɪkho̞ʂt̪e̞;ɪkhuʂ;e̞khɪ
^kh	kʰ	K	4	4	khat̪yan̪;khaʈʂ;khaka_e̞gɪn̪;khe̞
ʎ	ʎ	L	20	3	yʎy;hyʎan̪;ʎabyr̪;ho̞ʎɪ;ʎo̞ba
l̪	l̪	L	44	15	l̪o̞ʈʂa;ko̞l̪e̞ɾ̪a;kabal̪e̞;aʃal̪;l̪e̞he̞n̪
l̪h	l̪ʰ	L	10	10	yl̪hyn̪;be̞l̪haɾ̪;bɪl̪ho̞;be̞l̪haɲ;al̪haba
m	m	M	31	25	yʂky_mat̪he̞l̪a;e̞ɾ̪aman̪;hame̞ka;l̪yma;e̞man̪
n	n	N	4	2	ne̞ba;anaɪa;ne̞ba;anaɪa
ɲ	ɲ	N	20	13	gaɲe̞n̪;aɾ̪aɲ;huɲ;be̞l̪haɲ;e̞ʂpaɲ
n̪	n̪	N	67	11	gaɲe̞n̪;ʂe̞ɾ̪e̞n̪e̞t̪a;l̪e̞he̞n̪;pe̞an̪;khat̪yan̪
ɲh	ɲh/ɲ̊	N	1	1	yɲhyɾ̪ɪ
b	b	P	86	57	kabal̪e̞;be̞ʂo̞;be̞ʂo̞;bɪʂkar̪;gɪbe̞l̪
p	p	P	12	8	pe̞an̪;po̞t̪ɪko̞;aʂpɪ;e̞ʂpaɲ;pɪkho̞ʂt̪e̞
ph	ph/pʰ	P	3	3	l̪aphyt̪s̪;aphal̪;l̪e̞pho̞
^ph	pʰ	P	4	4	phe̞ʂy;phe̞n̪a;phe̞tʃa;phɪʃa_e̞gɪn̪
r̪	r̪	R	34	4	bɪʂkar̪;e̞d̪e̞r̪;e̞ʂyr̪;haʈʂhar̪;n̪ɪgar̪_e̞gɪn̪
ɾ̪	ɾ̪/ɾ	R	82	76	ge̞ɾ̪o̞;o̞ɾ̪o̞;ko̞l̪e̞ɾ̪a;yɲhyɾ̪ɪ;ʂe̞ɾ̪e̞n̪e̞t̪a
ɾ̪h	ɾ̪h/ɾ̥	R	1	1	e̞ɾ̪hawʈʂ
s	s	S	8	8	o̞saba;o̞saba;o̞saba;o̞saba;o̞saba
z	z	S	3	3	bɪzɪ;ahɪzpa;ahɪzpa
ʂ	ʂ	S	91	57	be̞ʂo̞;be̞ʂo̞;bɪʂkar̪;ʂe̞ɾ̪e̞n̪e̞t̪a;ʂabe̞l̪
ʃ	ʃ	S	14	7	gaɪʃt̪o̞;aʃal̪;ʃahy;ʃyʃe̞n̪;ʃyʃe̞n̪
s̪	s̪	S	8	1	s̪ɪn̪;s̪an̪;s̪un̪;s̪o̞;s̪akɪn̪
d̪	d̪	T	22	21	aɪd̪e̞;e̞d̪e̞r̪;l̪o̞d̪ɪ;o̞d̪o̞l̪;o̞d̪e̞ɪ
tʃ	tʃ	T	10	3	tʃo̞ɾ̪ɪ;tʃakyr̪;n̪e̞ʂkatʃun̪a;tʃɪko̞ka;e̞tʃe̞
t̪	t̪	T	38	34	gaɪʃt̪o̞;ʂe̞ɾ̪e̞n̪e̞t̪a;khat̪yan̪;aɾ̪t̪e̞an̪;po̞t̪ɪko̞
t̪h	t̪h/t̪ʰ	T	4	4	yʂky_mat̪he̞l̪a;be̞t̪he̞ɾ̪ɪk;go̞ɪt̪ɪuɾ̪t̪huk;uɾ̪t̪he̞
^t̪h	t̪ʰ	T	3	3	t̪hɪt̪ɪ;t̪hɪt̪ɪ_mo̞ʂko̞;t̪hy_e̞gɪn̪
t̪s̪	ts̪/ts̪	T	21	11	be̞l̪t̪s̪;l̪aphyt̪s̪;ho̞t̪s̪;aɾ̪aut̪s̪e̞;ʂo̞ɾ̪t̪s̪ɪ
o	o	U	1	1	hoɾ̪ɪ
õ	õ	U	1	1	kõko̞ɾ̪
o̞	o̞	U	96	59	l̪o̞ʈʂa;ge̞ɾ̪o̞;o̞ɾ̪o̞;o̞ɾ̪o̞;ko̞l̪e̞ɾ̪a
w	w	W	1	1	e̞ɾ̪hawʈʂ
u	u	Y	36	27	hauʈʂ;uʂuk;uʂuk;buha;aɾ̪aut̪s̪e̞
y	y	Y	51	37	yɲhyɾ̪ɪ;khat̪yan̪;l̪aphyt̪s̪;e̞ʂyr̪;hyn̪
_	+	_	14	14	yʂky_mat̪he̞l̪a;e̞ʂt̪yl̪_e̞gɪn̪;n̪ɪgar̪_e̞gɪn̪;khaka_e̞gɪn̪;yʂke̞r̪_e̞gɪn̪
