Grapheme	IPA	Frequency
^h	h	35
u	u	62
t	t	45
ɾ	ɾ	84
u$	u	24
^ɸ	ɸ	7
o	o	56
ɸ	ɸ	12
ɑ	ɑ	67
a	a	199
k	k	137
a$	a	85
^s	s	17
i	i	71
m	m	46
_	+	31
s	s	71
p	p	40
^m	m	39
j	j	12
ɑ$	ɑ	52
^e	e	5
ẽ̞	ẽ̞	3
e$	e	13
^k	k	52
o̞	o̞	17
n	n	47
o$	o	20
e̞	e̞	20
o̞$	o̞	11
i$	i	31
^w	w	5
^p	p	20
e	e	41
^a	a	31
^ɾ	ɾ	8
^e̞	e̞	3
^j	j	10
w	w	15
^t	t	11
h	h	9
^u	u	3
e̞$	e̞	26
^i	i	11
^n	n	6
ĩ$	ĩ	2
ã	ã	6
^ũ$	ũ	1
^e̞$	e̞	1
^o̞$	o̞	1
^ɑ	ɑ	5
ũ$	ũ	1
^o	o	2
^o̞	o̞	1
m$	m	1
ẽ̞$	ẽ̞	3
õ̞	õ̞	1
õ̞$	õ̞	1
ĩ	ĩ	3
ã$	ã	1
^ɑ$	ɑ	2
^i$	i	1
