Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		201	NULL	lɑndi;jɯwa;migi;baɳdi;baɳdi
$	NULL		213	NULL	lɑndi;jɯwa;t̪iɾi;migi;baɳdi
a	a	A	228	171	jɯwa;baɳdi;baɳdi;gawɯndɯ;wiɭa
ɑ	ɑ	A	15	14	lɑndi;bɑbiɾi;mɑ;ɟɑliɲi;ɟɑbi
ɟ	ɟ	C	39	17	jiɟgawɯ;ɟɯɭɯ;ɟiɻigi;gaɻaɟbi;gɯɟi
i	i	I	186	92	lɑndi;t̪iɾi;t̪iɾi;migi;migi
ɯ	ɯ	I	91	55	jɯwa;gawɯndɯ;gawɯndɯ;jiɟgawɯ;ŋamɯ
j	j	J	27	11	jɯwa;jiɟgawɯ;gambaji;gɯɖaj;wajandi
g	g	K	70	26	migi;gawɯndɯ;jiɟgawɯ;ɟiɻigi;gɯɻɯgɯɻɯ
^k	k	K	1	1	kuluŋ
l	l	L	41	35	lɑndi;galiɲ;bɯladi;galinda;giliɳi
ɭ	ɭ	L	15	15	wiɭa;biɭŋa;ɟɯɭɯ;muŋgɯwaɭa;ŋɯɭɯg
ʎ	ʎ	L	7	7	baʎɯwa;miʎiʎi;miʎiʎi;baʎadi;waʎaɾa
m	m	M	41	18	migi;ŋamɯ;ɲamani;damaɖa;gambaji
n	n	N	18	13	lɑndi;gawɯndɯ;ɲamani;naɳba;naɖa
ŋ	ŋ	N	66	17	biɭŋa;ŋamɯ;ŋab;ŋɯmɯɾɯ;muŋgɯwaɭa
ɲ	ɲ	N	43	33	ɲamani;galiɲ;ɲaɳa;gambiɲi;ɟɯɳaɲgaɾa
ɳ	ɳ	N	26	26	baɳdi;baɳdi;naɳba;ɲaɳa;maɳaŋɯɾɯ
n̪	n̪	N	2	2	ŋamɯn̪iŋi;ŋamɯn̪iŋi
b	b	P	46	23	baɳdi;baɳdi;biɭŋa;baʎɯwa;bɑbiɾi
ɻ	ɻ	R	16	14	ɟiɻigi;gɯɻɯgɯɻɯ;gɯɻɯgɯɻɯ;gaɻaɟbi;ŋaɻag
ɾ	ɾ	R	33	32	t̪iɾi;bɑbiɾi;waɾi;ŋɯmɯɾɯ;t̪iɾaɟ
d	d	T	41	35	lɑndi;baɳdi;baɳdi;gawɯndɯ;damaɖa
ɖ	ɖ	T	11	5	wiɖ;damaɖa;gɯɖaj;naɖa;gaɖ
^t̪	t̪	T	11	11	t̪iɾi;t̪iɾaɟ;t̪aɾa;t̪iŋa;t̪aɻidi
o	o	U	1	1	ɻamboɾa
w	w	W	42	27	jɯwa;gawɯndɯ;wiɭa;jiɟgawɯ;baʎɯwa
u	u	Y	3	3	muŋgɯwaɭa;kuluŋ;kuluŋ
