Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		311	NULL	mbaru_wo;uuwi;dumoj̃_wo;sumo;bee
$	NULL		314	2	mbaru_wo;uuwi;dumoj̃_wo;sumo;bee
a	a	A	131	94	mbaru_wo;kɛndɛ_bar̃a;kɛndɛ_bar̃a;ɔr̃ɔɔ_nama;ɔr̃ɔɔ_nama
aa	aː	A	34	13	nanaar̃aj̃;haana;gaaraj;jaa;w̃aaw̃
ɟ	ɟ	C	15	6	ɟɛmɛj̃;ɟesu;ɟɛmɛj̃;nɟerum;ɟeɟeⁿm
^c	c	C	4	4	ceri_wo;cija;cer_wo;cir̃e
e	e	E	57	39	gire;pire;ceri_wo;ɟesu;kir̃ej
ɛ	ɛ	E	76	56	kɛndɛ_bar̃a;kɛndɛ_bar̃a;ɛsum;ɟɛmɛj̃;ɟɛmɛj̃
ee	eː	E	4	2	bee;pijee;teesum;ɟeeɟi
eⁿ	eⁿ/ẽ	E	1	1	ɟeɟeⁿm
ɛɛ	ɛː	E	8	4	pɛɛru_tuma;gɛndɛɛ;pɛɛ;pɛɛ;pɛɛru
^h	h	H	2	2	haana;huja_kaŋ
i	i	I	101	74	uuwi;gire;pire;ceri_wo;dij̃aw̃
ii	iː	I	15	5	diiraj;diiraj;nɔɔnii;miini;tarii
iiⁿ	ĩː	I	2	2	ziiⁿ;siiⁿ
iⁿ$	iⁿ/ĩ	I	1	1	suziⁿ
j	j	J	71	38	diiraj;diiraj;kir̃ej;ar̃ajim;jɛlɛlɛ
jj	jː	J	1	1	ejje
j̃	j̃	J	24	10	dumoj̃_wo;dɔj̃ɔj̃;dɔj̃ɔj̃;dij̃aw̃;ɟɛmɛj̃
g	g	K	38	19	gogoŋgurom;gogoŋgurom;gogoŋgurom;gire;gandu_wo
k	k	K	38	12	kɛndɛ_bar̃a;kokombuu;kokombuu;kuwo;kir̃ej
kk	kk/kː	K	1	1	ɟɔkkɔlɛm
l	l	L	8	5	bulabula;bulabula;jɛlɛlɛ;jɛlɛlɛ;lɛmbirɛ
m	m	M	125	32	mbaru_wo;dumoj̃_wo;sumo;ɔr̃ɔɔ_nama;gogoŋgurom
mm	mm/mː	M	1	1	nummuj̃
n	n	N	86	37	kɛndɛ_bar̃a;ɔr̃ɔɔ_nama;tundu;tundu_wo;bondoo
ŋ	ŋ	N	22	11	gogoŋgurom;goŋgoro;kaŋ;taŋga;huja_kaŋ
ɲ	ɲ	N	6	1	ɲinnii;ɲan;ɲɛj̃;ɲir̃ɛ;lɛɛru_aŋgu_ɲaŋ
nn	nn/nː	N	4	4	ɲinnii;denni;anni;ɲinnii
ŋŋ	ŋŋ/ŋː	N	1	1	niŋŋej̃
b	b	P	39	18	mbaru_wo;bee;kɛndɛ_bar̃a;mbɔsu;kokombuu
p	p	P	35	5	pire;puur̃i;pusumu;pijee;pɛɛru_tuma
r	r	R	74	73	mbaru_wo;gogoŋgurom;diiraj;diiraj;gire
r̃	r̃	R	30	30	kɛndɛ_bar̃a;ɔr̃ɔɔ_nama;puur̃i;kir̃ej;ar̃ajim
s	s	S	84	60	sumo;mbɔsu;ɛsum;sabu;ɟesu
z	z	S	12	8	suziⁿ;ziiⁿ;zɔri;kizi;zuwa
d	d	T	74	50	dumoj̃_wo;kɛndɛ_bar̃a;diiraj;diiraj;dɔj̃ɔj̃
t	t	T	31	6	tundu;tundu_wo;tiwɛ;tarii;pɛɛru_tuma
o	o	U	68	42	mbaru_wo;dumoj̃_wo;dumoj̃_wo;sumo;gogoŋgurom
ɔ	ɔ	U	50	33	ɔr̃ɔɔ_nama;dɔj̃ɔj̃;dɔj̃ɔj̃;mbɔsu;sumɔ_sumɔ
oo	oː	U	10	5	bondoo;goo;giroo;toor̃um;kinde_gooroj
ɔɔ	ɔː	U	14	9	ɔr̃ɔɔ_nama;nɔɔnii;nɔɔw̃;naasirii_kɔɔrɔɔ;naasirii_kɔɔrɔɔ
w	w	W	26	22	mbaru_wo;uuwi;dumoj̃_wo;tundu_wo;ceri_wo
w̃	w̃	W	5	1	dij̃aw̃;nɔɔw̃;w̃aaw̃;w̃aaw̃;ɔw̃m
wⁿ$	wⁿ/w̃	W	2	2	mawⁿ;mawⁿ
u	u	Y	106	79	mbaru_wo;dumoj̃_wo;sumo;gogoŋgurom;tundu
uu	uː	Y	9	3	uuwi;kokombuu;puur̃i;buu;kuu
_	+	_	43	43	mbaru_wo;dumoj̃_wo;kɛndɛ_bar̃a;ɔr̃ɔɔ_nama;tundu_wo
