Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		163	NULL	tʃũkaa;mĩkusua;mĩkusua;sira;jasi
$	NULL		160	NULL	tʃũkaa;mĩkusua;mĩkusua;sira;jasi
a	a	A	165	107	mĩkusua;mĩkusua;sira;jasi;hisikakwani
ã	ã	A	16	15	jãũkaki;siãkwahuri;ãtaku;sakwã_kwatʃuakwa;nãkisi
aa	aː	A	15	2	tʃũkaa;naa;sikaa;sãkwaa;sakaa
x	x	G	1	1	kuxuu
h	h	H	58	45	hisikakwani;tʃitʃihi;mĩkunahui;hinai;siãkwahuri
i	i	I	149	92	sira;jasi;hisikakwani;hisikakwani;hisikakwani
ĩ	ĩ	I	12	10	mĩkusua;mĩkusua;mĩkunahui;hĩsisi;nĩkii
ii	iː	I	25	6	kii;nĩkii;riini;kaakii;nusii
ĩĩ	ĩː	I	2	1	tʃĩĩ;tʃĩĩn
j	j	J	9	5	jasi;jãũkaki;siju;ija;niaja
k	k	K	60	39	tʃũkaa;mĩkusua;mĩkusua;hisikakwani;kanara
l$	l	L	1	1	hisuĩal
m	m	M	16	3	mĩkusua;mĩkusua;mĩkunahui;aisimisi;matʃitʃi
n	n	N	51	39	hisikakwani;kanara;mĩkunahui;hinai;bianaha
b	b	P	9	5	bianaha;batui;kubiha;tʃãbanahu;tʃĩbuhi
p	p	P	11	4	patuhuu;para;para;tʃupii;tʃupii
r	r	R	23	12	sira;kanara;siãkwahuri;rahi;ramai
s	s	S	74	44	mĩkusua;mĩkusua;sira;jasi;hisikakwani
t	t	T	15	12	huatuha;ãtaku;batui;tihitiana;tihitiana
tʃ	tʃ	T	45	19	tʃũkaa;tʃitʃihi;tʃitʃihi;tʃikasu;tʃikwaka
u	u	Y	49	33	mĩkusua;mĩkusua;mĩkusua;mĩkusua;mĩkunahui
ũ	ũ	Y	10	9	tʃũkaa;jãũkaki;sũkwai;sũkwa;kũbusa
uu$	uː	Y	2	2	kuxuu;patuhuu
_	+	_	2	2	sakwã_kwatʃuakwa;nãsiisi_anikwi
kw	kw/k w	K W	39	26	hisikakwani;siãkwahuri;tʃikwaka;kwa;sũkwai
