Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		274	NULL	abo;kere;ake;tooma;kato
$	NULL		274	NULL	abo;kere;ake;tooma;kato
a	a	A	196	60	abo;ake;tooma;kato;hatʃipile
f	f	B	11	9	ofue;tʃulufi;efa;parifo;afaba
e	e	E	107	33	kere;kere;ake;hatʃipile;anapie
h	h	H	32	8	hatʃipile;hime;he;pikinahu;huri
i	i	I	168	77	hatʃipile;hatʃipile;sulukwita;pisoko;pisoko
j	j	J	23	10	juba;ekojo;jabi;kuju;jamu
k	k	K	76	49	kere;ake;kato;pisoko;pisoko
l	l	L	38	32	hatʃipile;sulukwita;lstiko;tʃulufi;ltʃiko
m	m	M	31	23	tooma;kwimosi;mine;melo;kume
n	n	N	37	28	anapie;nanaku;nanaku;mine;pikinahu
b	b	P	44	34	abo;juba;jabi;biu;bio
p	p	P	33	13	hatʃipile;pisoko;pisoko;api;anapie
r	r	R	35	35	kere;iparu;areka;bere;marua
s	s	S	28	23	sulukwita;pisoko;pisoko;lstiko;isa
t	t	T	59	49	tooma;kato;sulukwita;lstiko;pata
tʃ	tʃ	T	35	16	hatʃipile;otʃo;tʃulufi;ltʃiko;tʃuku
o	o	U	98	34	abo;kato;pisoko;pisoko;pisoko
oo	oː	U	1	1	tooma
u	u	Y	54	34	sulukwita;sulukwita;juba;nanaku;ofue
kw	kw/k w	K W	26	14	sulukwita;kwimosi;ukwale;ikwa;ikwi
