Grapheme	IPA	Frequency
^m	m	27
a	a	151
ʂ	ʂ	28
i$	i	61
^ʂ	ʂ	19
i	i	84
p	p	36
o$	o	50
^k	k	23
ɨ	ɨ	75
j	j	10
o	o	88
s	s	23
k	k	69
a$	a	124
^s	s	1
n	n	43
t$	t	3
^j	j	11
ʔ	ʔ	43
^h	h	35
m	m	35
^p	p	22
õ	õ	12
ã$	ã	13
_	+	36
^i	i	19
tʃʂ	tʃ ʂ	5
w	w	20
ʃ	ʃ	24
^ɾ	ɾ	9
^t	t	17
õ$	õ	6
^β	β	34
β	β	38
t	t	29
^w	w	9
ɾ	ɾ	30
^ʔ	ʔ	1
^a	a	6
^tʃ	tʃ	7
^n	n	28
tʃ	tʃ	20
ɨ$	ɨ	28
^ʃ	ʃ	17
ɨ̃	ɨ̃	7
ã	ã	13
ĩ$	ĩ	13
ʃʂ	ʃ ʂ	2
^o	o	14
ii	iː	1
^a$	a	1
ʃ$	ʃ	3
s$	s	7
h	h	1
ĩ	ĩ	14
^ĩ	ĩ	1
ʂ$	ʂ	2
oo$	oː	1
aa$	aː	1
^ɨ	ɨ	14
e$	e	1
^i$	i	1
ɨ̃$	ɨ̃	1
