Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		293	NULL	neme;kakomeha;nowati;naɸi;biya_na
$	NULL		316	NULL	neme;kakomeha;nowati;naɸi;biya_na
a	a	A	359	183	kakomeha;kakomeha;nowati;naɸi;biya_na
ɸ	ɸ	B	39	15	naɸi;haɸoɸo_na;haɸoɸo_na;teteɸo_na;tati_aɸone
e	e	E	84	33	neme;neme;kakomeha;tohe;beheɾi
h	h	H	76	41	kakomeha;hasawiɾi;tohe;ihi;ihaɾisa
i	i	I	249	119	nowati;naɸi;biya_na;bani;mani
^y	y/j	J	23	23	yoha;yotohoti;yama_wehe;yome;yehe
k	k	K	64	41	kakomeha;kakomeha;nokosi;basa_kana;si_kana
m	m	M	71	60	neme;kakomeha;mani;mani;ama
n	n	N	108	85	neme;nowati;naɸi;biya_na;bani
b	b	P	76	30	biya_na;bani;baɾi;baɾi;sobo
ɾ	ɾ	R	54	53	hasawiɾi;baɾi;ataɾi;baɾi;ihaɾisa
s	s	S	63	49	hasawiɾi;nokosi;sobo;ihaɾisa;basa_kana
t	t	T	125	101	nowati;tohe;ataɾi;ehebote;bita
o	o	U	150	109	kakomeha;nowati;tohe;nokosi;nokosi
w	w	W	39	30	nowati;hasawiɾi;inamatewe;keho_nawaha;yama_wehe
y	y	Y	14	14	biya_na;ɸoya_na;ayaka;bayi;yayai_na
_	+	_	63	63	biya_na;basa_kana;si_kana;hahasa_na;haɸoɸo_na
