Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		244	NULL	kukukwaj;inkini;pija_wæɾik;pæ;pæ
$	NULL		244	NULL	kukukwaj;inkini;pija_wæɾik;pæ;pæ
a	a	A	175	125	kukukwaj;pija_wæɾik;tara;tara;puwal
c	c	C	42	24	picçpicç;picçpicç;cçipmæ;wiɾicça;cçæŋi
ç	ç	C	42	34	picçpicç;picçpicç;cçipmæ;wiɾicça;cçæŋi
æ	æ	E	107	84	pija_wæɾik;pæ;pæ;tæti;wæɾik
I	I/i	I	1	1	waIkiticç
i	i	I	145	95	inkini;inkini;inkini;pija_wæɾik;pija_wæɾik
j	j	J	39	20	kukukwaj;pija_wæɾik;wuji;jiɾi;jæɾa_ŋulpak
k	k	K	84	41	kukukwaj;kukukwaj;inkini;pija_wæɾik;wæɾik
kk	kk/kː	K	1	1	awa_wakkaɾ
l	l	L	69	56	lur;puwal;wlɾwiɾ;jæɾa_ŋulpak;jitljitl
m	m	M	61	27	cçipmæ;mu;mœɾmœɾ;mœɾmœɾ;mi
n	n	N	65	32	inkini;inkini;pænpæ;wun;wattan
ŋ	ŋ	N	56	27	jæɾa_ŋulpak;jiŋi;ŋuŋuk;ŋuŋuk;wœŋœ
ɲ	ɲ	N	22	3	jimiɲ;mijitiɲ_mijitiɲ;mijitiɲ_mijitiɲ;ŋankuɲ;ŋaɲ
nn	nn/nː	N	2	2	pœnnœ;mænnæɾ
p	p	P	55	26	pija_wæɾik;pæ;pæ;pænpæ;pænpæ
pp	pp/pː	P	1	1	ŋuppæl
r	r	R	14	6	tara;lur;karkar;karkar;pœr
ɾ	ɾ	R	83	55	pija_wæɾik;wæɾik;jiɾi;tuɾwu;puɾwuɾ
t	t	T	63	35	tara;tæti;tæti;tuɾwu;tuɾ
tt	tt/tː	T	5	5	wattan;ælmættæɾ;ŋatta;mættæɾ;wuttaɾ
œ	œ	U	23	16	pœr;wœŋœ;wœŋœ;mœɾmœɾ;mœɾmœɾ
w	w	W	61	17	pija_wæɾik;wæɾik;wuji;puwal;tuɾwu
u	u	Y	86	69	kukukwaj;kukukwaj;wuji;lur;puwal
_	+	_	13	13	pija_wæɾik;jæɾa_ŋulpak;kila_wuta;awa_wakkaɾ;mijitiɲ_mijitiɲ
kw	kw/k w	K W	2	2	kukukwaj;pækwujcç
