Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		301	NULL	beene;hamburu;banda;haw;kulu
$	NULL		300	NULL	beene;hamburu;banda;haw;kulu
_$	NULL		1	1	kambe_
a	a	A	228	147	hamburu;banda;banda;haw;alman
aa	aː	A	33	33	saatu;laabu;waasu;maani;haaru
f	f	B	24	10	futu;fottu;funsu;fafe;fafe
c	c	C	12	4	cire;curoize;goj_nda_cimi;iweiciindiifo;ce
ɟ	ɟ	C	12	5	ɟerga;ɟare;danɟi;ɟare;ɟina
e	e	E	58	13	beene;kambe;kambe;gunde;cire
ee	eː	E	15	15	beene;beeri;deesi;beeri;zeeno
h	h	H	56	11	hamburu;haw;hala_ga;gaham;hanan
i	i	I	119	41	annoori;si_boori;si_boori;turi_banda;boori
ii	iː	I	5	5	iweiciindiifo;iweiciindiifo;niine;ciiri;ɟiiri
j	j	J	51	21	fulanzamajan;goj_nda_cimi;kubaj;kajna;kambajze
jj	jː	J	1	1	ijje
g	g	K	31	16	hala_ga;gunde;ɟerga;game_ra;gaham
k	k	K	57	10	kulu;kambe;kambe;kuri;koto
gg	gː	K	1	1	jegga
l	l	L	11	9	kulu;alman;hala_ga;bula;boŋ_londi
ll	ll/lː	L	3	3	hilli;salle;dullu
m	m	M	53	33	hamburu;alman;kambe;kambe;zama
n	n	N	89	62	beene;banda;alman;banda;turi_banda
ŋ	ŋ	N	7	3	boŋ_londi;haŋ;kaŋ;boŋ_hamni;boŋ
ɲ	ɲ	N	3	1	turi_ɲa;ɲa;ɲa
nn	nn/nː	N	2	2	annoori;hanni_bi
ŋw	ŋw/ŋʷ	N	2	1	ŋwa;kambe_ŋwaari
b	b	P	75	40	beene;hamburu;banda;kambe;kambe
p	p	P	1	1	turi_kopto
bb	bː	P	1	1	dibba
r	r	R	66	62	hamburu;annoori;si_boori;turi_banda;boori
rh	rh/r̥	R	1	1	farha
rr	rr/rː	R	2	2	korro;karre
s	s	S	34	24	boosu;si_boori;funsu;arwasu;saatu
z	z	S	14	9	zama;curoize;fulanzamajan;ga_zibi;kambajze
ss	ss/sː	S	2	2	tisso;kassu
d	d	T	38	26	banda;banda;turi_banda;banda;gunde
t	t	T	44	11	futu;turi_banda;tundu;saatu;koto
dd	dː	T	1	1	iddu
tt	tt/tː	T	3	3	fottu;dottiɟo;juttu
o	o	U	61	38	curoize;fottu;boŋ_londi;boŋ_londi;goj_nda_cimi
oo	oː	U	11	11	annoori;boosu;si_boori;boori;koogu
w	w	W	26	13	haw;arwasu;wa;iweiciindiifo;waasu
u	u	Y	100	54	hamburu;hamburu;kulu;kulu;futu
uu	uː	Y	3	3	kuuku;kaaɟi_tuuri_kaaɟi;kuubi
_	+	_	26	26	si_boori;turi_banda;hala_ga;game_ra;boŋ_londi
kw	kw/k w	K W	2	2	hargu_kwaaji;ikwaaraj
