Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		251	NULL	ha_ɨtɨ;intsatskehen;ha_ɸaʃɨʃ;kodetɬ;kuseʔ_kuseʔ
$	NULL		253	NULL	ha_ɨtɨ;intsatskehen;ha_ɸaʃɨʃ;kodetɬ;kuseʔ_kuseʔ
a	a	A	281	227	ha_ɨtɨ;intsatskehen;ha_ɸaʃɨʃ;ha_ɸaʃɨʃ;ha_ato
aa	aː	A	17	17	taak;haatle;haatle;haao;haao
ɸ	ɸ	B	31	21	ha_ɸaʃɨʃ;ɸaxden_ɸalen;ɸaxden_ɸalen;deiɸta;ha_laɸ
ts	ts	C	33	18	intsatskehen;intsatskehen;dat̪_tsidat̪;tsiauu;eeʔtsi
e	e	E	150	100	intsatskehen;intsatskehen;kodetɬ;kuseʔ_kuseʔ;kuseʔ_kuseʔ
^ee	eː	E	1	1	eeʔtsi
x	x	G	44	32	ɸaxden_ɸalen;kiknoxo;tsixuʔtsa;tʼsʼax;tenexne
h	h	H	111	10	ha_ɨtɨ;intsatskehen;ha_ɸaʃɨʃ;ha_ato;ha_ato
ʔ	ʔ	H	25	24	kuseʔ_kuseʔ;kuseʔ_kuseʔ;uɾaʔi;tʼsʼaʔ_tʼsʼae_tak;eeʔtsi
i	i	I	101	71	intsatskehen;deiɸta;ha_pitɬ;uɾaʔi;dat̪_tsidat̪
ɨ	ɨ	I	22	16	ha_ɨtɨ;ha_ɨtɨ;ha_ɸaʃɨʃ;enɨ_enɨ;enɨ_enɨ
ii	iː	I	2	1	daii;tsiaiixu
k	k	K	104	65	intsatskehen;kodetɬ;kuseʔ_kuseʔ;kuseʔ_kuseʔ;ha_make
kʼ	kʼ	K	8	5	huʃt_ahme_kʼad_kel_wakpeʃkun;huʃ_kʼad_kel_wanlekan;pine_pinekt̪_e_len_kʼad_kel_wakpeʃkun;kʼawixu;huʃ_kʼad_kel_wakpeʃkun
l	l	L	54	45	ɸaxden_ɸalen;ha_laɸ;diolem;ha_an_ɸaɸla;ha_oɸal
ɬ	ɬ	L	6	2	kodetɬ;ha_pitɬ;petɬ;kodetɬ_ʃap;ha_tɬat
m	m	M	25	16	somot;ha_make;diolem;ha_ma;huʃt_ahme_kʼad_kel_wakpeʃkun
n	n	N	77	44	intsatskehen;intsatskehen;natu;ɸaxden_ɸalen;ɸaxden_ɸalen
p	p	P	36	22	ha_pitɬ;petɬ;ha_ɸaptɨ;huʃt_ahme_kʼad_kel_wakpeʃkun;uapta
ɾ	ɾ	R	13	13	eɾohen;uɾaʔi;kasoɾo;meɾu;uɾe_uɾe_ue_nauan_ʃɨk
s	s	S	25	13	kuseʔ_kuseʔ;kuseʔ_kuseʔ;somot;ha_si;kasoɾo
ʃ	ʃ	S	28	20	ha_ɸaʃɨʃ;ha_ɸaʃɨʃ;daʃ;naʃa;ʃuda
d	d	T	57	44	kodetɬ;ɸaxden_ɸalen;deiɸta;daii;dat̪_tsidat̪
t	t	T	99	73	ha_ɨtɨ;kodetɬ;ha_ato;ha_ato;somot
tʼ	tʼ	T	3	3	hotʼaput;ha_tʼuske;ha_ma_uakpitʼa
t̪	t̪	T	7	4	dat̪_tsidat̪;dat̪_tsidat̪;tsihu_daʔt̪e;ha_pɨt̪e;pine_pinekt̪_e_len_kʼad_kel_wakpeʃkun
t̪ʼ	t̪ʼ	T	1	1	at̪ʼe_tak
tʼsʼ	tsʼ	T	12	5	tʼsʼaʔ_tʼsʼae_tak;tʼsʼaʔ_tʼsʼae_tak;tʼsʼax;pitʼsʼ;tʼsʼa
o	o	U	63	42	kodetɬ;ha_ato;ha_ato;somot;somot
^oo	oː	U	1	1	ootle
w	w	W	11	11	huʃt_ahme_kʼad_kel_wakpeʃkun;huʃ_kʼad_kel_wanlekan;pine_pinekt̪_e_len_kʼad_kel_wakpeʃkun;kʼawixu;huʃ_kʼad_kel_wakpeʃkun
u	u	Y	78	57	kuseʔ_kuseʔ;kuseʔ_kuseʔ;natu;uɾaʔi;ha_du
^uu	uː	Y	1	1	uuʃ
uu$	uː	Y	1	1	tsiauu
_	+	_	102	102	ha_ɨtɨ;ha_ɸaʃɨʃ;kuseʔ_kuseʔ;ha_ato;ha_ato
