Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		289	NULL	t̪ʊʔlaŋ;kulijiil;adijaa;kəbaha;kuh_arɔɔr
$	NULL		292	NULL	t̪ʊʔlaŋ;kulijiil;adijaa;kəbaha;gɨŋ
a	a	A	109	79	t̪ʊʔlaŋ;adijaa;kəbaha;kəbaha;kuh_arɔɔr
aa	aː	A	28	24	adijaa;cibʌ_kəmaadəh;kahaada;t̪aat̪iin;kaam
c	c	C	27	6	cidʌ;cibʌ_kəmaadəh;ciin;cɔr;cii
ɟ	ɟ	C	3	2	kəbaɟʊk;ɟɔɟa;ɟɔɟa
e	e	E	8	7	nʌmehene;nʌmehene;nʌmehene;ceŋkʌmceŋkʌm;ceŋkʌmceŋkʌm
ə	ə	E	37	37	kəbaha;kərəman;kərəman;jant̪ər;aləm
ɛ	ɛ	E	42	34	t̪ɛk;ahɛh_wʌlwʌʔl;lɛlmʊk;int̪iŋɛrɛɛj;ibɛʔɛŋ
ʌ	ʌ	E	79	61	kʌrʌŋ;kʌrʌŋ;nt̪ʌhi;kʌk;ahɛh_wʌlwʌʔl
ee	eː	E	4	2	muluuleeŋ;wʌt̪ihee;kinee;kit̪iireel_kwaaɽək
ɛɛ	ɛː	E	24	23	int̪iŋɛrɛɛj;ant̪ijɛɛn;ɪnt̪at̪ɪŋɛɛl;lɛɛm;inɛɛj
ʌʌ	ʌː	E	3	2	ŋʌnʌʌk;kwʌʌ;t̪ʌʌhwʌj
h	h	H	66	38	kəbaha;kuh_arɔɔr;nt̪ʌhi;ahɛh_wʌlwʌʔl;ahɛh_wʌlwʌʔl
ʔ	ʔ	H	12	12	t̪ʊʔlaŋ;rɔʔɔr;ahɛh_wʌlwʌʔl;diʔil;ibɛʔɛŋ
hw	hw/hʷ	H	2	2	ihwaaj;t̪ʌʌhwʌj
i	i	I	125	79	kulijiil;adijaa;ilɔk;kidii;nt̪ʌhi
ɨ	ɨ	I	15	15	gɨŋ;ihʌrɨndiik;kwʌrɨh;kɨdʌwun;pɨnʌ
ɪ	ɪ	I	3	1	ɪnt̪at̪ɪŋɛɛl;ɪnt̪at̪ɪŋɛɛl;ɪntədakwalɔŋ
ii	iː	I	23	13	kulijiil;kidii;ihʌrɨndiik;ciin;iinʌ
j	j	J	37	26	kulijiil;adijaa;kan_bajʊk;jant̪ər;dijʌŋ
k	k	K	149	27	kulijiil;kəbaha;kuh_arɔɔr;kan_bajʊk;kan_bajʊk
^g	g	K	1	1	gɨŋ
l	l	L	70	47	t̪ʊʔlaŋ;kulijiil;kulijiil;kalʊk;kalʊk
^ll	lː	L	1	1	llo
m	m	M	52	33	kərəman;aləm;cibʌ_kəmaadəh;kimidi;lɛlmʊk
n	n	N	116	55	kan_bajʊk;ŋkɔɔnɔ;kuɽuun;nt̪ʌhi;kərəman
ŋ	ŋ	N	58	13	t̪ʊʔlaŋ;gɨŋ;kʌrʌŋ;ŋkɔɔnɔ;kɔlɔŋ
ɲ	ɲ	N	3	3	hiɲi;nadɔɔ_ɲɛdən;kɨmʌɲuk
^ŋw	ŋw/ŋʷ	N	1	1	ŋwarak
b	b	P	21	16	kəbaha;kan_bajʊk;cibʌ_kəmaadəh;kəbaɟʊk;bʊlɓa
p	p	P	10	2	puli;t̪apaʔak;pɨnʌ;kʊdampaŋ;pan
ɓ	ɓ	P	1	1	bʊlɓa
r	r	R	41	23	kuh_arɔɔr;kuh_arɔɔr;rɔʔɔr;rɔʔɔr;kʌrʌŋ
ɽ	ɽ	R	10	9	kuɽuun;kuuɽu;kut̪uɽuul;ʊt̪waaɽi;kwaaɽək
d	d	T	67	47	adijaa;kidii;iduu;cidʌ;cibʌ_kəmaadəh
t	t	T	1	1	ɪntədakwalɔŋ
t̪	t̪	T	42	22	t̪ʊʔlaŋ;t̪ɛk;nt̪ʌhi;jant̪ər;t̪un
o	o	U	6	4	kumoŋ;kɔdɔjon;t̪omo;t̪omo;llo
ɔ	ɔ	U	34	29	ilɔk;rɔʔɔr;rɔʔɔr;ŋkɔɔnɔ;kɔlɔŋ
oo	oː	U	3	3	ciboonin;hoohook;hoohook
ɔɔ	ɔː	U	7	5	kuh_arɔɔr;ŋkɔɔnɔ;alakɔɔ;mɔɔk;nadɔɔ_ɲɛdən
w	w	W	63	35	ahɛh_wʌlwʌʔl;ahɛh_wʌlwʌʔl;imʌnʌ_idʌwun;kɨdʌwun;walwal
u	u	Y	87	78	kulijiil;kuh_arɔɔr;kuɽuun;t̪un;puli
ʊ	ʊ	Y	31	24	t̪ʊʔlaŋ;kan_bajʊk;kalʊk;kalʊk;lɛlmʊk
uu	uː	Y	9	7	kuɽuun;iduu;kuuɽu;kuu;kut̪uɽuul
_	+	_	26	26	kuh_arɔɔr;kan_bajʊk;ahɛh_wʌlwʌʔl;cibʌ_kəmaadəh;imʌnʌ_idʌwun
kw	kw/k w	K W	10	2	kwarəl;kwʌrɨh;kwɔnɔ;kwala;kwaləŋ
