Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		258	NULL	toipma;epile;jauonp;uaxa;koma
$	NULL		259	NULL	toipma;epile;jauonp;uaxa;koma
a	a	A	142	103	toipma;jauonp;uaxa;uaxa;koma
aa	aː	A	3	2	uxaap;uaap;auxaa
ts	ts	C	60	9	tapts;puts;alets;nets;oxots
e	e	E	165	109	epile;epile;jnxe;jnxe;oseju
x	x	G	24	21	uaxa;jnxe;jnxe;uxaap;oxots
i	i	I	60	60	toipma;epile;kilatssp;jasijato;zakuekip
j	j	J	65	25	jauonp;jnxe;jnxe;oseju;jasijato
k	k	K	119	61	koma;kilatssp;naksp;pele_kele;zakuekip
kk	kk/kː	K	3	3	nakstikkits;akkiks;akkisats
l	l	L	87	67	epile;kilatssp;pejuelet;pele_kele;pele_kele
ll	ll/lː	L	1	1	ellu
^ll	lː	L	1	1	llu
m	m	M	68	47	toipma;koma;timp;namts;lokuep_moitle_lokuep
n	n	N	34	25	jauonp;jnxe;jnxe;naksp;nets
p	p	P	136	33	toipma;epile;jauonp;azupu;kilatssp
s	s	S	74	34	oseju;naksp;jasijato;soto;asp
z	z	S	9	2	azupu;zakuekip;zu;mezup;zap
t	t	T	58	28	toipma;jasijato;pejuelet;soto;tapts
tt	tt/tː	T	4	4	attoxo;nisakatts;ettuxu;losiepijtts
o	o	U	81	63	toipma;jauonp;koma;oseju;jasijato
oo	oː	U	2	1	poop;uoo
w	w	W	19	12	jsjawomp_moitle_alapea;wits;watasp;jsjawomp;jsjawomp_moitle_tamop
u	u	Y	141	105	jauonp;uaxa;azupu;azupu;oseju
uu	uː	Y	2	1	suup;wo_puu
_	+	_	32	32	pele_kele;le_ajep;kule_lukuep;kus_ankp;lokuep_moitle_lokuep
tss	t ss/sː	T S	1	1	kilatssp
