Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		315	NULL	qulaa;iqsi;aquvatiɣun;iluqaan;uumisuk
$	NULL		315	NULL	qulaa;iqsi;aquvatiɣun;iluqaan;uumisuk
a	a	A	287	196	aquvatiɣun;aquvatiɣun;taliq;taliq;aʁɹa
aa	aː	A	60	42	qulaa;iluqaan;ataaniit;saniʁaaniit;suŋauɹaaq
v	v	B	19	18	aquvatiɣun;sivuani;suvluaq;nuvija;uvluq
vv	vv/vː	B	3	3	avvaq;uvva;tivvuaq
ɣ	ɣ	G	20	20	aquvatiɣun;saaɣaq;iɲuɣiakit;iɲuɣauɹaq;iɣniq
ɣɣ	ɣɣ/ɣː	G	1	1	iɣɣiaq
I	I/i	I	3	3	qitqaIJniit;tallimat_piIŋasut;alIa
i	i	I	224	159	iqsi;iqsi;aquvatiɣun;iluqaan;uumisuk
ii	iː	I	13	11	atakkii;tunuaniit;ataaniit;saniʁaaniit;qitqaIJniit
j	j	J	25	25	aŋutaijaaq;nuvija;aʁnaijaaq;aŋajuqakʃaq;pujuq
k	k	K	111	21	uumisuk;piʎuk;kii;auk;ipkiʎaq
q	q	K	173	36	qulaa;iqsi;aquvatiɣun;iluqaan;taliq
kk	kk/kː	K	3	3	atakkii;ikkat;ikka
qq	qq/qː	K	4	4	iqquk;siqquq;utuqqau;utuqqau
l	l	L	58	57	qulaa;iluqaan;taliq;taliq;suvluaq
ɬ	ɬ	L	3	3	iɬuaq;qaqɬuuk;akɬunaaq
ʎ	ʎ	L	12	12	piʎuk;siiʁʎiɲɲaq;ipkiʎaq;iʎu;iʎisima
ll	ll/lː	L	6	6	tallimat_piIŋasut;tallimat;nallaq;tallimat_malʁuk;kalluk
ʎʎ	ʎʎ/ʎː	L	1	1	piiʎʎiuq
m	m	M	41	27	uumisuk;amiʁaq;tiŋmiaq;maŋaq;timi
mm	mm/mː	M	5	5	qimmiq;uumman;qaummaq;immuk;samman
n	n	N	72	34	aquvatiɣun;iluqaan;niʁɹun;niʁɹun;sivuani
ŋ	ŋ	N	34	33	aŋi;tiŋmiaq;maŋaq;suŋauɹaaq;aŋutaijaaq
ɲ	ɲ	N	13	12	iɲuɣiakit;iɲuɣauɹaq;iɲuu;iɲuɣiak;iɲuk
nn	nn/nː	N	5	5	mannik;uunnaak;unnuaq;unna;ikpakʃaq_unnuŋman
ŋŋ	ŋŋ/ŋː	N	4	4	tiŋŋiq;quliŋŋuʁutaiʎaq;maŋŋuq;saŋŋi
ɲɲ	ɲɲ/ɲː	N	2	2	siiʁʎiɲɲaq;siiʁʎiɲɲaq
p	p	P	37	20	piʎuk;ipkiʎaq;piʁiŋa;ipqu;paliuma
pp	pp/pː	P	1	1	alappaaq
ɹ	ɹ	R	13	13	niʁɹun;aʁɹa;suŋauɹaaq;iɹi;iɲuɣauɹaq
ʁ	ʁ	R	42	42	niʁɹun;aʁɹa;amiʁaq;aqiaʁuq;saniʁaaniit
ʁʁ	ʁʁ/ʁː	R	3	3	iʁʁi;maʁʁaɹaaq;taʁʁaq
s	s	S	56	19	iqsi;uumisuk;sivuani;saniʁaaniit;siiʁʎiɲɲaq
ʃ	ʃ	S	17	13	nauttʃiaq;aittʃuq;quttʃik;aŋajuqakʃaq;aaquakʃaq
J	J/dʒ	T	1	1	qitqaIJniit
t	t	T	113	48	aquvatiɣun;taliq;taliq;atakkii;tunuaniit
tt	tt/tː	T	13	13	nauttʃiaq;aittʃuq;quttʃik;ittʃakʃat;aattʃauq
u	u	Y	251	186	qulaa;aquvatiɣun;aquvatiɣun;iluqaan;uumisuk
uu	uː	Y	8	3	uumisuk;nakuu;uumman;uunnaak;qaqɬuuk
_	+	_	5	5	tallimat_piIŋasut;qulit_atausiq;tallimat_malʁuk;qulit_malʁuk;ikpakʃaq_unnuŋman
