Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		278	NULL	saxaɬi;qʼass;konawe;naxaxax;tʃoiɬaɬa
$	NULL		274	NULL	saxaɬi;konawe;naxaxax;tʃoiɬaɬa;epepoteptk
a	a	A	291	209	saxaɬi;saxaɬi;qʼass;konawe;naxaxax
^aa	aː	A	1	1	aapitɬait
aa$	aː	A	2	2	ɬkanaa;ɬkanaa
ts	ts	C	13	7	epeotsox;tses;opeutsax;ooɬpitski;ptsex
tsh	tsh/tsʰ	C	5	1	tsheɬux;ephatsh;sitshum;tɬpeatsh;apaktsh
e	e	E	106	70	konawe;epepoteptk;epepoteptk;epepoteptk;epepoteptk
ee$	eː	E	1	1	tsee
x	x	G	57	29	saxaɬi;naxaxax;naxaxax;naxaxax;tɬenawux
xh	xh/xʰ	G	3	3	jaxhaɬ;puxhuneka;haxha
χ$	χ	G	1	1	kuχ
h	h	H	8	5	hunɬkex;etɬupahais;oehut;jahkisith;haxha
hw	hw/hʷ	H	1	1	pihwatti
i	i	I	103	82	saxaɬi;tʃoiɬaɬa;masatʃhi;jaqʼatin;kikhwiɬɬi
ii	iː	I	3	3	xɬwhaiit;withɬepaiit;withɬepaiit
j	j	J	19	8	jaqʼatin;qajaqt;kaijaqʼs;ntiaija;ejoka
k	k	K	160	108	konawe;epepoteptk;epepoteptk;kemom;kutʼsʼ
q	q	K	10	3	qajaqt;qajaqt;tɬqulaula;ʃpeq;qatʃau
g$	g	K	1	1	ʃg
kh	kh/kʰ	K	7	7	akhunna;jakha;okhawe;ipakhaɬ;tiɬɬikhum
kk	kk/kː	K	8	8	ekkek;ekkek;tɬkukkeke;tɬkukkeke;tɬkukkaɬa
kʼ	kʼ	K	15	12	tɬukʼupst;ikʼewax;ɬekʼups;kʼuɬkʼuɬ;kʼuɬkʼuɬ
qʼ	qʼ	K	32	7	qʼass;jaqʼatin;kaijaqʼs;qʼeʃqʼeʃ;qʼeʃqʼeʃ
l	l	L	9	5	tke_ltkel;tke_ltkel;tɬqulaula;tɬqulaula;lqie_latsʼita
ɬ	ɬ	L	156	110	saxaɬi;tʃoiɬaɬa;tʃoiɬaɬa;okotaɬ;tɬenawux
ɬh	ɬh/ɬ̥	L	6	5	tɬokwunɬh;apatxɬhaɬapa;opeɬhost;ɬkeɬhotetuk;aɬhupso
ɬɬ	ɬɬ/ɬː	L	5	5	kikhwiɬɬi;kaɬɬaknɬa;kipaɬɬawuɬ;shuɬɬojapa;tiɬɬikhum
ɬʼ	ɬʼ	L	2	1	tɬʼmen;metɬʼ
m	m	M	37	20	kemom;kemom;masatʃhi;temen;noponum
n	n	N	53	29	konawe;naxaxax;tɬenawux;kanpatuk;jaqʼatin
nn	nn/nː	N	2	2	akhunna;epeminqʼinnepat
p	p	P	65	49	epepoteptk;epepoteptk;epepoteptk;epepoteptk;epepoteptk
ph	ph/pʰ	P	3	3	ephatsh;kapho;kapho
s	s	S	52	14	saxaɬi;masatʃhi;kaijaqʼs;spook;spook
ʃ	ʃ	S	12	2	qʼeʃqʼeʃ;qʼeʃqʼeʃ;oiʃ;ʃpeq;qʃo
sh	sh/sʰ	S	7	6	shuɬɬojapa;tɬkushkashka;tɬkushkashka;tɬkushkashka;tɬkushkashka
ss$	ss/sː	S	2	2	qʼass;tɬonass
t	t	T	186	78	epepoteptk;epepoteptk;epepoteptk;epepoteptk;okotaɬ
th	th/tʰ	T	6	4	okwuɬtha;qʼuɬth;withɬepaiit;withɬepaiit;jahkisith
tt	tt/tː	T	3	3	jakanatti;jutskutta;pihwatti
tʃ	tʃ	T	5	2	tʃoiɬaɬa;otxuit_tʃu;qatʃau;tʃam;tʃekut
^tt	tː	T	1	1	ttɬuksta
^tʼ	tʼ	T	1	1	tʼake
tsʼ	tsʼ	T	2	2	lqie_latsʼita;kutsʼa
twh	twh/tʷʰ	T	3	2	estwhuɬ;twhut;aputwhe
tʃh	tʃh/tʃʰ	T	1	1	masatʃhi
tʼsʼ	tsʼ	T	3	1	kutʼsʼ;wetʼsʼa;itʼsʼ
o	o	U	73	49	konawe;tʃoiɬaɬa;epepoteptk;epepoteptk;kemom
oo	oː	U	5	2	spook;spook;ooɬpitski;oot;ootɬax
w	w	W	39	31	konawe;tɬenawux;tɬawɬkt;kawaxe;wetʼsʼa
wh	wh/w̥	W	2	1	xɬwhaiit;tɬiminawhut
u	u	Y	112	105	kutʼsʼ;tɬenawux;kanpatuk;tɬokwunɬh;okwuɬtha
uu	uː	Y	1	1	ejuxeɬauun
_	+	_	10	10	tke_ltkel;tatɬeɬum_ikom_ixt;tatɬeɬum_ikom_ixt;otxuit_tʃu;ku_tkut
kw	kw/k w	K W	3	3	tɬokwunɬh;okwuɬtha;tɬakwuɬk
khw	khw/kʰ w	K W	1	1	kikhwiɬɬi
