Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		299	NULL	əpʂakʼa;qaɕtan;əwəʒ_jətawə;ʑəm_daɬatajan;zakʼa
$	NULL		302	NULL	əpʂakʼa;qaɕtan;əwəʒ_jətawə;ʑəm_daɬatajan;zakʼa
^gw$	gʷ	K	1	1	gw
a	a	A	296	198	əpʂakʼa;əpʂakʼa;qaɕtan;qaɕtan;əwəʒ_jətawə
aa	aː	A	72	64	qaamzagw;jaaʑa;ʔaajawə;pχaaʃw;daaxa
f	f	B	29	10	aazəfaagw;maafa;qjafaxən;tfə;fatar
v	v	B	2	1	vədaɮbɮjəvaat;vədaɮbɮjəvaat
ts	ts	C	6	3	jatsaqan;tsaakwa;ptsaʒəj;wətsə;tsə
tʂ	ʈʂ	C	5	1	tʂəʔa;tʂan;tʃafəntʂa;tʂəjan;tʂəgə
ə	ə	E	198	137	əpʂakʼa;əwəʒ_jətawə;əwəʒ_jətawə;əwəʒ_jətawə;əwəʒ_jətawə
x	x	G	17	11	gwbʒəpx;daaxa;ʃxən;qjafaxən;zaxaxən
χ	χ	G	2	2	pχaaʃw;naχ_ʐʁaj
χw	χw/χʷ	G	35	25	ʔaχwaamb;ʃχwaantʼa;zpʁwə_χwʁa;psəχwa;pʃaaχwa
^χw	χʷ	G	1	1	χwraaj
ħ	ħ	H	12	10	naħəpa;qwpʂħa;ħa;ʂħa;ħaadʒəʁa
ʔ	ʔ	H	14	4	zəwəʔaʃən;zəwəʔaʃən;ʔaajawə;tʂəʔa;bəʔwabəɕ
^ʔw	ʔʷ	H	3	3	ʔwəpʃʼa;ʔwəʁwa;ʔwəʒw
j	j	J	45	18	əwəʒ_jətawə;ʑəm_daɬatajan;jaaʑa;ʔaajawə;jənawə
g	g	K	2	2	ɬaaga;tʂəgə
k	k	K	1	1	pska
q	q	K	13	4	qaɕtan;qaamzagw;jatsaqan;pqə;ʑə_qaɕan
kʼ	kʼ	K	36	15	əpʂakʼa;zakʼa;kʼəb;qakʼwan;ʃʼwnkʼə
qw	qw/qʷ	K	15	3	qwpʂħa;nəqwa;ɬaaqwa;ɬaaqwa;qwʂħa
gw$	gw/gʷ	K	5	5	qaamzagw;aazəfaagw;ɬagw;samagw;ʁwagw
l	l	L	1	1	dwapwalnjanjəja
ɬ	ɬ	L	30	22	ʑəm_daɬatajan;ɬə;ɬagw;bʁabəɬən;ɬaaga
ɮ	ɮ	L	9	8	bəɮəm;vədaɮbɮjəvaat;vədaɮbɮjəvaat;ɮə;tjatʼsʼaɮan
