Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
ɬʼ	ɬʼ	L	5	2	ɬʼan;pɬʼə;ɬʼə;ɬʼəʒə;jasəɬʼan
m	m	M	34	20	ʑəm_daɬatajan;bəɮəm;qaamzagw;sədaa_pʼwama;maafa
n	n	N	84	24	qaɕtan;ʑəm_daɬatajan;zəwəʔaʃən;zəwəʔaʃən;naħəpa
b	b	P	30	14	gwbʒəpx;bəɮəm;kʼəb;nəba;bara
p	p	P	69	14	əpʂakʼa;gwbʒəpx;pχaaʃw;naħəpa;japɕan
r	r	R	30	25	bara;taraz;fatar;aaraʃʼanər;aaraʃʼanər
ʁ	ʁ	R	14	11	ətʼʂʼaʁə;ħaadʒəʁa;qaʁaaʁ;qaʁaaʁ;bʁabəɬən
ʁw	ʁw/ʁʷ	R	16	9	ʁwʂa;wantaʁw;bʁw;ʁwagw;tʼsʼəf_aaɕəʁw
s	s	S	25	4	sədaa_pʼwama;stən;pska;saapa;psənkʼa
z	z	S	21	10	zakʼa;qaamzagw;zəwəʔaʃən;zəwəʔaʃən;aazəfaagw
ɕ	ɕ	S	18	7	qaɕtan;japɕan;ʑə_qaɕan;waʃwaapɕa;bəʔwabəɕ
ʂ	ʂ	S	18	2	əpʂakʼa;ʂwantʼa;qwpʂħa;ʂawaʒəj;ʂwanə
ʃ	ʃ	S	31	3	zəwəʔaʃən;zəwəʔaʃən;pχaaʃw;waʃwaapɕa;ʃxən
ʐ	ʐ	S	1	1	naχ_ʐʁaj
ʑ	ʑ	S	17	6	ʑəm_daɬatajan;jaaʑa;ʑə_qaɕan;tʃəʑawə;jaʑaaʂwa
ʒ	ʒ	S	20	5	əwəʒ_jətawə;gwbʒəpx;ʂawaʒəj;ʔabʒaan;ptsaʒəj
ʃʼ	ʃʼ	S	15	1	ʃʼwtʼsʼa;ʃʼwnkʼə;ʃʼwajə;ʃʼən;pʃʼəkʼwzə
d	d	T	19	14	ʑəm_daɬatajan;daaxa;sədaa_pʼwama;dədʒə;vədaɮbɮjəvaat
t	t	T	48	26	qaɕtan;əwəʒ_jətawə;ʑəm_daɬatajan;stən;taraz
dʒ	dʒ	T	6	2	dədʒə;ħaadʒəʁa;ɬagwaandʒ;dʒafə;nəbədʒ
tʃ	tʃ	T	7	1	tʃəʑawə;zatjatʃawə_ɕħən;tʃaan;tʃaɕə;tʃafəntʂa
tʼ	tʼ	T	6	3	ʂwantʼa;ʃχwaantʼa;pkʼaantʼa;pʃʼəkʼwtʼw;tʼwakʼə
tʼsʼ	tsʼ	T	12	4	ʃʼwtʼsʼa;kwtʼsʼə;tjatʼsʼaɮan;kʼwatʼsʼ;tʼsʼa
tʼʂʼ	ʈʂ’	T	1	1	ətʼʂʼaʁə
w	w	W	74	22	əwəʒ_jətawə;əwəʒ_jətawə;zəwəʔaʃən;zəwəʔaʃən;ʔaajawə
_	+	_	19	19	əwəʒ_jətawə;ʑəm_daɬatajan;sədaa_pʼwama;ʑə_qaɕan;xəma_wən
^gwɕ	gʷ ɕ	K S	2	2	gwɕəʔaʁwaaj;gwɕəʔ
gw	gw/g w	K W	5	3	gwbʒəpx;ɬagwaandʒ;zəgwərakʼa;gwara;jagwpʃəsan
kw	kw/k w	K W	3	2	tsaakwa;kwtʼsʼə;kʼaakwa
^kww	kww/kʷ w	K W	2	2	kwwan;kwwə
pʼw	pʼ w	P W	2	1	sədaa_pʼwama;pʼwaankʼa
