Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^t̪h	t̪ʰ	T	16	16	t̪hii_l̪aŋ;t̪haŋ_mot̪;t̪hɔɔŋ;t̪huuk;t̪ham
t̪s̪	ts̪/ts̪	T	7	7	han̪_t̪s̪ai;d̪ii_t̪s̪ai;hua_t̪s̪ai;ɾ̪uu_t̪s̪ak;s̪ii_t̪s̪aaŋ
^t̪s̪	ts̪	T	3	3	t̪s̪a_muuk;t̪s̪et̪;t̪s̪aam
t̪s̪h	t̪s̪h/ts̪ʰ	T	8	8	phuu_t̪s̪haai;ɾ̪ot̪_t̪s̪haat̪;phii_t̪s̪haai;phii_t̪s̪haai;n̪ooŋ_t̪s̪haai
^t̪s̪h	ts̪ʰ	T	3	3	t̪s̪hɨɨ;t̪s̪hɨɨak;t̪s̪haa
o	o	U	26	26	bon̪;t̪haŋ_mot̪;mot̪;n̪ok;khom
oo	oː	U	8	7	t̪hooŋ_faa;koon̪;l̪uuk_ka_pook;n̪oon̪;t̪hii_n̪oon̪
ɔ$	ɔ	U	5	5	phɔ;hua_l̪ɔ;t̪ɔ;phɔ;phɔ
ɔɔ	ɔː	U	23	20	kɔɔn̪;t̪hɔɔŋ;d̪ek_n̪ɔɔi;s̪a_mɔɔŋ;ɾ̪ɔɔŋ_hai
w	w	W	8	4	kaaŋ_wan̪;waaŋ;mɛɛŋ_wan̪;wiŋ;t̪a_wan̪
u	u	Y	54	18	kl̪ua;khii_t̪hau;l̪eeu;s̪uai;pau
uu	uː	Y	27	22	ka_d̪uuk;t̪uut̪;t̪huuk;huu;s̪uuŋ
_	+	_	109	109	t̪hii_l̪aŋ;ʔaa_kaat̪;t̪haŋ_mot̪;khii_t̪hau;pɨɨak_mai
^khw	khw/kʰ w	K W	2	2	khwaa;khwaaŋ
