Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		244	NULL	kl̪ua;ʔaa_kaat̪;s̪at̪;mot̪;l̪aŋ
$	NULL		327	NULL	bon̪;kl̪ua;t̪hii_l̪aŋ;ʔaa_kaat̪;t̪haŋ_mot̪
a	a	A	125	121	kl̪ua;t̪hii_l̪aŋ;t̪haŋ_mot̪;khiiat̪;s̪at̪
aa	aː	A	120	89	ʔaa_kaat̪;ʔaa_kaat̪;khaaŋ_l̪aŋ;khaaŋ_t̪am;khaaŋ_khaaŋ
f	f	B	7	2	fun̪;fai;l̪im_fii_paak;fon̪;t̪hooŋ_faa
e	e	E	12	12	d̪ek_n̪ɔɔi;s̪ip_ʔet̪;ɾ̪eu;l̪ep;t̪em
ɤ	ɤ	E	1	1	s̪ii_n̪aam_ŋɤn̪
ee	eː	E	5	4	l̪eeu;meek;t̪ha_l̪ee;l̪een̪;phuuak_ʔeeŋ
ɛ$	ɛ	E	2	2	mɛ;mɛ
ɛɛ	ɛː	E	15	13	khɛɛn̪;khɛɛn̪;bɛɛk;s̪ii_kɛɛ;hɛɛŋ
ɤɤ	ɤː	E	5	2	khii_t̪hɤɤ;s̪a_mɤɤ;t̪haaŋ_d̪ɤɤn̪;s̪a_mɤɤ;bɤɤŋ
h	h	H	17	1	han̪_t̪s̪ai;ɾ̪ɔɔŋ_hai;hɛɛŋ;huu;haa
ʔ	ʔ	H	15	4	ʔaa_kaat̪;n̪aa_ʔok;ʔai;s̪ip_ʔet̪;ʔan̪
i	i	I	72	28	pɨɨak_mai;s̪uai;jai;d̪ek_n̪ɔɔi;han̪_t̪s̪ai
ɨ	ɨ	I	6	6	l̪ɨk;khɨŋ;n̪ɨŋ;kuu_ka_mɨŋ;phuuak_mɨŋ
ii	iː	I	38	29	t̪hii_l̪aŋ;khiiat̪;khii_t̪hau;s̪ii_d̪am;s̪ii_n̪aam_ŋɤn̪
ɨɨ	ɨː	I	16	13	pɨɨak_mai;l̪ɨɨat̪;pɨɨan̪;n̪ɨɨa;mɨɨ
j	j	J	19	3	jai;kl̪aj;jaa;jai;jet̪
k	k	K	66	19	kl̪ua;ʔaa_kaat̪;pɨɨak_mai;kɔɔn̪;n̪ok
kh	kh/kʰ	K	6	6	khaaŋ_khaaŋ;s̪ii_khiau;kok_khaa;phuu_khau;kaaŋ_khɨɨn̪
^kh	kʰ	K	34	34	khiiat̪;khɛɛn̪;khɛɛn̪;khii_t̪hau;khaaŋ_l̪aŋ
l̪	l̪	L	62	17	kl̪ua;t̪hii_l̪aŋ;l̪aŋ;l̪eeu;khaaŋ_l̪aŋ
m	m	M	57	19	t̪haŋ_mot̪;mot̪;pɨɨak_mai;khaaŋ_t̪am;khom
ŋ	ŋ	N	64	23	t̪hii_l̪aŋ;t̪haŋ_mot̪;l̪aŋ;khaaŋ_l̪aŋ;khaaŋ_l̪aŋ
n̪	n̪	N	122	23	bon̪;khɛɛn̪;khɛɛn̪;kɔɔn̪;n̪ok
p	p	P	32	5	pɨɨak_mai;pau;pɨɨan̪;pɛɛt̪;s̪ip_ʔet̪
^b	b	P	9	9	bon̪;bɛɛk;bot̪;bin̪;baan̪
ph	ph/pʰ	P	1	1	met̪_phak
^ph	pʰ	P	18	18	phɔ;phau;phom;phuu_t̪s̪haai;phuu_khau
^ɾ̪	ɾ̪/ɾ	R	5	5	ɾ̪ɔɔŋ_hai;ɾ̪eu;ɾ̪ɔɔn̪;ɾ̪uu_t̪s̪ak;ɾ̪ot̪_t̪s̪haat̪
s̪	s̪	S	34	8	s̪at̪;s̪uai;s̪ii_d̪am;s̪ii_n̪aam_ŋɤn̪;s̪a_mɔɔŋ
d̪	d̪	T	20	9	s̪ii_d̪am;ka_d̪uuk;d̪ek_n̪ɔɔi;d̪in̪;n̪it̪_d̪iau
t̪	t̪	T	48	5	ʔaa_kaat̪;t̪haŋ_mot̪;khiiat̪;s̪at̪;mot̪
t̪h	t̪h/t̪ʰ	T	4	4	khii_t̪hau;khii_t̪hɤɤ;khon̪_t̪hau;khon̪_t̪hau
