Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		191	NULL	lɑɳə;taŋəmpi;məlakawuja;jilkuwuru;ŋanuŋkum
$	NULL		190	NULL	lɑɳə;taŋəmpi;məlakawuja;jilkuwuru;ŋanuŋkum
a	a	A	216	194	taŋəmpi;məlakawuja;məlakawuja;məlakawuja;ŋanuŋkum
ɑ	ɑ	A	7	7	lɑɳə;dʒɑm;məɾɑŋari;kəlɑki;kəlɑki
ff	fː	B	1	1	kUffŋam
v$	v	B	1	1	tinjdʒiɾucav
c	c	C	1	1	tinjdʒiɾucav
ə	ə	E	52	40	lɑɳə;taŋəmpi;məlakawuja;kawumpə;wəʈ
i	i	I	105	55	taŋəmpi;jilkuwuru;jilak;wanjakinj;papidʒ
j	j	J	84	59	məlakawuja;jilkuwuru;jakawaɭa;jilak;wanjakinj
g	g	K	1	1	mənkawugood
k	k	K	108	49	məlakawuja;jilkuwuru;ŋanuŋkum;ŋanuŋkum;kawumpə
l	l	L	44	35	lɑɳə;məlakawuja;jilkuwuru;dʒaluŋuru;jilak
ɭ	ɭ	L	17	16	jakawaɭa;ŋuɭukpu;muɭum;pataɭ;maɭam
ʎ	ʎ	L	2	2	kiʎiŋəm;ŋəʎak
m	m	M	65	20	taŋəmpi;məlakawuja;ŋanuŋkum;ŋanuŋkum;kawumpə
n	n	N	67	43	ŋanuŋkum;ŋanuŋkum;paʈun;nawara;wanjakinj
ŋ	ŋ	N	73	39	taŋəmpi;ŋanuŋkum;ŋanuŋkum;ŋanuŋkum;ŋanuŋkum
ɳ	ɳ	N	5	5	lɑɳə;kəɳkak;kaɳkinj;kəɳka;mərkəɳpə
p	p	P	51	29	taŋəmpi;kawumpə;paʈun;kaɾadʒpə;papidʒ
r	r	R	28	25	jilkuwuru;dʒaluŋuru;nawara;kunt̪ur;pərdʒikə
ɾ	ɾ	R	28	24	kaɾadʒpə;pijanj_wuɾadʒ;ŋaɾak;kəɾəwul;ɾuram
t	t	T	16	6	taŋəmpi;wantadʒ;pataɭ;jantər;tanjdʒa
ʈ	ʈ	T	4	2	paʈun;wəʈ;jaʈəm;ɾuʈ
d$	d	T	1	1	mənkawugood
dʒ	dʒ	T	34	17	dʒaluŋuru;dʒɑm;kaɾadʒpə;papidʒ;wantadʒ
t̪	t̪	T	8	1	kunt̪ur;t̪ət;t̪ət;t̪ulŋunj;t̪amanj
^dʒH	dʒʰ	T	1	1	dʒHam
o	o	U	1	1	dʒarokpə
oo	oː	U	1	1	mənkawugood
w	w	W	38	27	məlakawuja;jilkuwuru;kawumpə;jakawaɭa;nawara
U	u/u	Y	1	1	kUffŋam
u	u	Y	123	100	məlakawuja;jilkuwuru;jilkuwuru;jilkuwuru;ŋanuŋkum
_	+	_	1	1	pijanj_wuɾadʒ
