Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		289	NULL	daʔu;dodato;oara;moini;goʔoro
$	NULL		289	NULL	daʔu;dodato;oara;moini;goʔoro
a	a	A	259	165	daʔu;dodato;oara;oara;haiwani
f	f	B	2	2	ofi;hafu
c	c	C	17	4	cira;cai;cori;kocowoʔo;caiʔiti
ɟ	ɟ	C	3	1	ɟelele;aɟele;ɟoloʔoro
e	e	E	101	54	enoʔo;karena;lese;lese;bero
h	h	H	5	3	haiwani;hafu;borohaso;ahu;kohi
ʔ	ʔ	H	111	110	daʔu;goʔoro;babaʔaʔdusu;babaʔaʔdusu;duʔduʔolo
i	i	I	130	72	moini;moini;haiwani;haiwani;giama
j	j	J	2	1	mojala;jaiʔi
g	g	K	38	17	goʔoro;giama;giama;gagoro;gagoro
k	k	K	39	9	karena;kotuʔu;kotuʔu;kakamoʔo;kakamoʔo
ɠ	ɠ	K	3	3	puɠa;raraɠa;raraɠa
l	l	L	61	42	duʔduʔolo;lamoʔo;mojala;lese;belero
m	m	M	49	32	moini;giama;giama;itomo;lamoʔo
n	n	N	52	47	moini;haiwani;enoʔo;karena;ŋaunu
ŋ	ŋ	N	51	37	ŋaunu;diʔdiŋi;seŋene;toʔaŋere;dowaŋa
ɲ	ɲ	N	6	1	ɲeloʔo;ɲareʔe;ɲagimoi;ɲiutu;baɲo
b	b	P	53	11	babaʔaʔdusu;babaʔaʔdusu;bababata;bababata;bababata
p	p	P	10	6	puɠa;ropu;polono;repe;peletoro
ɓ	ɓ	P	10	6	buɓu;kuɓali;baɓa;buɓuŋu;ɓiʔi
r	r	R	72	53	oara;goʔoro;cira;rouso;karena
s	s	S	38	27	babaʔaʔdusu;rouso;siʔda;dusuʔu;lese
d	d	T	65	39	daʔu;dodato;dodato;babaʔaʔdusu;duʔduʔolo
t	t	T	48	35	dodato;itomo;bababata;kotuʔu;kotuʔu
o	o	U	200	126	dodato;dodato;oara;moini;goʔoro
w	w	W	17	14	haiwani;kocowoʔo;dowaŋa;biwisi;ciawa
u	u	Y	118	65	daʔu;babaʔaʔdusu;babaʔaʔdusu;duʔduʔolo;duʔduʔolo
