Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		258	NULL	qəɬəla;wiʔla;ɬawis;gəlgəʔɔmas;uʔχuxwtʼsʼaneʔ
$	NULL		271	NULL	qəɬəla;wiʔla;ɬawis;gəlgəʔɔmas;uʔχuxwtʼsʼaneʔ
a	a	A	235	148	qəɬəla;wiʔla;ɬawis;gəlgəʔɔmas;uʔχuxwtʼsʼaneʔ
aa$	aː	A	1	1	naa
c	c	C	1	1	məɬcəmgusto
^ts	ts	C	3	3	tsaxəniʔ;tsənχweʔ;tsəlχwa
e	e	E	18	16	uʔχuxwtʼsʼaneʔ;jeʔxba;uqʼwineʔ;iʔwanutʼsʼəχsteʔ;qʼwaqʼwaxtʼsʼaneʔ
ə	ə	E	199	178	qəɬəla;qəɬəla;gəlgəʔɔmas;gəlgəʔɔmas;əwigaʔji
x	x	G	25	19	tsaxəniʔ;kʼəxʔid;jeʔxba;hasdəxəla;xiqəla
χ	χ	G	20	9	uʔχuxwtʼsʼaneʔ;χaq;iʔwanutʼsʼəχsteʔ;gaχən;ləχɔ
xw	xw/xʷ	G	15	14	uʔχuxwtʼsʼaneʔ;phuxwəla;dzəlxwʔid;qʼaxwʔid;qəxwa
xʼ	xʼ	G	1	1	pʼaxʼi
χw	χw/χʷ	G	4	3	tsənχweʔ;tʼuχw;tsəlχwa;dlaχwʔi
^χw	χʷ	G	1	1	χwitɬa
ʔ	ʔ	H	124	87	wiʔla;gəlgəʔɔmas;uʔχuxwtʼsʼaneʔ;uʔχuxwtʼsʼaneʔ;əwigaʔji
^h	h	H	8	8	hasdəxəla;həʔmaph;haga;hadzəχsthala;hiɬqʼuɬtʼsʼana
i	i	I	127	95	wiʔla;ɬawis;əwigaʔji;əwigaʔji;tsaxəniʔ
j	j	J	27	18	əwigaʔji;jaq;jeʔxba;ənwaʔji;jaxʔaliɬ
g	g	K	30	17	gəlgəʔɔmas;gəlgəʔɔmas;əwigaʔji;gaχən;gətha
q	q	K	24	12	qəɬəla;jaq;χaq;xiqəla;wənqəla
ɢ	ɢ	K	44	28	ɢəʔjaɢəs;ɢəʔjaɢəs;ɢaɢadina;ɢaɢadina;gəʔgəlɢu
qw	qw/qʷ	K	15	7	əlqwa;ɬəqwa;səlqwaɬa;qwəxʔəlʔs;qwisala
qʼ	qʼ	K	54	8	qʼwaɬubas;uqʼwineʔ;daqʼuthəla;qʼənaʔisa;qʼwasa
q̓	qʼ	K	1	1	thəq̓i
^kh	kʰ	K	1	1	khutʼamas
^kʼ	kʼ	K	1	1	kʼəxʔid
^ɢw	ɢʷ	K	1	1	ɢwəntʼa
l	l	L	111	101	qəɬəla;wiʔla;gəlgəʔɔmas;əbsaliɬ;walas
ɬ	ɬ	L	46	32	qəɬəla;ɬawis;qʼwaɬubas;əbsaliɬ;tʼsʼuɬa
ɬʼ	ɬʼ	L	9	9	tʼɬʼəʔwɔ;pʼipʼatʼɬʼumas;χatʼɬʼəgila;wətʼɬʼaχ;tʼɬʼasanɔʔji
m	m	M	71	45	gəlgəʔɔmas;pʼipʼatʼɬʼumas;babagwəm;dzaʔma;həʔmaph
n	n	N	71	48	uʔχuxwtʼsʼaneʔ;tsaxəniʔ;bəʔni;uqʼwineʔ;iʔwanutʼsʼəχsteʔ
b	b	P	12	8	qʼwaɬubas;bəʔni;əbsaliɬ;jeʔxba;babagwəm
ph	ph/pʰ	P	11	1	həʔmaph;phəlsphəl;waph;ɢaɢəmph;ɢaɢəmph
pʼ	pʼ	P	12	5	pʼipʼatʼɬʼumas;pʼipʼatʼɬʼumas;pʼadəxsthu;pʼəspʼəʔju;pʼəspʼəʔju
^ph	pʰ	P	4	4	phuxwəla;phəgədzu;phəlawas;phəlsphəl
s	s	S	91	17	ɬawis;gəlgəʔɔmas;qʼwaɬubas;əbsaliɬ;walas
z	z	S	10	10	dzasa;dzaʔma;phəgədzu;əldzi;hadzəχsthala
ʔs$	ʔs/ˀs	S	4	4	qwəxʔəlʔs;xumʔs;sɢəmʔs;qʼiʔs
d	d	T	53	16	kʼəxʔid;dzasa;dzaʔma;hasdəxəla;daqʼuthəla
t	t	T	19	17	iʔwanutʼsʼəχsteʔ;tɬin;χwitɬa;wətɬələn;əʔwitɬəla
th	th/tʰ	T	14	12	thəq̓i;daqʼuthəla;pʼadəxsthu;gətha;aɬusthɔ
tʼ	tʼ	T	20	11	tʼɬʼəʔwɔ;pʼipʼatʼɬʼumas;tʼəqa;χatʼɬʼəgila;khutʼamas
tʼsʼ	tsʼ	T	30	12	uʔχuxwtʼsʼaneʔ;tʼsʼuɬa;iʔwanutʼsʼəχsteʔ;watʼsʼi;tʼsʼigwənu
ɔ	ɔ	U	13	9	gəlgəʔɔmas;tʼɬʼəʔwɔ;ləχɔ;aɬusthɔ;tʼsʼɔ
o$	o	U	1	1	məɬcəmgusto
w	w	W	62	6	wiʔla;ɬawis;qʼwaɬubas;əwigaʔji;tʼɬʼəʔwɔ
u	u	Y	85	59	uʔχuxwtʼsʼaneʔ;uʔχuxwtʼsʼaneʔ;qʼwaɬubas;pʼipʼatʼɬʼumas;tʼsʼuɬa
gw	gw/g w	K W	10	10	babagwəm;tʼsʼigwənu;maʔɬgwəʔnaɬ;gugwəʔju;qʼwəlʔjagwəʔnaqwəla
khw	khw/kʰ w	K W	1	1	tʼsʼəlkhwən
