Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		308	NULL	lidʒti;səsətidʒi;to̞lo̞;iʔtuj;dʒaχo̞m
$	NULL		314	NULL	lidʒti;səsətidʒi;to̞lo̞;iʔtuj;dʒaχo̞m
_$	NULL		2	2	amasdʒʔ_;o̞o̞hwo̞ʔ_
a	a	A	262	170	dʒaχo̞m;dʒʔe̞n̪apʃiita;dʒʔe̞n̪apʃiita;lappaw;lappaw
aa	aː	A	28	16	dʒe̞n̪aadʒdʒiqa;aalu;haʔtaamile̞l;ataa;pe̞laa
ts	ts	C	4	4	iʔtsit;itspo̞ʔii;malustsi;haʔaqe̞lmalustsi
ə	ə	E	21	10	səsətidʒi;səsətidʒi;jaljudʒən̪;mate̞kʔdʒə;taxkə
^e	e	E	1	1	el
e̞	e̞	E	65	53	dʒʔe̞n̪apʃiita;e̞le̞ʔwo̞qo̞dʒi;dʒe̞n̪aadʒdʒiqa;dʒo̞dʒe̞;asdʒe̞
^e̞	e̞	E	9	9	e̞le̞ʔwo̞qo̞dʒi;e̞qo̞ʔjui;e̞sa;e̞pho̞i;e̞phate̞
e̞e̞	e̞ː	E	17	10	hake̞e̞dʒi;dʒe̞e̞wa;təme̞e̞kaji;o̞we̞e̞;jame̞e̞
^e̞e̞	e̞ː	E	2	2	e̞e̞n̪un̪;e̞e̞n̪un̪
x	x	G	31	8	xaʃ;taxkə;taxaʔdʒ;wataxdʒudʒi;dʒo̞o̞kdʒəjaxdʒimii
χ	χ	G	26	13	dʒaχo̞m;aχti;χo̞ladʒ;χimal;ilo̞dʒʔχe̞o̞
χw	χw/χʷ	G	2	2	qo̞χwaj;ale̞χwo̞qai
h	h	H	27	12	ahphlaʔ;hake̞e̞dʒi;in̪aht;haʔtaamile̞l;hamisaχto̞mə
ʔ	ʔ	H	82	64	iʔtuj;dʒʔe̞n̪apʃiita;tʔuqo̞;e̞le̞ʔwo̞qo̞dʒi;ahphlaʔ
hw	hw/hʷ	H	1	1	o̞o̞hwo̞ʔ_
i	i	I	206	82	lidʒti;lidʒti;səsətidʒi;səsətidʒi;iʔtuj
ii	iː	I	20	9	dʒʔe̞n̪apʃiita;piin̪o̞kh;aqdʒajan̪iim;tiiqaʔte̞;tiiji
j	j	J	36	22	iʔtuj;tijat;dʒumijo̞o̞si;e̞qo̞ʔjui;jaljudʒən̪
jj	jː	J	1	1	palajjudʒo̞o̞lo̞
k	k	K	35	23	hake̞e̞dʒi;po̞o̞k;mate̞kʔdʒə;taχkajwi;aʔlaʔmo̞ki
q	q	K	42	26	tʔuqo̞;ilqo̞s;e̞le̞ʔwo̞qo̞dʒi;dʒe̞n̪aadʒdʒiqa;e̞qo̞ʔjui
qw	qw/qʷ	K	1	1	tuqwisdʒaalo̞
kh$	kh/kʰ	K	1	1	piin̪o̞kh
l	l	L	95	75	lidʒti;to̞lo̞;lappaw;lappaw;ilqo̞s
ll	ll/lː	L	2	2	mallis;χallo̞q
lh$	lh/l̥	L	1	1	alh
m	m	M	71	49	dʒaχo̞m;aʔtuʔmi;dʒumijo̞o̞si;uwaso̞m;samtal
mm	mm/mː	M	4	2	iumm;amm;imaslimma;e̞slimmaa
n̪	n̪	N	36	18	dʒʔe̞n̪apʃiita;piin̪o̞kh;dʒe̞n̪aadʒdʒiqa;jaljudʒən̪;in̪aht
n̪n̪$	n̪n̪/n̪ː	N	1	1	un̪n̪
p	p	P	42	17	piin̪o̞kh;po̞o̞k;po̞dʒjo̞i;ipadʒ;upt
ph	ph/pʰ	P	3	3	ahphlaʔ;e̞pho̞i;e̞phate̞
pp	pp/pː	P	3	3	lappaw;lappaw;ippii
phh	phh/pʰ	P	1	1	iiaphhakij
r̪	r̪	R	1	1	har̪aʔdʒi
s	s	S	66	41	səsətidʒi;səsətidʒi;ilqo̞s;dʒumijo̞o̞si;uwaso̞m
ss	ss/sː	S	4	1	iss;issi;iss;asswali
ʃ$	ʃ	S	2	2	xaʃ;dʒuʔuʃ
^sh	sh/sʰ	S	2	2	she̞x;she̞x
ʔs$	ʔs/ˀs	S	1	1	an̪asuʔs
t	t	T	114	63	lidʒti;səsətidʒi;to̞lo̞;iʔtuj;dʒʔe̞n̪apʃiita
dʒ	dʒ	T	114	66	lidʒti;səsətidʒi;dʒaχo̞m;dʒʔe̞n̪apʃiita;e̞le̞ʔwo̞qo̞dʒi
th	th/tʰ	T	1	1	ithaʔii
tt	tt/tː	T	2	2	ittu;ittu
dʒh	dʒʰ	T	1	1	kitadʒhe̞
dʒdʒ	dʒː	T	1	1	dʒe̞n̪aadʒdʒiqa
o̞	o̞	U	59	45	to̞lo̞;to̞lo̞;dʒaχo̞m;tʔuqo̞;ilqo̞s
o̞o̞	o̞ː	U	11	8	dʒumijo̞o̞si;po̞o̞k;o̞o̞dʒ;dʒilimo̞o̞wa;dʒo̞o̞kdʒəjaxdʒimii
w	w	W	80	14	lappaw;lappaw;e̞le̞ʔwo̞qo̞dʒi;waʔwa;waʔwa
u	u	Y	79	65	iʔtuj;tʔuqo̞;aʔtuʔmi;dʒumijo̞o̞si;uwaso̞m
uu	uː	Y	4	3	aχtuuki;masuudʒ;isuudʒ;midʒistuu
kw	kw/k w	K W	2	2	ikwin̪;hakwidʒ
qhw	qh/qʰ w	K W	1	1	taqhwale̞
pʃ	p ʃ	P S	1	1	dʒʔe̞n̪apʃiita
