Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		291	NULL	hɑeɑ;hɑhɑ;t̪o_t̪ɛ;ɛɑ;ɑpɑimɛn̪e
$	NULL		291	NULL	hɑeɑ;hɑhɑ;t̪o_t̪ɛ;ɛɑ;ɑpɑimɛn̪e
ɑ	ɑ	A	276	171	hɑeɑ;hɑeɑ;hɑhɑ;hɑhɑ;ɛɑ
ɑɑ	ɑː	A	1	1	kɑt̪ɑhɑ_mɑɑkɑ
e	e	E	74	35	hɑeɑ;ɑpɑimɛn̪e;hemen̪e;hemen̪e;hemen̪e
ɛ	ɛ	E	80	53	t̪o_t̪ɛ;ɛɑ;ɑpɑimɛn̪e;hɛɾɛn̪ɛ;hɛɾɛn̪ɛ
h	h	H	113	56	hɑeɑ;hɑhɑ;hɑhɑ;hemen̪e;hɛɾɛn̪ɛ
i	i	I	134	60	ɑpɑimɛn̪e;hekɑɾi;kɑmɑn̪i;mɑkɑhin̪ɛ;kɑɾimuɑ_t̪ɛ
j	j	J	6	1	jɔ;jɑɾɑ;jɛi;jupɔn̪ɛikɔ;pɑɾi_jɑikɑ
k	k	K	139	93	hekɔt̪ɑ;hekɔt̪ɑ;hekɑɾi;kot̪o;kɑmɑn̪i
m	m	M	78	57	ɑpɑimɛn̪e;hemen̪e;kɑmɑn̪i;mɑkɑhin̪ɛ;mɛ
n̪	n̪	N	45	36	ɑpɑimɛn̪e;hemen̪e;hɛɾɛn̪ɛ;kɑmɑn̪i;mɑkɑhin̪ɛ
p	p	P	86	53	ɑpɑimɛn̪e;wɔwɔpi;kɛihɔpuɾi;kihɔpuɾi;mɑpo_me
ɾ	ɾ	R	85	68	hɛɾɛn̪ɛ;heɾe;hekɑɾi;kɑɾimuɑ_t̪ɛ;hɑɾo
s	s	S	2	2	ɑsiɛ_kɛkɑ;isu
t̪	t̪	T	56	35	t̪o_t̪ɛ;t̪o_t̪ɛ;hekɔt̪ɑ;hekɔt̪ɑ;kot̪o
o	o	U	56	25	t̪o_t̪ɛ;kot̪o;kot̪o;hohoke;hohoke
ɔ	ɔ	U	95	60	hekɔt̪ɑ;hekɔt̪ɑ;jɔ;mɔɾiɔ_mɔɾiɔ_mɛt̪ɛ_t̪ɛ;mɔɾiɔ_mɔɾiɔ_mɛt̪ɛ_t̪ɛ
w	w	W	32	8	wɔwɔpi;wɔwɔpi;wɔt̪u_me;wɔin̪ɔ;wɑɾe
u	u	Y	79	45	kɑɾimuɑ_t̪ɛ;kɛihɔpuɾi;hukɑ;kihɔpuɾi;u_mɑho
_	+	_	50	50	t̪o_t̪ɛ;kɑɾimuɑ_t̪ɛ;mɔɾiɔ_mɔɾiɔ_mɛt̪ɛ_t̪ɛ;mɔɾiɔ_mɔɾiɔ_mɛt̪ɛ_t̪ɛ;mɔɾiɔ_mɔɾiɔ_mɛt̪ɛ_t̪ɛ
