Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		298	NULL	taa;aŋgu;dʒegɔ;ndʒɔ_rɔja;maqata
$	NULL		282	1	taa;aŋgu;dʒegɔ;ndʒɔ_rɔja;maqata
a	a	A	198	109	aŋgu;ndʒɔ_rɔja;maqata;maqata;maqata
aa	aː	A	11	3	taa;ŋgaa;tataa;ndaata;mbaa
e	e	E	74	27	dʒegɔ;ŋgedi;lohare;maqe;reni_dana
ɛ	ɛ	E	2	1	wɛel;mɔhɛ
ɛɛ$	ɛː	E	3	3	qɛɛ;wɛɛ;dʒɔqɛɛ
h	h	H	7	6	lohare;seliharu;hure;jrnohoge;mɔhɛ
i	i	I	129	71	ŋgedi;reni_dana;ali;qili;qili
ii$	iː	I	3	3	mii;gigii;dii
j	j	J	27	14	ndʒɔ_rɔja;uja;jɔ;jɔ_ɔle_ni;ndaj
g	g	K	54	47	aŋgu;dʒegɔ;ŋgedi;gɔ;bogo
q	q	K	114	48	maqata;qa;qa;buqu;maqe
l	l	L	28	26	lohare;ali;qili;quli;sili
m	m	M	60	11	maqata;maqe;mɔtɔ;masu;mɔtɔ
n	n	N	126	78	ndʒɔ_rɔja;nɔɔ;reni_dana;reni_dana;nduɲe
ŋ	ŋ	N	30	20	aŋgu;ŋgedi;nuŋga;ŋgaa;ŋgali
ɲ	ɲ	N	13	12	dʒuɲu;nduɲe;qɔɲɔ;quɲa;nuɲe
b	b	P	40	22	buqu;bogo;abo;bisi;bambu
p	p	P	1	1	qopi
ɓ	ɓ	P	17	12	maɓo;quɓo;qɔɓe;ɓogo;aɓe
r	r	R	31	21	ndʒɔ_rɔja;lohare;reni_dana;rogu;dɔgɔbidʒɔɔqare
s	s	S	27	18	asu;masu;osi;ndisi;uga_qasi
d	d	T	27	18	ŋgedi;reni_dana;nduɲe;ndisi;ndutu
t	t	T	34	18	taa;maqata;mɔtɔ;qata;too
dʒ	dʒ	T	45	35	dʒegɔ;ndʒɔ_rɔja;dʒa;dʒuɲu;qadʒaquma
o	o	U	96	59	lohare;bogo;bogo;osi;abo
ɔ	ɔ	U	39	23	dʒegɔ;ndʒɔ_rɔja;ndʒɔ_rɔja;gɔ;mɔtɔ
ɔɔ	ɔː	U	7	2	nɔɔ;dɔgɔbidʒɔɔqare;sɔɔ;ŋgɔdʒɔɔ;dʒɔɔ
oo$	oː	U	10	7	oo;too;oo;oo;dɔgɔbidʒɔɔdʒoo
ɔɔɔ	ɔɔɔ/ɔː	U	1	1	wɔɔɔ
w	w	W	9	1	aw;wɛel;wu;aw;gurwuj
u	u	Y	61	28	aŋgu;buqu;buqu;asu;uja
_	+	_	13	13	ndʒɔ_rɔja;reni_dana;uga_qasi;jɔ_ɔle_ni;jɔ_ɔle_ni
__	+	_	8	8	monoŋgini__ni;monoŋgini__ni;monoŋgini__ni;monoŋgini__ni;mono__ni
