Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		301	NULL	inu;jenkina;uʃpan;xanikina;kulala
$	NULL		303	NULL	inu;jenkina;uʃpan;xanikina;kulala
a	a	A	478	285	jenkina;uʃpan;xanikina;xanikina;kulala
f	f	B	11	5	afwa;ulafana;ufkiʃ;kaluf;flauɾs
ts	ts	C	8	8	makutsa;makutsa;makutsa;makutsa;makutsa
e	e	E	30	27	jenkina;kamei;kamei;welitis;weina
x	x	G	26	10	xanikina;pixa;pix;xatuʃ;wuxai
^h	h	H	2	2	hauan;hauantʃi
i	i	I	106	74	inu;jenkina;xanikina;xanikina;pixa
j	j	J	53	14	jenkina;juain;juta;juna;jukaja
k	k	K	137	99	jenkina;xanikina;kulala;kamei;kamei
l	l	L	57	46	kulala;kulala;uʃwala;ulafana;welitis
m	m	M	89	54	kamei;kamei;manakata;lampi;aɾlampi
n	n	N	101	84	inu;jenkina;jenkina;uʃpan;xanikina
p	p	P	71	56	uʃpan;pixa;uʃpan;pix;lampi
ɽ	ɽ	R	9	9	waɽu;waɽu;waɽu;waɽu;waɽu
ɾ	ɾ	R	19	12	aɾlampi;teɾi;aɾa;flauɾs;aɾlampi
s	s	S	30	13	welitis;sapa;mjakasi;xakusi;flauɾs
ʃ	ʃ	S	65	33	uʃpan;uʃwala;aiʃu;uʃpan;xatuʃ
t	t	T	95	52	welitis;wata;itaku;manakata;juta
tʃ	tʃ	T	11	5	atʃkata;tʃixana;tʃaluku;tʃulekipa;tʃisjakaɾ
o	o	U	38	35	tapoʃ;xoka;opana;mola;apouʃ
w	w	W	54	22	afwa;uʃwala;welitis;wata;weina
u	u	Y	171	94	inu;uʃpan;kulala;uʃwala;ulafana
uu	uː	Y	3	3	siuuantʃi;siuuan;siuuan
