Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		340	NULL	jaki;sapig;ahum;dasɨ;aʃi
$	NULL		339	NULL	jaki;sapig;ahum;dasɨ;aʃi
a	a	A	374	284	jaki;sapig;ahum;dasɨ;aʃi
aa	aː	A	9	9	waamak;kaap;paantu;daahi;kaamatak
ts	ts	C	42	25	katsɨk;tsakat;butsuk;muntsu;tsuwattʃau
e$	e	E	1	1	duke
h	h	H	101	87	ahum;kahɨt;ʃiiham;sujuhu;puhutai
ʔ	ʔ	H	1	1	ɨʔɨ
i	i	I	149	103	jaki;sapig;aʃi;kuntin;wisut
ɨ	ɨ	I	96	72	dasɨ;kahɨt;katsɨk;saɨpɨ;saɨpɨ
ii	iː	I	7	4	ʃiiham;hii;hii_kɨɨku;diipasa;piipitʃ
ɨɨ	ɨː	I	7	4	ɨɨm;hii_kɨɨku;ɨɨmtaku;tɨntɨɨ;sɨɨmat
j	j	J	51	18	jaki;juku;jantamɨn;japau;sujuhu
g	g	K	47	19	sapig;wagkapa;nugkan;wigka;juhagkim
k	k	K	136	87	jaki;kahɨt;kuntin;kuntu;kuntu
m	m	M	110	79	ahum;ʃiiham;ɨɨm;ukunum;jantamɨn
n	n	N	105	63	kuntin;kuntin;kuntu;kuntu;tuntup
nh	nh/n̥	N	4	4	tuhunhuhi;ajanhamu;nawanhi;nawanhi
b	b	P	19	6	bukusɨa;butsuk;bɨtɨk;buutut;bukusɨa
p	p	P	62	46	sapig;tuntup;saɨpɨ;wagkapa;piʃak
s	s	S	26	14	sapig;dasɨ;wisut;saɨpɨ;ɨsat
ʃ	ʃ	S	19	12	aʃi;ʃiiham;piʃak;ijaʃ;tsuwattʃau
d	d	T	28	5	dasɨ;huinia_dawɨn_makitʃik_ihuk;dawɨ;dupa;dakunkutu
t	t	T	158	64	kahɨt;kuntin;wisut;kuntu;kuntu
th	th/tʰ	T	1	1	tuhuthutu
tt	tt/tː	T	2	2	tsuwattʃau;pahattʃau
tʃ	tʃ	T	45	20	ukuntʃ;tʃanuut;huinia_dawɨn_makitʃik_ihuk;nantʃik;nuwautʃ_inatai
w	w	W	67	48	wisut;wagkapa;wigka;tsuwattʃau;tsawan
u	u	Y	286	200	ahum;kuntin;wisut;kuntu;kuntu
uu	uː	Y	13	11	muun;umpuut;tʃanuut;buutut;jukuukuntu
_	+	_	45	45	huinia_uwɨha_kampatum_ihuk;huinia_uwɨha_kampatum_ihuk;huinia_uwɨha_kampatum_ihuk;huinia_dawɨn_makitʃik_ihuk;huinia_dawɨn_makitʃik_ihuk
