Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
o	o	U	77	34	khalimo;tʼsʼo̞ko;ʔat̪o;ǀo;ᵑ!ʔoŋgojo
o̞	o̞	U	12	7	huǀʔuǀʔume̞ko̞;tʼsʼo̞ko;ǁhaʔan̪o̞;tʼsʼo̞ko;kɬo̞ma
w	w	W	10	6	wain̪a;kʼwase;hlo̞wa;awan̪ikaku;ᵑ!ʔuʃuwakho
u	u	Y	65	30	pu;huǀʔuǀʔume̞ko̞;huǀʔuǀʔume̞ko̞;huǀʔuǀʔume̞ko̞;ukwa
aᵑǀ	a ⁿǀ	A !	1	1	t̪aᵑǀʔeja
kw	kw/k w	K W	33	32	ukwa;ukwa;ǀʔakwa;dzukwa;akwako
^gw	gw/g w	K W	1	1	gwape
khw	khw/kʰ w	K W	1	1	ʔakhwiti
^khw	khw/kʰ w	K W	1	1	khwaǁaʔa
n̪!	n̪ ǃ	N !	1	1	han̪!a
