Grapheme	IPA	SCA	FREQUENCY	Frequency	EXAMPLES
^	NULL		322	NULL	adʒɨ;iguiʔi;adʒɨβɨ;xagaba;paɾjɨ
$	NULL		322	NULL	adʒɨ;iguiʔi;adʒɨβɨ;xagaba;paɾjɨ
a	a	A	187	139	adʒɨ;adʒɨβɨ;xagaba;xagaba;xagaba
aa	aː	A	45	41	naagonoβi;ɸaaɸaɲo;saaʔi;mijaano;taaʔi
ɸ	ɸ	B	40	20	ɸoone;agaʔaɸomeʔexe;ɸaaɸaɲo;ɸaaɸaɲo;iɸi
β	β	B	25	24	adʒɨβɨ;naagonoβi;kɨβono;atjɨβano;mɨʔɨniβatɨno
e	e	E	94	63	usekexe;usekexe;usekexe;usekexe;usekexe
ee	eː	E	35	33	kuumeeʔu;eeduʔi;xeebɨɨga_meeʔu;xeebɨɨga_meeʔu;kɨɾjuxeekinɨno
x	x	G	85	56	xagaba;usekexe;usekexe;baiguiixɨ;doxɨkutɨ
ʔ	ʔ	H	112	112	iguiʔi;kuumeeʔu;agaʔaɸomeʔexe;agaʔaɸomeʔexe;eeduʔi
i	i	I	225	84	iguiʔi;iguiʔi;iguiʔi;asi;baiguiixɨ
ɨ	ɨ	I	95	62	adʒɨ;adʒɨβɨ;adʒɨβɨ;paɾjɨ;baiguiixɨ
ii	iː	I	30	23	baiguiixɨ;iiba;guiino;kikiixeba;ɸiigaɲo
ɨɨ	ɨː	I	17	14	tɨɨxoʔo;xeebɨɨga_meeʔu;aadʒɨɨ;kɨɨxigai;dɨɨriba
j	j	J	32	31	paɾjɨ;joobai;atjɨβano;satjeʔi;mijaano
g	g	K	79	59	iguiʔi;xagaba;baiguiixɨ;gui;guiino
k	k	K	96	52	usekexe;usekexe;kuumeeʔu;doxɨkutɨ;bokɨno
m	m	M	96	79	imitɨno;kuumeeʔu;sanomɨro;agaʔaɸomeʔexe;xeebɨɨga_meeʔu
n	n	N	106	84	imitɨno;ɸoone;guiino;naagonoβi;naagonoβi
ɲ	ɲ	N	13	12	ɸaaɸaɲo;ɲeɲexeruʔi;ɲeɲexeruʔi;ɸiigaɲo;ɸaɲo
b	b	P	83	50	xagaba;baiguiixɨ;joobai;iiba;bokɨno
p	p	P	2	1	paɾjɨ;xapaɾja
r	r	R	14	14	sanomɨro;ɲeɲexeruʔi;dɨɨriba;xakuraraba;xakuraraba
ɾ	ɾ	R	3	3	paɾjɨ;kɨɾjuxeekinɨno;xapaɾja
s	s	S	64	39	asi;usekexe;usekexe;sanomɨro;buusuʔi
ʃ	ʃ	S	1	1	axaʃuno
d	d	T	24	14	doxɨkutɨ;eeduʔi;aduʔi;sanoodɨmo;duuxoʔo
t	t	T	44	26	imitɨno;doxɨkutɨ;tɨɨxoʔo;atjɨβano;satjeʔi
dʒ	dʒ	T	16	14	adʒɨ;adʒɨβɨ;aadʒɨɨ;adʒɨ;dʒaxaʔi
tʃ	tʃ	T	6	4	tʃeemeʔi;matʃuʔi;atʃo;atʃixɨ;tʃa
o	o	U	182	76	imitɨno;doxɨkutɨ;guiino;naagonoβi;naagonoβi
oo	oː	U	46	45	joobai;ɸoone;saʔuse_xuugaʔuse_minookɨ_saano;gooβaʔi;sanoodɨmo
u	u	Y	97	76	iguiʔi;usekexe;usekexe;baiguiixɨ;kuumeeʔu
uu	uː	Y	19	18	kuumeeʔu;buusuʔi;aimuuɸai;kuuxe;saʔuse_xuugaʔuse_minookɨ_saano
_	+	_	20	20	xeebɨɨga_meeʔu;saʔuse_xuugaʔuse_minookɨ_saano;saʔuse_xuugaʔuse_minookɨ_saano;saʔuse_xuugaʔuse_minookɨ_saano;ɸaʔuseekɨ_motɨʔaitɨ_saano
